concept,category,mean,sd,lwr,upr,word_dim
ABOVE,continuant-unvoiced,-0.005150577589796683,0.1403921659489322,-0.2859349094876611,0.2756337543080677,
ABOVE,continuant-voiced,0.044633267821338876,0.16935560401296254,-0.2940779402045862,0.38334447584726394,
ABOVE,lateral-voiced,-0.007354512362293019,0.1290834592482178,-0.2655214308587286,0.2508124061341426,
ABOVE,nasal-voiced,-0.16753708893220068,0.21691224529874314,-0.6013615795296869,0.26628740166528564,
ABOVE,stop-unvoiced,-0.03371294845689319,0.2961194689635107,-0.6259518863839146,0.5585259894701282,
ABOVE,stop-voiced,0.07835151015443559,0.24722391302303923,-0.41609631589164287,0.572799336200514,
ABOVE,vibrant-voiced,0.02769684982738614,0.1456797784901604,-0.26366270715293466,0.3190564068077069,
AFTER,continuant-unvoiced,-0.0016231924989145623,0.142943263684659,-0.2875097198682326,0.28426333487040345,
AFTER,continuant-voiced,-0.062252736144179886,0.17280636326000068,-0.4078654626641812,0.2833599903758215,
AFTER,lateral-voiced,0.015121545944877841,0.13139371790322235,-0.24766588986156687,0.27790898175132256,
AFTER,nasal-voiced,0.01626615577309717,0.2201902317908377,-0.42411430780857823,0.4566466193547725,
AFTER,stop-unvoiced,-0.0765066342216633,0.29913536711476507,-0.6747773684511934,0.5217641000078669,
AFTER,stop-voiced,0.013574652166619397,0.24731376844369574,-0.48105288472077207,0.5082021890540108,
AFTER,vibrant-voiced,0.0085943033938816,0.1496769903159778,-0.290759677238074,0.30794828402583724,
AIR,continuant-unvoiced,0.14356297183569183,0.1408287585506009,-0.13809454526550996,0.4252204889368936,
AIR,continuant-voiced,0.27755365565860174,0.17015100342817968,-0.06274835119775762,0.6178556625149612,
AIR,lateral-voiced,0.07938346491112963,0.13029193895195654,-0.18120041299278344,0.3399673428150427,
AIR,nasal-voiced,-0.1918154746573637,0.21984431276785024,-0.6315041001930641,0.24787315087833678,
AIR,stop-unvoiced,-0.3657581753975441,0.2972423280403119,-0.9602428314781679,0.2287264806830797,
AIR,stop-voiced,-0.013085717433555008,0.24171853012873998,-0.496522777691035,0.47035134282392493,
AIR,vibrant-voiced,0.08122754971725778,0.14654347898032855,-0.21185940824339933,0.37431450767791485,
ALL,continuant-unvoiced,-0.006138604315369912,0.1412364703874393,-0.2886115450902485,0.2763343364595087,
ALL,continuant-voiced,-0.037622620871483325,0.16842325766411018,-0.3744691361997037,0.299223894456737,
ALL,lateral-voiced,-0.027509091473070766,0.1272701489262451,-0.282049389325561,0.22703120637941945,
ALL,nasal-voiced,-0.010868611838188564,0.2180699313431715,-0.4470084745245316,0.4252712508481545,
ALL,stop-unvoiced,0.03619317853940713,0.29530878792842624,-0.5544243973174453,0.6268107543962597,
ALL,stop-voiced,-0.04021919239962999,0.24682001228929598,-0.5338592169782219,0.45342083217896195,
ALL,vibrant-voiced,-0.04354000172469632,0.14480766888340485,-0.333155339491506,0.24607533604211337,
ANGRY,continuant-unvoiced,0.023339334819836067,0.14172516702069576,-0.26011099922155545,0.3067896688612276,
ANGRY,continuant-voiced,0.0029860106784294614,0.17434978432187753,-0.3457135579653256,0.3516855793221845,
ANGRY,lateral-voiced,0.06373091331523342,0.1376067740580249,-0.2114826348008164,0.3389444614312832,
ANGRY,nasal-voiced,-0.25227544530008444,0.22546858962648408,-0.7032126245530526,0.19866173395288372,
ANGRY,stop-unvoiced,0.010180682981310144,0.3020274623408584,-0.5938742417004067,0.614235607663027,
ANGRY,stop-voiced,0.0476341126813554,0.2525628829084756,-0.4574916531355958,0.5527598784983067,
ANGRY,vibrant-voiced,0.0376454195505452,0.15194135305464493,-0.2662372865587447,0.34152812565983504,
ANIMAL,continuant-unvoiced,-0.01965579186530019,0.1420574305133655,-0.3037706528920312,0.2644590691614308,
ANIMAL,continuant-voiced,0.09890839146115145,0.1696597914190609,-0.24041119137697037,0.43822797429927324,
ANIMAL,lateral-voiced,-0.032796804784091915,0.12842335067136076,-0.28964350612681344,0.2240498965586296,
ANIMAL,nasal-voiced,0.03585821353377302,0.21713229330319006,-0.3984063730726071,0.4701228001401531,
ANIMAL,stop-unvoiced,-0.10186430239194105,0.2965032604500758,-0.6948708232920926,0.49114221850821055,
ANIMAL,stop-voiced,-0.039196179387120805,0.24421358442579458,-0.5276233482387099,0.4492309894644684,
ANIMAL,vibrant-voiced,-0.03241307625096177,0.14674852084369047,-0.32591011793834274,0.26108396543641915,
ANT,continuant-unvoiced,-0.05686818260168018,0.14275623084511774,-0.34238064429191567,0.22864427908855528,
ANT,continuant-voiced,-0.08811042204115418,0.17023151121909094,-0.4285734444793361,0.25235260039702767,
ANT,lateral-voiced,-0.09214656562127659,0.12856075078722864,-0.3492680671957339,0.1649749359531807,
ANT,nasal-voiced,0.10772003946545128,0.2192385688122881,-0.3307570981591249,0.5461971770900275,
ANT,stop-unvoiced,0.02761487632191005,0.2959938196319077,-0.5643727629419053,0.6196025155857254,
ANT,stop-voiced,-0.08454434575322901,0.24645852406718796,-0.577461393887605,0.4083727023811469,
ANT,vibrant-voiced,0.013557058870135122,0.14740217838532516,-0.28124729790051517,0.30836141564078545,
ASH,continuant-unvoiced,0.07881393136267101,0.1391439266314779,-0.1994739219002848,0.3571017846256268,
ASH,continuant-voiced,-0.02088560226048006,0.16785280880848494,-0.35659121987744996,0.3148200153564898,
ASH,lateral-voiced,0.006292345733243785,0.1279915906600172,-0.24969083558679062,0.26227552705327817,
ASH,nasal-voiced,-0.2524534216822928,0.21789642710799587,-0.6882462758982846,0.18333943253369894,
ASH,stop-unvoiced,0.07966732742563111,0.29396171801597326,-0.5082561086063154,0.6675907634575776,
ASH,stop-voiced,0.028964502154294254,0.24833677020887757,-0.4677090382634609,0.5256380425720494,
ASH,vibrant-voiced,-0.023047457861326406,0.14410532939232173,-0.31125811664596986,0.2651632009233171,
BACK,continuant-unvoiced,-0.07450447899086024,0.14161216937813778,-0.35772881774713583,0.20871985976541532,
BACK,continuant-voiced,-0.15694068188063195,0.16851371675449484,-0.4939681153896216,0.18008675162835772,
BACK,lateral-voiced,-0.05130594742697705,0.1278824556195776,-0.3070708586661322,0.20445896381217812,
BACK,nasal-voiced,-0.08188245707386826,0.21770385188936925,-0.5172901608526068,0.35352524670487023,
BACK,stop-unvoiced,0.07338043889130984,0.29759369474038844,-0.521806950589467,0.6685678283720867,
BACK,stop-voiced,0.1469060233700146,0.24814453999492958,-0.3493830566198446,0.6431951033598737,
BACK,vibrant-voiced,-0.012763901600002153,0.1454275616787359,-0.30361902495747395,0.2780912217574697,
BAD,continuant-unvoiced,0.06029775863111893,0.13924594755132116,-0.21819413647152341,0.33878965373376124,
BAD,continuant-voiced,0.09231701995566387,0.16647959449623015,-0.24064216903679642,0.4252762089481242,
BAD,lateral-voiced,0.012862686135785626,0.12551090999144893,-0.23815913384711224,0.26388450611868347,
BAD,nasal-voiced,-0.18819077118783512,0.2147272574593679,-0.6176452861065709,0.2412637437309007,
BAD,stop-unvoiced,-0.13260359522188583,0.2947247318889574,-0.7220530589998007,0.45684586855602904,
BAD,stop-voiced,0.08604480433717465,0.24323126763408903,-0.4004177309310034,0.5725073396053527,
BAD,vibrant-voiced,0.04703569774809923,0.14304983367747812,-0.239063969606857,0.33313536510305547,
BARK,continuant-unvoiced,-0.03620455179576014,0.14087691621150486,-0.3179583842187699,0.24554928062724957,
BARK,continuant-voiced,-0.08460487188733196,0.17147984429504665,-0.42756456047742525,0.25835481670276134,
BARK,lateral-voiced,0.021616105870325104,0.1351926317744249,-0.24876915767852467,0.29200136941917487,
BARK,nasal-voiced,-0.37350907215023227,0.22271106592534992,-0.8189312040009321,0.07191305970046757,
BARK,stop-unvoiced,0.2957555705870367,0.2941152705213311,-0.2924749704556254,0.8839861116296989,
BARK,stop-voiced,-0.030423667063033705,0.25575532284957114,-0.541934312762176,0.4810869786361086,
