concept,category,mean,sd,lwr,upr,word_dim
ABOVE,alveolar-unvoiced,-0.03191533806641719,0.13991452783102046,-0.3117443937284581,0.24791371759562372,
ABOVE,alveolar-voiced,0.056702741608245746,0.29143683045524593,-0.5261709193022461,0.6395764025187376,
ABOVE,glottal-unvoiced,-0.011942360888766016,0.1934361769365331,-0.39881471476183217,0.3749299929843002,
ABOVE,glottal-voiced,-0.001491118780265655,0.0803060600918334,-0.16210323896393244,0.15912100140340116,
ABOVE,labial-unvoiced,-0.009293291818992687,0.11196205158551502,-0.23321739499002272,0.21463081135203735,
ABOVE,labial-voiced,-0.1386129324325429,0.17476075330018634,-0.4881344390329156,0.21090857416782977,
ABOVE,palatal-unvoiced,-0.005035846225979302,0.1080908676703005,-0.2212175815665803,0.2111458891146217,
ABOVE,palatal-voiced,-0.004584663832293316,0.13803990174660774,-0.2806644673255088,0.27149513966092215,
ABOVE,velar-unvoiced,-0.06528720568433848,0.15461074980430625,-0.374508705292951,0.24393429392427401,
ABOVE,velar-voiced,0.07502668240929354,0.14039589646842143,-0.2057651105275493,0.3558184753461364,
AFTER,alveolar-unvoiced,-0.06410670337100507,0.1425170829145738,-0.34914086920015264,0.22092746245814252,
AFTER,alveolar-voiced,0.14696786698691028,0.29265741706987575,-0.4383469671528412,0.7322827011266617,
AFTER,glottal-unvoiced,-0.06316994463277857,0.19900819635282765,-0.4611863373384339,0.3348464480728767,
AFTER,glottal-voiced,-0.03251461668212029,0.08768375070198636,-0.20788211808609303,0.14285288472185242,
AFTER,labial-unvoiced,-0.012995762263736601,0.11865315854013958,-0.25030207934401577,0.22431055481654255,
AFTER,labial-voiced,-0.05558018505904328,0.17845536341204907,-0.4124909118831414,0.30133054176505486,
AFTER,palatal-unvoiced,-0.06489968120872998,0.11521575586874443,-0.29533119294621885,0.16553183052875886,
AFTER,palatal-voiced,-0.07052334405512654,0.14416193756036302,-0.3588472191758526,0.2178005310655995,
AFTER,velar-unvoiced,-0.022886343424213376,0.15987334615140683,-0.342633035727027,0.2968603488786003,
AFTER,velar-voiced,-0.017083740354563382,0.14621516972598161,-0.3095140798065266,0.27534659909739984,
AIR,alveolar-unvoiced,-0.03109599986595033,0.1388142837396694,-0.30872456734528914,0.24653256761338846,
AIR,alveolar-voiced,-0.04979349610873589,0.2945181497756596,-0.638829795660055,0.5392428034425834,
AIR,glottal-unvoiced,0.1466847213600702,0.19790523918660716,-0.2491257570131441,0.5424951997332845,
AIR,glottal-voiced,0.002912539685636676,0.08617686938330095,-0.16944119908096522,0.17526627845223858,
AIR,labial-unvoiced,-0.0482254240649241,0.11456137927933835,-0.2773481826236008,0.18089733449375262,
AIR,labial-voiced,0.03958360622906526,0.18022239939588652,-0.3208611925627078,0.4000284050208383,
AIR,palatal-unvoiced,-0.015096075155507017,0.11309014369655188,-0.24127636254861076,0.21108421223759674,
AIR,palatal-voiced,0.0019208564057461236,0.1418446601111643,-0.2817684638165825,0.28561017662807475,
AIR,velar-unvoiced,-0.11645741384577961,0.15654636457873222,-0.42955014300324407,0.19663531531168482,
AIR,velar-voiced,-0.03254216554687032,0.14685548083585076,-0.32625312721857186,0.2611687961248312,
ALL,alveolar-unvoiced,0.07316486290542011,0.1359044484080686,-0.19864403391071705,0.3449737597215573,
ALL,alveolar-voiced,-0.09477477661870636,0.29046394380422125,-0.6757026642271489,0.4861531109897361,
ALL,glottal-unvoiced,-0.0020299099836713153,0.1895085041907716,-0.3810469183652145,0.37698709839787187,
ALL,glottal-voiced,0.005724474425036179,0.07220509608097782,-0.13868571773691946,0.15013466658699182,
ALL,labial-unvoiced,0.02421058427654273,0.10468674044120231,-0.18516289660586188,0.23358406515894736,
ALL,labial-voiced,-0.014703774396496064,0.17222806536547747,-0.359159905127451,0.3297523563344589,
ALL,palatal-unvoiced,0.0016378919522563448,0.10286075262487004,-0.20408361329748376,0.20735939720199642,
ALL,palatal-voiced,-0.017343528850198516,0.13237515376731648,-0.2820938363848315,0.24740677868443445,
ALL,velar-unvoiced,-0.030072394870910634,0.14801582915922465,-0.3261040531893599,0.2659592634475387,
ALL,velar-voiced,-0.00820084935784488,0.13704168572938016,-0.2822842208166052,0.26588252210091545,
ANGRY,alveolar-unvoiced,-0.006519085855341032,0.140216156714466,-0.28695139928427305,0.27391322757359093,
ANGRY,alveolar-voiced,0.025076900664112663,0.2966109528205844,-0.5681450049770562,0.6182988063052814,
ANGRY,glottal-unvoiced,-0.045389572462632054,0.19959246843486148,-0.444574509332355,0.3537953644070909,
ANGRY,glottal-voiced,-0.010110265203099992,0.09152724581948816,-0.19316475684207632,0.17294422643587634,
ANGRY,labial-unvoiced,-0.031012265281038568,0.11933194268362134,-0.26967615064828127,0.2076516200862041,
ANGRY,labial-voiced,-0.088484477657266,0.18275741734648698,-0.45399931235023994,0.277030357035708,
ANGRY,palatal-unvoiced,0.006597271997433143,0.11474427443989571,-0.22289127688235827,0.23608582087722457,
ANGRY,palatal-voiced,-0.047360420039207554,0.14534968361659856,-0.33805978727240465,0.24333894719398957,
ANGRY,velar-unvoiced,-0.006889936158111929,0.1623686853999523,-0.33162730695801657,0.31784743464179266,
ANGRY,velar-voiced,0.06272599888351714,0.14940299195558612,-0.2360799850276551,0.3615319827946894,
ANIMAL,alveolar-unvoiced,0.015179511781372156,0.13883874189102968,-0.2624979720006872,0.29285699556343153,
ANIMAL,alveolar-voiced,-0.025976295614367532,0.2912042844497021,-0.6083848645137717,0.5564322732850366,
ANIMAL,glottal-unvoiced,-0.07059684086632649,0.19264782645741577,-0.45589249378115804,0.31469881204850503,
ANIMAL,glottal-voiced,0.011440202676627893,0.0792255250180179,-0.1470108473594079,0.1698912527126637,
ANIMAL,labial-unvoiced,-0.05288224247635521,0.10990768303024169,-0.2726976085368386,0.16693312358412818,
ANIMAL,labial-voiced,0.012266872580185344,0.17482513137594688,-0.33738339017170843,0.3619171353320791,
ANIMAL,palatal-unvoiced,-0.022391587294261592,0.10704473858712732,-0.23648106446851624,0.19169788987999303,
ANIMAL,palatal-voiced,0.08496613280952015,0.13731157809995143,-0.1896570233903827,0.359589289009423,
ANIMAL,velar-unvoiced,-0.0417049440778882,0.15179488046003164,-0.3452947049979515,0.26188481684217507,
ANIMAL,velar-voiced,-0.027927047530583317,0.1397675843856358,-0.30746221630185494,0.25160812124068827,
ANT,alveolar-unvoiced,0.010466828581893451,0.13752391037017309,-0.2645809921584527,0.28551464932223963,
ANT,alveolar-voiced,-0.14339242832983512,0.289543772808026,-0.7224799739458871,0.4356951172862169,
ANT,glottal-unvoiced,-0.07098909567683154,0.18981648910451676,-0.45062207388586506,0.308643882532202,
ANT,glottal-voiced,-0.01872179141317691,0.07485341590212484,-0.16842862321742658,0.13098504039107278,
ANT,labial-unvoiced,-0.03738675079111708,0.1060821596812389,-0.24955107015359487,0.1747775685713607,
ANT,labial-voiced,0.1706719946377953,0.17321421243797905,-0.1757564302381628,0.5171004195137534,
ANT,palatal-unvoiced,-0.002890114839805723,0.10464543711356321,-0.21218098906693214,0.2064007593873207,
ANT,palatal-voiced,-0.049937629828586676,0.13313053082547402,-0.3161986914795347,0.21632343182236136,
ANT,velar-unvoiced,0.039230645973129474,0.14935886197839718,-0.2594870779836649,0.33794836992992383,
ANT,velar-voiced,0.003602019856824389,0.1377406422462195,-0.2718792646356146,0.27908330434926343,
ASH,alveolar-unvoiced,0.05210963436881076,0.13420436199320668,-0.21629908961760258,0.32051835835522413,
ASH,alveolar-voiced,-0.13955145071275818,0.29008691092195693,-0.7197252725566721,0.44062237113115565,
ASH,glottal-unvoiced,0.0298663746985651,0.1879858076790269,-0.34610524065948867,0.4058379900566189,
ASH,glottal-voiced,0.011066674936584697,0.0701435695562963,-0.1292204641760079,0.1513538140491773,
ASH,labial-unvoiced,0.11767895347598814,0.1030067330018448,-0.08833451252770147,0.32369241947967775,
ASH,labial-voiced,-0.0067227625957997994,0.17166973509855527,-0.3500622327929103,0.33661670760131074,
ASH,palatal-unvoiced,0.01772199246314242,0.10081705379931173,-0.18391211513548106,0.21935610006176587,
ASH,palatal-voiced,-0.036837609683218184,0.13128686059283945,-0.2994113308688971,0.2257361115024607,
ASH,velar-unvoiced,-0.010106141824095843,0.1464626015887545,-0.30303134500160483,0.2828190613534131,
