ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Dataset,Forms,FormsWithSounds,Concepts,Incollections,Subgroup,Family,Family_in_Data,family_id,parent_id,name_language,name_micro_family,phylo,Language
saenkoromance-campidanese,Campidanese,Eurasia,39.0566,9.03935,camp1261,NA,saenkoromance,112,112,110,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Campidanese
saenkoromance-palermitansicilian,Palermitan_Sicilian,Eurasia,37.5735,14.0414,sici1248,NA,saenkoromance,113,113,110,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Palermitan_Sicilian
saenkoromance-cataniansicilian,Catanian_Sicilian,Eurasia,37.5735,14.0414,sici1248,NA,saenkoromance,112,112,110,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Catanian_Sicilian
saenkoromance-southeasternsicilian,South-Eastern_Sicilian,Eurasia,37.5735,14.0414,sici1248,NA,saenkoromance,113,113,110,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,South-Eastern_Sicilian
saenkoromance-centralcatalan,Central_Catalan,Eurasia,41.453,1.569,stan1289,NA,saenkoromance,114,114,110,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Central_Catalan
saenkoromance-northwesterncatalan,North-Western_Catalan,Eurasia,41.453,1.569,stan1289,NA,saenkoromance,114,114,110,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,North-Western_Catalan
saenkoromance-minorcancatalan,Minorcan_Catalan,Eurasia,41.453,1.569,stan1289,NA,saenkoromance,113,113,110,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Minorcan_Catalan
saenkoromance-castellodelaplanacatalan,Castelló_de_la_Plana_Catalan,Eurasia,41.453,1.569,stan1289,NA,saenkoromance,114,114,110,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Castelló_de_la_Plana_Catalan
saenkoromance-valenciancatalan,Valencian_Catalan,Eurasia,41.453,1.569,stan1289,NA,saenkoromance,114,114,110,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Valencian_Catalan
saenkoromance-manisescatalan,Manises_Catalan,Eurasia,41.453,1.569,stan1289,NA,saenkoromance,114,114,110,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Manises_Catalan
saenkoromance-provencaloccitan,Provençal_Occitan,Eurasia,44,6,prov1235,NA,saenkoromance,116,116,109,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Provençal_Occitan
sagartst-Achang,Burmish_Achang,Eurasia,24.466605,97.89503,acha1249,NA,sagartst,240,240,238,LexiCore,Burmish,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Burmish_Achang
sagartst-Atsi,Burmish_Atsi,Eurasia,24.193367,97.806689,zaiw1241,NA,sagartst,245,245,243,LexiCore,Burmish,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Burmish_Atsi
sagartst-Bahing,Kiranti_Bahing,Eurasia,27.309472,86.430334,bahi1252,NA,sagartst,189,189,178,LexiCore,Kiranti,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Kiranti_Bahing
sagartst-Bantawa,Kiranti_Bantawa,Eurasia,27.117894,87.049995,bant1281,NA,sagartst,232,232,216,LexiCore,Kiranti,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Kiranti_Bantawa
sagartst-Beijing,Sinitic_Beijing,Eurasia,39.909056,116.397422,beij1235,NA,sagartst,242,242,216,LexiCore,Sinitic,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Sinitic_Beijing
sagartst-Bokar,Tani_Bokar,Eurasia,27.554547,93.15717,boka1249,NA,sagartst,270,270,249,LexiCore,Tani,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Tani_Bokar
sagartst-Bola,Burmish_Bola,Eurasia,24.405004,98.234243,pela1242,NA,sagartst,242,242,240,LexiCore,Burmish,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Burmish_Bola
sagartst-Bunan,TibetoKinauri_Bunan,Eurasia,32.554766,77.076283,gahr1239,NA,sagartst,246,246,238,LexiCore,Tibeto-Kinauri,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,TibetoKinauri_Bunan
sagartst-Byangsi,TibetoKinauri_Byangsi,Eurasia,29.583838,80.22309,byan1241,NA,sagartst,219,219,213,LexiCore,Tibeto-Kinauri,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,TibetoKinauri_Byangsi
sagartst-Chaozhou,Sinitic_Chaozhou,Eurasia,23.657699,116.622317,chao1238,NA,sagartst,212,212,205,LexiCore,Sinitic,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Sinitic_Chaozhou
sagartst-Chepang,Chepang_Chepang,Eurasia,27.785164,84.908801,chep1245,NA,sagartst,240,240,221,LexiCore,Chepang,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Chepang_Chepang
sagartst-Daofu,rGyalrong_Daofu,Eurasia,30.975281,101.123742,horp1240,NA,sagartst,278,278,245,LexiCore,rGyalrong,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,rGyalrong_Daofu
sagartst-DarangTaraon,Deng_Darang_Taraon,Eurasia,28.657986,97.469136,diga1241,NA,sagartst,240,240,240,LexiCore,Deng,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Deng_Darang_Taraon
sagartst-Dulong,Nungic_Dulong,Eurasia,27.749017,98.691868,drun1238,NA,sagartst,262,262,249,LexiCore,Nungic,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Nungic_Dulong
sagartst-Garo,Garo_Garo,Eurasia,25.504744,90.333226,garo1247,NA,sagartst,240,240,227,LexiCore,Garo,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Garo_Garo
sagartst-Guangzhou,Sinitic_Guangzhou,Eurasia,23.131111,113.258099,guan1279,NA,sagartst,250,250,217,LexiCore,Sinitic,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Sinitic_Guangzhou
sagartst-Hakha,Chin_Hakha,Eurasia,22.870089,92.820021,haka1240,NA,sagartst,248,248,245,LexiCore,Chin,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Chin_Hakha
sagartst-Hayu,Kiranti_Hayu,Eurasia,27.302102,86.099009,wayu1241,NA,sagartst,200,200,177,LexiCore,Kiranti,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Kiranti_Hayu
sagartst-Japhug,rGyalrong_Japhug,Eurasia,32.207076,101.957636,japh1234,NA,sagartst,267,267,249,LexiCore,rGyalrong,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,rGyalrong_Japhug
sagartst-Jieyang,Sinitic_Jieyang,Eurasia,23.551122,116.373013,chao1239,NA,sagartst,222,222,213,LexiCore,Sinitic,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Sinitic_Jieyang
sagartst-Jingpho,Jingpho_Jingpho,Eurasia,25.461826,97.329866,jing1260,NA,sagartst,260,260,250,LexiCore,Jingpho,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Jingpho_Jingpho
sagartst-Khaling,Kiranti_Khaling,Eurasia,27.390595,87.510016,khal1275,NA,sagartst,236,236,234,LexiCore,Kiranti,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Kiranti_Khaling
sagartst-Kulung,Kiranti_Kulung,Eurasia,27.690037,86.910944,kulu1253,NA,sagartst,223,223,213,LexiCore,Kiranti,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Kiranti_Kulung
sagartst-Lashi,Burmish_Lashi,Eurasia,24.111512,98.311333,lash1243,NA,sagartst,236,236,233,LexiCore,Burmish,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Burmish_Lashi
sagartst-Limbu,Kiranti_Limbu,Eurasia,27.272065,87.889909,limb1266,NA,sagartst,218,218,218,LexiCore,Kiranti,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Kiranti_Limbu
sagartst-Lisu,Loloish_Lisu,Eurasia,25.950046,98.848486,lisu1250,NA,sagartst,252,252,249,LexiCore,Loloish,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Loloish_Lisu
sagartst-Longgang,Sinitic_Longgang,Eurasia,22.725545,114.243825,hakk1236,NA,sagartst,220,220,211,LexiCore,Sinitic,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Sinitic_Longgang
sagartst-Lushai,Mizo_Lushai,Eurasia,22.60535,92.629457,lush1249,NA,sagartst,274,274,200,LexiCore,Mizo,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Mizo_Lushai
sagartst-Maru,Burmish_Maru,Eurasia,24.939981,99.83,maru1249,NA,sagartst,241,241,238,LexiCore,Burmish,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Burmish_Maru
sagartst-Mikir,Karbi,Eurasia,25.735084,93.050494,karb1241,NA,sagartst,248,248,248,LexiCore,Mikir,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Karbi
sagartst-MotuoMenba,Bodic_Tshangla,Eurasia,29.325414,95.340883,tsha1245,NA,sagartst,254,254,239,LexiCore,Bodic,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Bodic_Tshangla
sagartst-OldBurmese,Burmish_Old_Burmese,Eurasia,21.624974,97.126742,oldb1235,NA,sagartst,246,246,235,LexiCore,Burmish,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Burmish_Old_Burmese
sagartst-OldChinese,Sinitic_Old_Chinese,Eurasia,34.101745,108.777868,oldc1244,NA,sagartst,289,289,241,LexiCore,Sinitic,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Sinitic_Old_Chinese
sagartst-OldTibetan,Tibetan_Old_Tibetan,Eurasia,30.027852,91.158704,clas1254,NA,sagartst,273,273,239,LexiCore,Tibetan,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Tibetan_Old_Tibetan
sagartst-Rabha,Rabha,Eurasia,25.820135,91.170064,rabh1238,NA,sagartst,177,177,175,LexiCore,Koch,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Rabha
sagartst-Rangoon,Burmish_Rangoon,Eurasia,16.874207,96.190785,nucl1310,NA,sagartst,258,258,243,LexiCore,Burmish,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Burmish_Rangoon
sagartst-Rongpo,Tibeto_Kinauri_Rongpo,Eurasia,30.530044,79.569987,rong1264,NA,sagartst,232,232,210,LexiCore,Tibeto-Kinauri,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Tibeto_Kinauri_Rongpo
sagartst-Tangut,Tangut,Eurasia,38.477453,106.285383,tang1334,NA,sagartst,277,277,239,LexiCore,Tangut,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Tangut
sagartst-Thulung,Kiranti_Thulung,Eurasia,27.534944,87.609608,thul1246,NA,sagartst,236,236,231,LexiCore,Kiranti,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Kiranti_Thulung
sagartst-Alike,Tibetan_Alike,Eurasia,38.318508,92.839938,amdo1237,NA,sagartst,249,249,233,LexiCore,Tibetan,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Tibetan_Alike
sagartst-Batang,Tibetan_Batang,Eurasia,30.00795,99.111944,kham1282,NA,sagartst,272,272,250,LexiCore,Tibetan,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Tibetan_Batang
sagartst-Lhasa,Tibetan_Lhasa,Eurasia,29.653441,91.171493,utsa1239,NA,sagartst,292,292,250,LexiCore,Tibetan,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Tibetan_Lhasa
sagartst-Xiahe,Tibetan_Xiahe,Eurasia,35.210549,102.524979,amdo1237,NA,sagartst,256,256,249,LexiCore,Tibetan,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Tibetan_Xiahe
sagartst-Ukhrul,Naga_Ukhrul,Eurasia,25.092617,94.37045,ukhr1238,NA,sagartst,205,205,190,LexiCore,Naga,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Naga_Ukhrul
sagartst-WobziKhroskyabs,Khroskyabs_Wobzi,Eurasia,31.62758,101.427999,eree1240,NA,sagartst,248,248,248,LexiCore,rGyalrong,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Khroskyabs_Wobzi
sagartst-Xiandao,Burmish_Xiandao,Eurasia,24.494153,97.753173,xian1249,NA,sagartst,233,233,230,LexiCore,Burmish,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Burmish_Xiandao
sagartst-Xingning,Sinitic_Xingning,Eurasia,24.13674,115.732382,hakk1236,NA,sagartst,222,222,212,LexiCore,Sinitic,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Sinitic_Xingning
sagartst-Yidu,Deng_Yidu,Eurasia,29.448172,95.650179,idum1241,NA,sagartst,237,237,236,LexiCore,Deng,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Deng_Yidu
sagartst-Zhaba,Qiangic_Zhaba,Eurasia,30.538892,101.058397,zhab1238,NA,sagartst,277,277,247,LexiCore,Qiangic,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Qiangic_Zhaba
sagartst-MaerkangrGyalrong,rGyalrong_Maerkang,Eurasia,31.868614,102.295293,situ1238,NA,sagartst,254,254,249,LexiCore,rGyalrong,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,rGyalrong_Maerkang
savelyevturkic-Azeri,Azeri,Eurasia,40.9777,46.4737,nort2697,NA,savelyevturkic,266,266,243,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Azeri
savelyevturkic-Bashkir,Bashkir,Eurasia,53.5967,56.5594,bash1264,NA,savelyevturkic,278,278,248,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Bashkir
savelyevturkic-Chuvash,Chuvash,Eurasia,55.487,47.163,chuv1255,NA,savelyevturkic,252,252,236,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Chuvash
savelyevturkic-CrimeanTatar,Crimean Tatar,Eurasia,45,34.08,crim1257,NA,savelyevturkic,277,277,245,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Crimean Tatar
savelyevturkic-Dolgan,Dolgan,Eurasia,71.1083,94.2936,dolg1241,NA,savelyevturkic,237,237,225,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Dolgan
savelyevturkic-Gagauz,Gagauz,Eurasia,44.5988,28.0277,gaga1249,NA,savelyevturkic,250,250,240,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Gagauz
savelyevturkic-KarachayBalkar,Karachay Balkar,Eurasia,43.565,42.2606,kara1465,NA,savelyevturkic,266,266,246,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Karachay Balkar
savelyevturkic-Karaim,Karaim,Eurasia,54.5534,25.1054,kara1464,NA,savelyevturkic,289,289,252,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Karaim
savelyevturkic-KaraKalpak,Karakalpak,Eurasia,39.98,63.3223,kara1467,NA,savelyevturkic,268,268,240,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Karakalpak
savelyevturkic-Kazakh,Kazakh,Eurasia,41.8729,65.7709,kaza1248,NA,savelyevturkic,268,268,246,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Kazakh
savelyevturkic-Khakas,Khakas,Eurasia,50.7393,107.169,khak1248,NA,savelyevturkic,275,275,246,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Khakas
savelyevturkic-Khalaj,Khalaj,Eurasia,34.4224,50.3222,turk1303,NA,savelyevturkic,198,198,186,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Khalaj
savelyevturkic-Kirghiz,Kirghiz,Eurasia,42,74,kirg1245,NA,savelyevturkic,276,276,248,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Kirghiz
savelyevturkic-Kumyk,Kumyk,Eurasia,43,47,kumy1244,NA,savelyevturkic,274,274,248,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Kumyk
savelyevturkic-Nogai,Nogai,Eurasia,43.5917,46.6618,noga1249,NA,savelyevturkic,293,293,252,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Nogai
savelyevturkic-NorthAltai,North Altay,Eurasia,50.8998,88.0672,nort2686,NA,savelyevturkic,282,282,242,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,North Altay
savelyevturkic-Salar,Salar,Eurasia,35.5457,102.819,sala1264,NA,savelyevturkic,233,233,218,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Salar
savelyevturkic-SarygYugur,Saryg Yugur,Eurasia,39.0548,99.3112,west2402,NA,savelyevturkic,254,254,232,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Saryg Yugur
savelyevturkic-Shor,Shor,Eurasia,52.3261,88.4344,shor1247,NA,savelyevturkic,266,266,242,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Shor
savelyevturkic-SouthAltai,South Altay,Eurasia,50.1347,86.8705,sout2694,NA,savelyevturkic,265,265,246,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,South Altay
savelyevturkic-Turkmen,Turkmen,Eurasia,37.0872,59.1757,turk1304,NA,savelyevturkic,259,259,237,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Turkmen
savelyevturkic-Tuvan,Tuvan,Eurasia,51.7,94.36667,tuvi1240,NA,savelyevturkic,258,258,236,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Tuvan
savelyevturkic-Uighur,Uyghur,Eurasia,43.67,79.75,uigh1240,NA,savelyevturkic,293,293,243,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Uyghur
savelyevturkic-Yakut,Yakut,Eurasia,61.6974,133.98,yaku1245,NA,savelyevturkic,260,260,241,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Yakut
sawkatokaleya-Tonga,Tonga,Africa,-17.42,27.1,tong1318,NA,sawkatokaleya,178,178,176,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Tonga
sawkatokaleya-MukuniMarch,Mukuni-March,Africa,-17.905369,25.937401,lenj1248,NA,sawkatokaleya,198,198,196,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Mukuni-March
sawkatokaleya-Mukuni,Mukuni,Africa,-17.905369,25.937401,lenj1248,NA,sawkatokaleya,198,198,194,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Mukuni
sawkatokaleya-Sekute2013,Sekute 2013,Africa,-17.653196,25.634457,seku1239,NA,sawkatokaleya,199,199,197,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Sekute 2013
sawkatokaleya-Sekute,Sekute,Africa,-17.653196,25.634457,seku1239,NA,sawkatokaleya,198,198,194,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Sekute
sawkatokaleya-Musukotwani,Musukotwani,Africa,-17.615317,25.883419,musu1242,NA,sawkatokaleya,203,203,196,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Musukotwani
sawkatokaleya-Ila,Ila,Africa,-15.61,26.46,ilaa1246,NA,sawkatokaleya,199,199,196,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Ila
sawkatokaleya-Lozi,Lozi,Africa,-17.71,24.74,lozi1239,NA,sawkatokaleya,198,198,196,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Lozi
sawkatokaleya-Chewa,Chewa,Africa,-14.8,32.81,nyan1308,NA,sawkatokaleya,201,201,195,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Chewa
sawkatokaleya-Nkoya1,Nkoya_1,Africa,-14.85,24.76,nkoy1244,NA,sawkatokaleya,189,189,187,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Nkoya_1
sawkatokaleya-Nkoya2,Nkoya_2,Africa,-14.85,24.76,nkoy1244,NA,sawkatokaleya,205,205,199,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Nkoya_2
seifartecheverriboran-Bora,Bora,South America,-2.000259,-72.257066,bora1263,NA,seifartecheverriboran,451,451,351,LexiCoreClicsCore,NA,Boran,Boran,NA,NA,NA,NA,Boran,Bora
seifartecheverriboran-Muinane,Muinane,South America,-0.8652,-72.4249,muin1242,NA,seifartecheverriboran,456,456,350,LexiCoreClicsCore,NA,Boran,Boran,NA,NA,NA,NA,Boran,Muinane
servamalagasy-SakalavaAmbanja,Sakalava,Africa,-13.67,48.33,saka1291,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sakalava
servamalagasy-SihanakaAmbatondrazaka,Sihanaka,Africa,-17.87,48.42,siha1244,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sihanaka
servamalagasy-AntankaranaAmbilobe,Antankarana,Africa,-13.2,49.05,anta1255,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Antankarana
servamalagasy-MahafalyAmpanihy,Mahafaly,Africa,-24.68,44.73,maha1309,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Mahafaly
servamalagasy-MikeaAmpoakafo,Mikea,Africa,-22.67,43.75,mike1243,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Mikea
servamalagasy-BetsimisarakaAntalaha,Betsimisaraka,Africa,-14.88,50.27,nort2890,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Betsimisaraka
servamalagasy-MerinaAntananarivo,Merina,Africa,-18.9,47.52,meri1243,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Merina
servamalagasy-BaraBetroka,Bara,Africa,-23.28,46.08,bara1369,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Bara
servamalagasy-ZafisoroFarafangana,Zafisoro,Africa,-22.8,47.82,zafi1234,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Zafisoro
servamalagasy-BetsileoFianarantsoa,Betsileo,Africa,-21.43,47.08,bets1235,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Betsileo
servamalagasy-BetsimisarakaMahanoro,Betsimisaraka,Africa,-19.88,48.8,nort2890,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Betsimisaraka
servamalagasy-SakalavaMaintirano,Sakalava,Africa,-18.07,44.02,saka1291,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sakalava
servamalagasy-SakalavaMahajanga,Sakalava,Africa,-15.72,46.32,saka1291,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sakalava
servamalagasy-AntaimoroManakara,Antaimoro,Africa,-22.1,48,anta1259,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Antaimoro
servamalagasy-AntambohoakaMananjary,Antambohoaka,Africa,-21.22,48.33,anta1260,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Antambohoaka
servamalagasy-TsimihetyMandritsara,Tsimihety,Africa,-15.83,48.82,tsim1257,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Tsimihety
servamalagasy-MasikoroMiary,Masikoro,Africa,-23.3,43.72,masi1268,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Masikoro
servamalagasy-SakalavaMorondava,Sakalava,Africa,-20.28,44.32,saka1291,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sakalava
servamalagasy-AntanosyTolagnaro,Antanosy,Africa,-25.03,46.98,tano1246,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Antanosy
servamalagasy-VezoToliara,Vezo,Africa,-23.34,43.67,vezo1235,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Vezo
servamalagasy-AntaisakaVangaindrano,Antaisaka,Africa,-23.32,47.6,anta1261,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Antaisaka
servamalagasy-AntankaranaVohemar,Antankarana,Africa,-13.37,50,anta1255,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Antankarana
servamalagasy-BetsileoAmbositra,Betsileo,Africa,-20.52,47.25,bets1235,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Betsileo
servamalagasy-BetsileoAmbalavao,Betsileo,Africa,-21.83,46.92,bets1235,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Betsileo
servamalagasy-AntanalanaItampolo,Antanalana,Africa,-24.68,43.95,anta1262,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Antanalana
servamalagasy-VezoMorombe,Vezo,Africa,-21.74,43.36,vezo1235,NA,servamalagasy,207,207,207,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Vezo
