word,group,fit,lwr,upr,word_caps,nLangs,nRegions,cardinal,topCardinal,fitProp_fit,fitProp_lwr,fitProp_upr,obs,obs_OR,myvar
oBS_fs,unrounded,0.000263766711629,-0.24990873569034,0.239858561212223,OBS_FS,157,6,ᶌᶖɑãeɨi,i,0.684323825095354,0.643567771951717,0.719298570846496,0.754737570786857,0.121810249140284,roundedness
oBS_ms,unrounded,0.010469677060443,-0.22298842575509,0.251306096718224,OBS_MS,153,6,ᶌᶖãɑei,i,0.685387042975683,0.64903802836712,0.721086780277944,0.757787648191785,0.145682592010041,roundedness
old_an,unrounded,0.066673326806292,-0.153852202080779,0.279847740727981,OLD_AN,201,6,ɯĩɨɑãeaẽə,a,0.693733337628916,0.660338602649861,0.725391922180963,0.7590700152207,0.155780414843179,roundedness
old_inan,unrounded,0.059039211440824,-0.154444359416293,0.274785602906899,OLD_INAN,202,6,ɯĩɨɑãeẽəa,a,0.69252990969472,0.659620074000366,0.723681396708981,0.755348423396738,0.126575103215579,roundedness
old_man,unrounded,0.014270358965752,-0.220677010248723,0.24754932067639,OLD_MAN,166,6,ẽɯəãɨai,a,0.685793464146979,0.649345926863232,0.721052712995851,0.745157438816947,0.048100438291194,roundedness
old_woman,unrounded,-0.030016222846794,-0.286105204287905,0.216274666311364,OLD_WOMAN,144,6,ɤᶖᶌãɨⱳĩᶕeɑ,ɤ,0.679505200462705,0.638423312200863,0.716874790835615,0.74035964388683,0.011873023666097,roundedness
one,unrounded,0.093244453724819,-0.097638388491909,0.300956082513492,ONE,223,6,ⱳᶌeᶖi,i,0.697891154993464,0.667340469934935,0.727133373160846,0.75764714652328,0.144578445914621,roundedness
other,unrounded,0.166869686592215,-0.066750986115823,0.39975637082971,OTHER,146,6,ɑɨaeã,a,0.708397253363278,0.673191506917396,0.741312255620703,0.774603247492745,0.281152226280421,roundedness
outside,unrounded,0.164367212290129,-0.056726110516979,0.391348243122326,OUTSIDE,182,6,ⱳaeɑ,a,0.707848346888017,0.675340088696745,0.739594022509772,0.774576866571426,0.280934244843567,roundedness
oZ_fs,unrounded,0.1893117765973,-0.015976067894755,0.386337150192073,OZ_FS,218,6,ᶕẽɤɑãaeᶌi,a,0.711606195130275,0.679900212839251,0.739657828711578,0.788452389722904,0.398202658647312,roundedness
oZ_ms,unrounded,0.18220452438235,-0.022132329974585,0.389417013980218,OZ_MS,217,6,ᶕɤẽɑãeaᶌ,a,0.710485567563467,0.679882970405198,0.739848204495431,0.786705263030171,0.383136273401189,roundedness
oZD_fs,unrounded,0.081738658763892,-0.14974077846381,0.320223715853302,OZD_FS,156,6,ᶌᶖeãɨɑia,a,0.696295994889559,0.659445225131653,0.731080926259175,0.778700612971041,0.315230712775582,roundedness
oZD_ms,unrounded,0.078104757924965,-0.15955508843466,0.327692849981963,OZD_MS,165,6,ᶌᶖeãaiɑ,a,0.695569513447833,0.658689861224394,0.730307489040533,0.776598211108238,0.297689051667927,roundedness
oZS_fs,unrounded,0.008515959774461,-0.231986785709894,0.249291579384669,OZS_FS,163,6,ᶌᶖãɑeɨi,i,0.684928629114679,0.646817844148113,0.719926641907965,0.752789773604456,0.106670010860565,roundedness
oZS_ms,unrounded,0.059187719347522,-0.167734268040793,0.286667143948168,OZS_MS,173,6,ᶌᶖɑãaĩe,a,0.692887330123086,0.656733038695238,0.726136262334122,0.770333977374421,0.246108029530289,roundedness
part,unrounded,0.175467654902042,-0.098935017281738,0.455531899581095,PART,93,6,ɑeəi,i,0.709284704250939,0.668653467149063,0.748429895559223,0.779036027633207,0.318040294336771,roundedness
path,unrounded,-0.018827439938751,-0.239535633563079,0.197476664511691,PATH,188,6,ᶌⱳĩẽɨeəᶕa,ᶌ,0.680907302079535,0.646166905455978,0.713588912992182,0.724016102351871,-0.108400905452794,roundedness
penis,unrounded,-0.20009628647228,-0.43154181271772,0.024887626696401,PENIS,156,6,ɑãẽᶖᶌaⱳɯᶕə,ᶖ,0.652981203050951,0.614720935018521,0.688544038996974,0.671302928422116,-0.469633261430017,roundedness
person,unrounded,0.078381404942485,-0.146253613683365,0.300496676956522,PERSON,170,6,ẽieɨə,i,0.695487692802196,0.660619346123034,0.728343779831154,0.75621007233005,0.133309949971839,roundedness
pointy,unrounded,-0.189856986837117,-0.477262013428912,0.097305725238025,POINTY,91,6,ĩẽɑᶖᶌɯəaⱳᶕe,ĩ,0.654421134938631,0.607665436830501,0.699804746983473,0.671291570704744,-0.469707520138301,roundedness
quick,unrounded,0.084290109782724,-0.136791570583013,0.30617091306041,QUICK,183,6,ᶖĩɑeɨãa,a,0.69631702772527,0.661512618736832,0.728412141731961,0.752482330576941,0.104287593695791,roundedness
quiet,unrounded,0.011683725042235,-0.223128806872629,0.251899551846296,QUIET,145,6,ĩəɯai,a,0.685616662717319,0.647953175968272,0.721054505637006,0.747667761436393,0.067234192754341,roundedness
rain,unrounded,-0.111897443584019,-0.314855201986304,0.089147752622833,RAIN,199,6,ɤɯãɨⱳẽaeᶕi,ⱳ,0.666572391564405,0.634429501207742,0.698039516675548,0.692593154117297,-0.327979760565207,roundedness
raw,unrounded,0.138432903817676,-0.099175481882845,0.375136880595951,RAW,159,6,ẽĩɤiɯa,a,0.704275790850703,0.66894228790043,0.737188505905324,0.777514269706202,0.305317751152352,roundedness
red,unrounded,0.062388270899501,-0.144833178723522,0.277515665460495,RED,204,6,ᶖẽɯɨɤea,a,0.693332290772013,0.660454160870213,0.724929746837496,0.754497572866226,0.119940378031629,roundedness
right,unrounded,0.132294273291474,-0.096648050912867,0.36474755953077,RIGHT,172,6,ᶖᶌẽaĩiãeɑ,a,0.703596932087026,0.6684814308814,0.735805569434948,0.785482292348845,0.372643416339344,roundedness
ripe,unrounded,-0.034519631612576,-0.263117858991727,0.193099805377322,RIPE,169,6,ᶖᶌãɨⱳeaᶕ,ᶖ,0.678922077542544,0.642403922845972,0.71327526600941,0.715118992256038,-0.172014719149798,roundedness
river,unrounded,-0.009850601555781,-0.218842217458407,0.205926664305491,RIVER,193,6,ĩᶖᶌɑɤⱳãəᶕei,ĩ,0.68240623691235,0.649361396264139,0.71417675918185,0.729056556490543,-0.071799594399734,roundedness
root,unrounded,0.174069134757076,-0.051933206523847,0.410980813682009,ROOT,183,6,ĩᶖiᶌəɯe,i,0.709493340848304,0.675226892395022,0.741865820675642,0.784622945867124,0.365296376731098,roundedness
rope,unrounded,-0.177895389293655,-0.4182588251021,0.052266567801179,ROPE,170,6,ẽãᶌⱳeɯaᶕəi,ᶌ,0.656648319812807,0.618196393971965,0.692587426579106,0.678108752791447,-0.424895275525872,roundedness
rotten,unrounded,-0.489056142817346,-0.711494973503284,-0.256205509853191,ROTTEN,161,6,ᶖẽɨeaɑĩəɤᶕi,ᶖ,0.606275689955432,0.568915223746367,0.643951796719966,0.600986399781973,-0.90894417167632,roundedness
rough,unrounded,-0.036125734338148,-0.290453005170855,0.232182263572928,ROUGH,124,6,ĩẽɑᶖᶌⱳieᶕ,ĩ,0.678419011475623,0.637891004764964,0.717907314361366,0.718182377964181,-0.150250166124985,roundedness
round,unrounded,-0.680812071684424,-0.936174980068883,-0.432762847933678,ROUND,140,6,ɤɑᶖᶌãaĩⱳeɨəiẽᶕ,ɤ,0.574378264818288,0.529582021241841,0.616817751318383,0.548188227743182,-1.22088910883427,roundedness
run,unrounded,0.058036784485343,-0.158757210429965,0.273292450041592,RUN,209,6,ɨai,a,0.692399623156071,0.659546769326204,0.723895434042731,0.746141400542295,0.055585333891366,roundedness
S_fs,unrounded,-0.001116794453418,-0.212990835045802,0.215157492114207,S_FS,211,6,ẽᶌɨⱳəãᶕie,ᶌ,0.683571203809367,0.649991653281025,0.715850856099359,0.737751899022311,-0.007635190647586,roundedness
S_ms,unrounded,0.006220782219246,-0.209712009725795,0.228083338745245,S_MS,211,6,ɯᶖɤaɑĩ,a,0.684969401357303,0.65172261438827,0.717139436264864,0.740361033732291,0.011883454688377,roundedness
sad,unrounded,-0.078705819419938,-0.330899903844295,0.156549110551108,SAD,154,6,ɤᶖⱳɑẽãɯaəi,ɤ,0.672141372035642,0.631934241813705,0.707975967574187,0.736979657056131,-0.013388184185132,roundedness
salty,unrounded,0.007040669047501,-0.202267776744434,0.225811719394626,SALTY,188,6,ẽɯɤɑia,a,0.685034964915765,0.651667584859037,0.717006425602493,0.74354261311053,0.035857706060061,roundedness
same,unrounded,0.127324527277298,-0.13972659787459,0.392166998455276,SAME,114,6,ɯeɤaẽi,a,0.702536572073374,0.662440128473263,0.740096906489312,0.776379502328676,0.295870999352938,roundedness
sand,unrounded,0.141293202720402,-0.069296705780027,0.36229747410345,SAND,203,6,ᶖᶕĩẽaɯiã,a,0.704521107638462,0.67221282023045,0.735832988542571,0.781391757930347,0.337859648875262,roundedness
say,unrounded,0.33277237218902,0.130234152793529,0.538879996381261,SAY,208,6,ĩeɑẽiɯaã,a,0.731311791892152,0.701902810979335,0.759395282666628,0.829165055853206,0.779217615809696,roundedness
SD_fs,unrounded,0.007939463068232,-0.221793010178877,0.241690358187444,SD_FS,175,6,ɑɤeᶌẽᶖĩai,a,0.684988167099118,0.649346905199977,0.719658785869306,0.749835638664192,0.083859526134274,roundedness
SD_ms,unrounded,-0.006614281770353,-0.239628969902861,0.223754613969318,SD_MS,174,6,ɨɯⱳəãᶕai,ⱳ,0.682846658843008,0.646006618381275,0.716408178103589,0.736762517071121,-0.015003860184584,roundedness
sea,unrounded,0.03237635039676,-0.203790865281956,0.268136820854517,SEA,178,6,ɯãɑɨaẽə,a,0.688738139314968,0.652472952757079,0.723102286074666,0.748810052814045,0.075982481605182,roundedness
see,unrounded,0.146225876538892,-0.067615467811865,0.362410002173924,SEE,204,6,eĩãəᶖi,e,0.705273120714398,0.672494093151447,0.735462412191254,0.770340684534868,0.246162723806845,roundedness
seed,unrounded,-0.132659013327578,-0.360461799926375,0.101926752068032,SEED,159,6,ɤãⱳaᶕeəɑɯ,ɤ,0.663699468964356,0.626624000452851,0.698805888180915,0.690711490599049,-0.340708605540929,roundedness
semen,unrounded,-0.046658918883446,-0.345926344215261,0.259036131505994,SEMEN,76,6,ɯĩəɤɨᶖᶌaⱳᶕ,ɯ,0.676537721726273,0.628374262250565,0.72234942309119,0.713198883930361,-0.185584786969166,roundedness
seven,unrounded,-0.20059093526436,-0.429802624801527,0.028909315499132,SEVEN,175,6,ᶖᶌɯⱳẽɤãəɨeaᶕ,ᶖ,0.652860690317812,0.615203367488953,0.688993212513825,0.707864905155185,-0.223000226230928,roundedness
shadow,unrounded,-0.021118708215487,-0.252169433070427,0.203660516405897,SHADOW,189,6,ĩᶌəeⱳᶕaãẽɑ,ᶌ,0.680709884016712,0.643830031978789,0.714107241702484,0.731893127566006,-0.051013795946073,roundedness
shallow,unrounded,0.117370945001252,-0.137407139665721,0.388556508360033,SHALLOW,124,6,ɯᶖɤĩeãɨa,a,0.701150715377376,0.66146232756254,0.738969560558244,0.783522772636545,0.355921345794374,roundedness
sharp,unrounded,0.175117536478376,-0.049460739024894,0.400792122704226,SHARP,174,6,ɨɑəãei,i,0.709315029465377,0.675543996130273,0.741440126344405,0.788194425184718,0.395972389211635,roundedness
short,unrounded,-0.55721213639597,-0.776290446888439,-0.330851232682154,SHORT,172,6,ᶌɨẽãaɤieɑᶕ,ᶌ,0.595192087274793,0.556359982050877,0.633067719401591,0.592960365872616,-0.957072196369,roundedness
sit,unrounded,-0.008647317976995,-0.217599684574026,0.203477213902455,SIT,195,6,ẽɤᶖⱳeĩᶕiɑ,ẽ,0.682648903123208,0.650261091904906,0.713781685165383,0.733427096731885,-0.039715166262319,roundedness
six,unrounded,0.035587486617419,-0.173435155608774,0.260289888462549,SIX,193,6,əaeᶌɯ,a,0.689500895307615,0.656603755088514,0.721445086432679,0.769299949627396,0.237689300772714,roundedness
skin,unrounded,0.092050702025993,-0.119767815158173,0.297386035918903,SKIN,201,6,ɤɨəiĩ,i,0.697667403843909,0.665710144133553,0.727436263037481,0.752531219043395,0.104666304089986,roundedness
sky,unrounded,-0.072583443124413,-0.291403390024166,0.134723523392168,SKY,192,6,ĩɑᶌⱳieᶕ,ĩ,0.672387937743417,0.637671262471042,0.704793329526227,0.710746683256863,-0.202836634774482,roundedness
sleep,unrounded,-0.087269220426745,-0.294268040958725,0.125870937445479,SLEEP,198,6,ɤɯᶌẽⱳeɑaəᶕ,ɤ,0.670662336778053,0.637271567231956,0.702529595302291,0.698472065872257,-0.287927837629809,roundedness
slow,unrounded,0.16850960443949,-0.071117956582894,0.408807850768448,SLOW,175,6,eaã,a,0.708660398272487,0.671963686490545,0.742009223639248,0.780528934069377,0.330582765636616,roundedness
small,unrounded,0.188652182134324,-0.00946559247568,0.395277912909589,SMALL,217,6,ĩᶌiəɯã,i,0.711421501654371,0.682334862178103,0.741579996234606,0.785656466727562,0.374135136911415,roundedness
smell,unrounded,-0.21113471506844,-0.429016773099369,0.000749790070328,SMELL,175,6,ᶖəeⱳɑãaᶕi,ᶖ,0.651221611990749,0.615349926247814,0.68500443887057,0.678687330839938,-0.421069378215621,roundedness
smoke,unrounded,-0.558931339609915,-0.787703328865799,-0.338131949720327,SMOKE,176,6,ᶖᶌaeãⱳəiᶕɑ,ᶖ,0.594800338746081,0.556185800599177,0.632187261312508,0.588027317659054,-0.986504091321441,roundedness
smooth,unrounded,0.019197280923247,-0.208321375261839,0.249722409210404,SMOOTH,154,6,ᶖɤiãe,i,0.686729650368403,0.650738393586377,0.720406386214978,0.736465879157864,-0.017209673662531,roundedness
sneeze,unrounded,0.385411139974246,0.163472699887037,0.596998177124543,SNEEZE,185,6,ĩiã,i,0.7383832191762,0.706087347223512,0.766820871746443,0.858817577338922,1.10495264196933,roundedness
snore,unrounded,-0.632963889412595,-0.89249510930647,-0.375046982530576,SNORE,140,6,ẽɤiᶌeĩɯⱳɑəɨa,ẽ,0.582310238249127,0.537757120288591,0.624934207721776,0.558843213902025,-1.15868648652188,roundedness
soft,unrounded,-0.146418554030608,-0.364267130666134,0.063916443212002,SOFT,172,6,ᶖᶌĩⱳiɑɤᶕea,ᶖ,0.661830042148275,0.625379890298206,0.69365992716258,0.689225461534843,-0.350730904757281,roundedness
some,unrounded,0.141142152778126,-0.105620177904929,0.389602612808673,SOME,153,6,ⱳɤɯĩɑᶌa,a,0.704633643531469,0.667461778301409,0.739328365319943,0.779036251228681,0.318042168289766,roundedness
sour,unrounded,0.137628999744314,-0.092098230281246,0.369035237518001,SOUR,158,6,ɯəiãaɨ,a,0.704121933940807,0.66870629074184,0.73713983312235,0.768565282689981,0.231723916935432,roundedness
spit,unrounded,-0.500006864074169,-0.719195207512744,-0.276077276113906,SPIT,178,6,ẽɤĩᶖᶌɑⱳiaeəᶕ,ẽ,0.605009168384167,0.566967469971398,0.641798237859029,0.608550529273207,-0.863287628923612,roundedness
SS_fs,unrounded,0.013960929663037,-0.213492643757164,0.244160340151076,SS_FS,183,6,ⱳɑĩᶌãɤa,a,0.685916457476019,0.649541169579869,0.720637404275511,0.743690993222934,0.0369805295531,roundedness
SS_ms,unrounded,-0.025295470805096,-0.241603701725323,0.19410894547925,SS_MS,183,6,ɯɨᶖəᶕia,ᶖ,0.68031089792763,0.645087891135218,0.712017604279372,0.728833260146374,-0.073430030918117,roundedness
stand,unrounded,0.156386570668976,-0.04591223377082,0.367961559742183,STAND,197,6,ɨⱳiĩẽe,i,0.706942997783678,0.676215837986731,0.736893815641719,0.778067646470885,0.309936996398841,roundedness
star,unrounded,-0.178592040187069,-0.398275031073392,0.044331957642126,STAR,194,6,ᶌəɑɨẽⱳeaᶕ,ᶌ,0.656441388577661,0.619579716443177,0.690391104188217,0.682820312385508,-0.393633001013045,roundedness
stone,unrounded,0.066872685272477,-0.134961679242482,0.274520160126962,STONE,213,6,ᶖᶌɤaɨɑ,a,0.693641496391367,0.662110949362055,0.724005962228394,0.748873892382599,0.076472178378018,roundedness
straight,unrounded,-0.138040573144095,-0.369623750026533,0.094724050712272,STRAIGHT,165,6,ᶌĩẽⱳəaeᶕ,ᶌ,0.662848937663881,0.624995691160317,0.698167443457935,0.687956830199251,-0.35926618990439,roundedness
strong,unrounded,0.041410993456044,-0.164439010399264,0.24890150720568,STRONG,194,6,ᶖɨĩiãə,i,0.689895967049402,0.65792114067258,0.720727506794739,0.749424502510131,0.08069920571307,roundedness
suck,unrounded,-0.747579041457483,-0.978281727865242,-0.506129429088003,SUCK,135,6,ẽɤãaᶖᶌeɑĩⱳiᶕ,ẽ,0.562929536621535,0.522474203240473,0.603840235851527,0.527288594037861,-1.34220548008481,roundedness
sun,unrounded,0.052552009726434,-0.166033143811905,0.250028666852037,SUN,207,6,ãɑiə,i,0.691645560198225,0.658060193985722,0.720920682244532,0.74328948112359,0.033943184896834,roundedness
sweat,unrounded,-0.001043750779151,-0.231731483176412,0.223058592111192,SWEAT,183,6,ĩᶖᶌəⱳẽᶕaɤ,ĩ,0.683396826331188,0.648004919222417,0.717211438301428,0.738274626444975,-0.003734814774523,roundedness
sweet,unrounded,-0.006760320664584,-0.240507260191856,0.22099628140608,SWEET,168,6,ᶖᶌĩɑⱳəɤɯɨᶕae,ᶖ,0.682513998726276,0.647286587826966,0.71653231476586,0.7368145457636,-0.014616807765248,roundedness
swim,unrounded,-0.11585972492291,-0.33871226968214,0.106853976473563,SWIM,187,6,ᶖẽɯⱳiɤaᶕãe,ᶖ,0.666212606237909,0.630302112105715,0.700065796049656,0.700358844573317,-0.274980075591169,roundedness
tail,unrounded,-0.1713082283887,-0.388334376711788,0.037374312615264,TAIL,179,6,ᶖᶌãɤɑaⱳᶕe,ᶖ,0.657234266239471,0.623048283323358,0.690444758974481,0.68453266519408,-0.38220983552374,roundedness
take,unrounded,0.095805711032506,-0.126587303699559,0.320660597997854,TAKE,191,6,ɤẽɯɑãeaɨ,a,0.697573987844525,0.663745276599947,0.730245876765148,0.75563408332836,0.128806105758519,roundedness
taste,unrounded,0.180881652724362,-0.050096754542828,0.42433861372602,TASTE,153,6,ãẽeaᶌə,a,0.710289470023312,0.675401123503094,0.744340975010884,0.806946551341761,0.563634198243067,roundedness
ten,unrounded,-0.214805469393054,-0.450193521177347,0.01854150294411,TEN,186,6,ẽãɤᶖᶌĩⱳaᶕiɯɨ,ẽ,0.650562217254184,0.611882945498554,0.686374426602496,0.690609301412661,-0.341398653705068,roundedness
testicle,unrounded,-0.275443153517868,-0.521357608893761,-0.025626831913117,TESTICLE,149,6,ĩẽᶖiⱳɯaɤᶕəeɑ,ᶖ,0.64139771975281,0.60033373040476,0.680560147340622,0.651694600594729,-0.595995389710965,roundedness
that,unrounded,0.219457202892079,0.008315563163434,0.428396487359346,THAT,195,6,eɯᶌᶖ,e,0.715679293846351,0.683375116173374,0.744843351420565,0.786292861282044,0.379593061315397,roundedness
that_yonder,unrounded,0.129624845912957,-0.078337464061923,0.348124769303511,THAT_YONDER,189,6,ẽeᶌᶖĩa,a,0.702579194303333,0.671009118955416,0.734524139499422,0.762770968351363,0.185130765507234,roundedness
then,unrounded,0.223106040918422,-0.017331828883645,0.459333325873652,THEN,141,6,ᶌeᶖaɑ,a,0.71601620453475,0.68050303278325,0.749372887219785,0.78755041116025,0.390413127832738,roundedness
there,unrounded,0.004170920556812,-0.219865499156701,0.232504716179654,THERE,177,6,eᶖẽi,i,0.684378040317953,0.650003676971325,0.717959417443372,0.727800969972069,-0.080956546010348,roundedness
there_yonder,unrounded,0.045746607571064,-0.17873686228106,0.268119260063856,THERE_YONDER,185,6,ĩeᶖẽi,i,0.690509518777969,0.654617332384413,0.72280613967341,0.736523499464317,-0.016781331216841,roundedness
thick,unrounded,-0.305911419488848,-0.531344454355054,-0.077009052534603,THICK,156,6,ẽɑᶖⱳaiᶕeɤ,ẽ,0.63641185354157,0.597704154190664,0.672869791548251,0.642508111863871,-0.654034431191674,roundedness
thin,unrounded,0.314773434397138,0.095473170671687,0.539113887545687,THIN,191,6,ᶌẽɨɤaeɑi,a,0.729193032138955,0.696761055149871,0.758508217336673,0.825866527464551,0.745876495590754,roundedness
think,unrounded,0.027664818404736,-0.191855486368966,0.252753761469161,THINK,198,6,ẽĩãɤeəᶖa,a,0.688080726122876,0.653663821173448,0.720546254740691,0.747380548984749,0.065038696125618,roundedness
this,unrounded,0.401385989668799,0.189417224452981,0.620919639080318,THIS,201,6,ⱳᶖeəiᶌẽ,i,0.740895761654139,0.71104853081467,0.769279634888114,0.843832754244597,0.934026597395765,roundedness
three,unrounded,0.033271098950404,-0.174794856958293,0.248242802384641,THREE,224,6,ɯᶌəẽi,i,0.688848245094248,0.65691247538783,0.72086004338297,0.750352551353148,0.087837844987284,roundedness
throat,unrounded,-0.644344703291443,-0.879659294823169,-0.407645768659931,THROAT,161,6,ɯᶌeĩaɑⱳiᶕ,ᶌ,0.580177481699014,0.539674191583568,0.621302793755297,0.555888423153693,-1.1759654361659,roundedness
thunder,unrounded,-0.183055296046501,-0.416988444058433,0.054670346925045,THUNDER,177,6,ẽɨɯᶖĩⱳeɑaᶕ,ẽ,0.655712356384802,0.6177396140506,0.691642620319645,0.678181467441712,-0.424414642384384,roundedness
tie,unrounded,0.0062214801072,-0.202353967090007,0.229850394607592,TIE,197,6,ⱳĩᶕɨãẽɤᶖi,i,0.684969955136745,0.65240341461478,0.718182425008167,0.730512038063527,-0.061151375804687,roundedness
toe,unrounded,-0.157205922531593,-0.40060294445455,0.066076016608839,TOE,146,6,ɑᶖᶌɯⱳĩaeᶕ,ᶖ,0.659725930050402,0.620158304714835,0.694720717839894,0.696400223800136,-0.302092654717711,roundedness
tongue,unrounded,0.282121625529575,0.079919850407978,0.481949279660352,TONGUE,216,6,ẽeɨə,e,0.724585451113997,0.693986073443352,0.752020139268259,0.817045885041511,0.659096643090536,roundedness
tooth,unrounded,0.081643626924918,-0.12527337982556,0.292704921947279,TOOTH,203,6,əiãɨɤɯ,i,0.695761173894732,0.663729706280077,0.726722362917373,0.747628123262854,0.066931093978956,roundedness
touch,unrounded,0.178311713444349,-0.047884778289102,0.404900870401256,TOUCH,174,6,ẽəãaeɑɯ,a,0.710008089192277,0.675965193351384,0.741480243734868,0.786502670238845,0.381395043651068,roundedness
tree,unrounded,-0.126676330100988,-0.334074537835249,0.094736793026169,TREE,188,6,ẽɤɑĩᶌⱳeəaᶕɨã,ẽ,0.664627332188469,0.630832912874887,0.698538357026993,0.693361481358659,-0.322769835701963,roundedness
turn,unrounded,0.04347992054286,-0.172934325794013,0.266600374551312,TURN,197,6,ɯᶌieẽ,i,0.690542398817957,0.656398315047114,0.722858773053828,0.755004967842094,0.123895047612558,roundedness
twelve,unrounded,-0.248070328921573,-0.493011072857986,0.00148225687575,TWELVE,168,6,ãẽᶖĩⱳaᶕɑe,ᶖ,0.645615459886595,0.605697817525403,0.685019960581163,0.72099091774614,-0.130169593159561,roundedness
twenty,unrounded,-0.144688078802831,-0.380288694961582,0.086174694233134,TWENTY,176,6,ẽãᶖɤɯⱳəɑaĩᶕɨ,ẽ,0.661772060542312,0.623305851439758,0.696904199371421,0.731016545439206,-0.057451968246826,roundedness
two,unrounded,0.101661227639458,-0.111770166715469,0.310529469211545,TWO,219,6,ᶖeɨiɑ,i,0.698857106743568,0.666748063302519,0.728973089273785,0.756346659062827,0.134379022834964,roundedness
ugly,unrounded,0.108218094524235,-0.156025252384518,0.369801163216048,UGLY,136,6,ẽĩᶌãɨɯaei,a,0.699685944553907,0.660181944291481,0.737416790024502,0.791710386106095,0.426543280570276,roundedness
urinate,unrounded,-0.061727621984505,-0.279887481866186,0.159611032623145,URINATE,184,6,ĩɑᶌⱳəaɨãᶕᶖe,ĩ,0.67446126241239,0.639823049024742,0.70792943153034,0.71388835525339,-0.180718341306067,roundedness
vomit,unrounded,-0.095826772555414,-0.307301069855408,0.131014529443548,VOMIT,183,6,ᶖᶌⱳiaᶕɑĩãɨ,ᶖ,0.669383701301969,0.634435095801022,0.703957312159681,0.705656066507761,-0.238376295769675,roundedness
vulva,unrounded,-0.162480278452569,-0.422220208062039,0.097011019956314,VULVA,117,6,ɑɯĩẽɤᶖᶌɨⱳaᶕ,ɑ,0.659189279084485,0.617029830244598,0.699461850514521,0.679046126794031,-0.418694986970119,roundedness
want,unrounded,0.033642665412553,-0.185701520096453,0.25958548844903,WANT,183,6,ĩẽⱳᶖaᶌɤɑɯ,a,0.688686850913331,0.655432189607311,0.722401447953662,0.745558802724222,0.051151268979781,roundedness
water,unrounded,0.00583160866252,-0.199392913780216,0.209205918144656,WATER,195,6,ɯẽɨãia,a,0.684220865216206,0.652409943536085,0.715835249607723,0.724827422931914,-0.102537757350525,roundedness
weak,unrounded,0.065747223402149,-0.165849267831767,0.298821507693723,WEAK,165,6,ɤɯɨəᶖeĩ,e,0.693686134889968,0.657317407511897,0.728046830337496,0.769159984367525,0.236551780363685,roundedness
wet,unrounded,0.061424034581072,-0.160071038639102,0.285299808721157,WET,181,6,ɯᶌɨɑəi,i,0.693115718454291,0.658417870716502,0.72559692567318,0.749337084001931,0.080027682508368,roundedness
what,unrounded,0.355182064181771,0.149684248395856,0.564302546769041,WHAT,216,6,ẽᶖᶕĩɑeaãɯ,a,0.734238554694481,0.704858568634379,0.762298743174945,0.832450778097485,0.81294138895907,roundedness
when,unrounded,0.206710341385516,-0.026376232319834,0.429243618053962,WHEN,199,6,ᶌɯᶖəɑãẽea,a,0.71382641304571,0.680491888569671,0.744201390884962,0.792517398700137,0.433613651411551,roundedness
where,unrounded,0.329186470982119,0.12272760842495,0.540811312741647,WHERE,218,6,ɤᶖɑaeəã,a,0.730879020778821,0.700428248642467,0.758562833215006,0.824102402287623,0.728249242955965,roundedness
white,unrounded,-0.064983727287063,-0.28395331026704,0.146531318175478,WHITE,203,6,ɯᶖᶌⱳiĩɑãᶕe,ᶖ,0.673815663043544,0.638295940821577,0.705798570696437,0.712857094926955,-0.187994617737778,roundedness
who,unrounded,0.337573938346027,0.120736128751225,0.543833515340498,WHO,214,6,ĩɤãaeiə,a,0.731896643516999,0.701612823510582,0.760355268667385,0.825956319121414,0.746777458235304,roundedness
why,unrounded,0.254735854812684,0.02614336648383,0.480554260203544,WHY,198,6,ᶖɑeaĩᶌɤ,a,0.720743452720053,0.686502006783678,0.752266750481714,0.82352495767273,0.722509611409861,roundedness
wide,unrounded,0.11501930740948,-0.126131248142823,0.359183038722726,WIDE,167,6,ɤea,a,0.700992167834466,0.664452343293359,0.735596278420767,0.768664656194857,0.232530039456479,roundedness
wind,unrounded,-0.13777270737237,-0.354518967558062,0.075808206895158,WIND,194,6,ẽᶖᶌəɤⱳeaᶕã,ẽ,0.663053021620062,0.627188235293703,0.695666488527161,0.693565141104222,-0.321387626445496,roundedness
wing,unrounded,0.239763135558707,0.021922196698797,0.45224093613197,WING,201,6,ⱳᶌɯaɨᶖẽeĩɑ,a,0.718713807169833,0.686095394042937,0.747510367627286,0.801040070094553,0.509557913296658,roundedness
woman,unrounded,0.123725668487597,-0.089853590793711,0.336223229724609,WOMAN,215,6,ⱳɨĩɯeɑiã,i,0.701994024420103,0.670134145147118,0.73210439457409,0.775587366577386,0.289296814242626,roundedness
word,unrounded,-0.102882306636498,-0.352301654753606,0.144284966267358,WORD,140,6,ɯᶖəⱳeaɤᶕ,ɯ,0.668114262956401,0.628206376863481,0.705697213328979,0.703961313146066,-0.250128169783524,roundedness
wrong,unrounded,0.221841271196242,-0.04610810517456,0.490092387044728,WRONG,120,6,ᶖɯeãɑɤaĩiɨ,a,0.715999789793316,0.676287171259799,0.752665310114306,0.815354415884784,0.642829947846801,roundedness
yawn,unrounded,0.218951648314609,-0.031920701994391,0.449015840942595,YAWN,163,6,aɤɑã,a,0.715411360174771,0.679318698379092,0.747684242129641,0.821860566848163,0.70604815102328,roundedness
