concept,category,mean,sd,lwr,upr,word_dim
ABOVE,continuant-unvoiced,-0.019536083180333282,0.126700595973143,-0.2729372751266193,0.23386510876595273,
ABOVE,continuant-voiced,0.04575001580558633,0.16166555462303922,-0.2775810934404921,0.3690811250516648,
ABOVE,lateral-voiced,3.922567643799207e-4,0.13028879484908215,-0.2601853329337844,0.26096984646254423,
ABOVE,nasal-voiced,-0.1407313921832395,0.2225330394329034,-0.5857974710490463,0.3043346866825673,
ABOVE,stop-unvoiced,-0.059233334157732256,0.31882924274202395,-0.6968918196417802,0.5784251513263157,
ABOVE,stop-voiced,0.06816866884777505,0.25745892738997656,-0.44674918593217805,0.5830865236277282,
ABOVE,vibrant-voiced,0.04143799288355237,0.15229741981015932,-0.26315684673676626,0.346032832503871,
AFTER,continuant-unvoiced,0.01918650579163854,0.1282480013685011,-0.23730949694536363,0.27568250852864074,
AFTER,continuant-voiced,-0.028246134916658353,0.16308332035504486,-0.35441277562674806,0.2979205057934314,
AFTER,lateral-voiced,0.015748539909120708,0.13085467116989202,-0.24596080243066334,0.2774578822489048,
AFTER,nasal-voiced,-0.012180224751612968,0.2232095910522634,-0.45859940685613976,0.43423895735291385,
AFTER,stop-unvoiced,-0.15609699689310413,0.31979130219907587,-0.7956796012912559,0.4834856075050476,
AFTER,stop-voiced,0.03756775200319922,0.25565694411437906,-0.4737461362255589,0.5488816402319573,
AFTER,vibrant-voiced,0.07191319827308239,0.15275107608141192,-0.23358895388974144,0.37741535043590624,
AIR,continuant-unvoiced,0.13751868488156255,0.12684816781486682,-0.1161776507481711,0.3912150205112962,
AIR,continuant-voiced,0.24953358273429346,0.1621632225881943,-0.07479286244209513,0.573860027910682,
AIR,lateral-voiced,0.04349395971119244,0.1311066628725994,-0.21871936603400635,0.30570728545639125,
AIR,nasal-voiced,-0.1764133353650067,0.2222335490358925,-0.6208804334367917,0.26805376270677833,
AIR,stop-unvoiced,-0.30840484915149546,0.3180924424404645,-0.9445897340324244,0.3277800357294335,
AIR,stop-voiced,-0.024331894234894555,0.2523049972226038,-0.5289418886801022,0.48027810021031303,
AIR,vibrant-voiced,0.07798661675989611,0.1521887668434519,-0.2263909169270077,0.3823641504467999,
ALL,continuant-unvoiced,-0.008053297676521902,0.12761804629830614,-0.2632893902731342,0.24718279492009038,
ALL,continuant-voiced,-0.034183893262097025,0.16159497479659277,-0.35737384285528256,0.2890060563310885,
ALL,lateral-voiced,-0.025808012094483794,0.12949595842088796,-0.2847999289362597,0.23318390474729211,
ALL,nasal-voiced,-0.021613153963421464,0.22414763512785216,-0.46990842421912576,0.42668211629228286,
