"word","b","c","ç","d","f","g","ɣ","h","ɦ","j","ɟ","k","l","ɬ","ʎ","m","ṃ","n","ṇ","ɲ","ŋ","p","r","ṛ","ɽ","s","t","v","x","z","ʔ","ἠ"
"bark",0.0352786013733052,0.00758783404065655,0.00976793984845842,0.0187765633780982,0.0178351747729691,0.0225715623768644,0.00768441757262175,0.0478722133479996,0.00221116989322326,0.0318831952368956,0.00293787182915722,0.119172414609831,0.04802105113244,0.00837944176372175,0.00760229610127872,0.0455554986497955,0.001,0.0517411596901743,0.001,0.00439127570102513,0.0185532688667971,0.0850884438550853,0.0691036429222,0.001,0.00463350967966979,0.0883444007346687,0.125445021499611,0.0576884317356964,0.0146616863360657,0.00600616889198948,0.0372057441597003,0.001
"beautiful",0.0443688515109769,0.00879411458208082,0.00402569158871013,0.0335775666108975,0.00564856632117292,0.0210346845036261,0.0048649035835386,0.0509337389478072,0.00282327714049812,0.0483179332671433,0.00232227112040978,0.0888979589110171,0.0446397948032029,0.00765259040152627,0.00286087950318525,0.0774406974919925,0.001,0.0793540633401394,0.001,0.00601006020088337,0.0221388216109376,0.0299741709924958,0.0753437370812019,0.001,0.0076901927642134,0.115323232670249,0.0987526469340913,0.0534313652289989,0.0087154927093604,0.0235559529249018,0.0275067432547412,0.001
"because",0.0588118691043271,0.00779504794092796,0.00234660739869953,0.0364804641374569,0.00606027617566503,0.0329162737918845,0.00708073015523146,0.0469345684908302,0.00222454477547972,0.0297948601773957,0.00489774234761561,0.137461016617073,0.0397332982297164,0.00462990058445773,0.001,0.0822642526807326,0.001,0.105180733478996,0.001,0.00304090795913286,0.0150822649180167,0.0419182453089731,0.0625314156962149,0.001,0.001,0.0620977775678558,0.0816121650942929,0.063511835225255,0.0190000244908955,0.00712272387739858,0.0334704537754756,0.001
"before",0.0345808949476933,0.00809539785676873,0.00260991492192919,0.0374468226667233,0.0141100352486516,0.0312188247618239,0.00349467023400009,0.0389509066972438,0.001,0.0455345054571708,0.00322924364037882,0.101799847114282,0.0556380713749805,0.0049987542645206,0.00738759360711202,0.0657937033733951,0.001,0.112189592446313,0.001,0.0150312000113249,0.0196683370846959,0.0440511742472502,0.0573745700089183,0.001,0.00498139890431902,0.0762719242366331,0.105593734516782,0.0565435795076514,0.0149080137597146,0.00825499355898133,0.0252422955507425,0.001
"behind",0.0580938448539628,0.00934049154622079,0.00892256692644861,0.03208735197707,0.0075016232192232,0.043708686479637,0.00210300003009057,0.049384796332198,0.00183584923954436,0.0377950082128158,0.00352394373731599,0.109877645522547,0.0441774039859978,0.00544639698826802,0.00434339695817745,0.0627138310122994,0.001,0.0921072079339765,0.001,0.00962564318598983,0.0125839075617609,0.0613795023019288,0.0729589545484289,0.001,0.001,0.0789590682239254,0.0901760236406823,0.0514494719582133,0.0120332099619856,0.00517924619772181,0.0276919274635701,0.001
"belly",0.0547685081813774,0.0120074314647541,0.00487642793509027,0.033374144366634,0.00939965267205702,0.0307953697125523,0.00240961015821464,0.0512797987559989,0.00205720761866098,0.0379000755551045,0.00899194830677628,0.111061993849267,0.0536407223218347,0.00381922031642929,0.00452402539553661,0.0589751006461653,0.001,0.0803956644150494,0.001,0.00205720761866098,0.0126569347181344,0.0580865049561893,0.0662954054226763,0.001,0.00686370761302254,0.0757427490995947,0.118166504225877,0.0390732997282272,0.00710831068559679,0.00663844063285858,0.0430340336276599,0.001
"below",0.035891052911013,0.00491376170218486,0.00489728287532679,0.0396894628251914,0.00172006060030012,0.0266864587323669,0.00531731822550186,0.0574522095779581,0.00210857073731325,0.0520698468383099,0.0116178484781279,0.10179576105125,0.0551483766473786,0.00562038885192578,0.00588888888888889,0.0664201899231839,0.001,0.112585030036128,0.00352021210105042,0.0107777777777778,0.012121890898338,0.0490624321342884,0.0712732562772483,0.001,0.00462878283836368,0.0531922120165633,0.108740409512865,0.0454682198853856,0.00856063630315127,0.00562038885192578,0.0342112725006937,0.001
"beside",0.0568051130853761,0.0130652812023013,0.00243462095417009,0.0417618749429246,0.016740266743202,0.0508107227810175,0.00536992681304059,0.045231020063825,0.00297819611322018,0.0591349544918877,0.00480502611335064,0.112008936375615,0.0576810953256885,0.00569607190847064,0.001,0.0362663213877256,0.001,0.100813609009805,0.001,0.00480502611335064,0.0164375345170226,0.0393511396130863,0.0714860506189613,0.001,0.001,0.057160933035889,0.101425335447996,0.0406575737414061,0.012958653499102,0.00589217643145082,0.0322225396701151,0.001
"between",0.0308144851438265,0.00705280729831628,0.00279820539101976,0.0298217661630835,0.0129263694832557,0.0516143029256802,0.0032477567387747,0.0384140436415886,0.001,0.0349515083946222,0.00774327021632411,0.0950706112442639,0.06481200704554,0.00501113517281182,0.001,0.0667974450070258,0.001,0.0943136935053103,0.001,0.00627416038793284,0.0200604017190844,0.042259675415364,0.075001837594652,0.001,0.001,0.0790263925174105,0.11692513642813,0.049902048327198,0.0238066629503755,0.0119684774594954,0.0223857998289136,0.001
"big",0.0618526128931625,0.0112959337203877,0.00363623237618815,0.0522604003611035,0.0029460498090955,0.0331598573254597,0.0029460498090955,0.0460586170082282,0.00182821908051118,0.0462435985566902,0.0115449295047526,0.102429018666875,0.04650745811282,0.00773170789422932,0.00191077595845653,0.0646863368698288,0.001,0.0748443823674524,0.001,0.0068665518202875,0.0203386504998302,0.0687042595307311,0.0753164735535844,0.001,0.00389876678178912,0.0409442048524962,0.0804595846836262,0.0664809598349241,0.02470033929375,0.001,0.0354080288346445,0.001
"bird",0.0376484485574306,0.0165423456118067,0.0126715901530273,0.0472274844250892,0.0161643137966491,0.0320105365027521,0.00488558640295167,0.0393712747664843,0.00190727635637815,0.0476610536502752,0.0109592975664832,0.0866110365128329,0.0341870008899949,0.00615606363031513,0.00464393636968487,0.0567323655718865,0.001,0.0823742345035758,0.001,0.0115848908244118,0.0174362426661828,0.0526362426661828,0.0543603580717353,0.001,0.00326819089094538,0.0983442379310643,0.115168535079912,0.0445411238129801,0.0118873162765378,0.0154934494647069,0.0335255670477227,0.001
"bite",0.0332112266694681,0.0098259737834273,0.0149327193566084,0.0424176792613603,0.0119130044005556,0.0331384299071031,0.00232747370755565,0.0423773922497528,0.00245907016376603,0.040885655589406,0.0116798333158245,0.149443737420731,0.0476118456487193,0.00752148334909129,0.00209430262282453,0.0547326683308404,0.001,0.0658645332559609,0.001,0.00816375436261979,0.00990032799897281,0.0387012524658286,0.0369751007592167,0.001,0.00428290786847358,0.0917395401344346,0.109919430979311,0.0433390112006563,0.020681735943318,0.0100462350153494,0.0498136742388239,0.001
"bitter",0.0140782901909967,0.0132945174223978,0.00547554454790245,0.0540815228182379,0.0186596754135708,0.0333738421934491,0.00317714657944147,0.0487957453330686,0.00188794139469752,0.0406087777905504,0.00765269112734392,0.126927483187037,0.0243253934249012,0.00634640317967904,0.00187085863177659,0.0592383435572137,0.001,0.0675370643239408,0.001,0.0133303549968127,0.0265503234368958,0.0421199381342028,0.0676873443340196,0.001,0.00988275804412118,0.102227657872985,0.0878467317007305,0.0283620438007057,0.0353801611436812,0.0139757936134711,0.0413056518061691,0.001
"black",0.0372903197207027,0.00876996147760501,0.00835815763431121,0.0432621136278863,0.0049411596974119,0.0300383362926009,0.00332002102238101,0.0329897348160821,0.00204832352102518,0.0276525495094911,0.0131155496130588,0.110061428430321,0.0594512990825073,0.00621285719876773,0.001,0.0883025473662519,0.001,0.0670852844131665,0.001,0.00366946219605607,0.0253023293149595,0.0497422987824538,0.0692298654658137,0.001,0.00414497056307553,0.111763834475906,0.096413930309316,0.039380288908644,0.0151523675338399,0.00369568905406474,0.0336053199723003,0.001
"blood",0.0364370233891192,0.00559113681468971,0.00775151122256911,0.0517616789213596,0.00937247442437063,0.0137364189000916,0.00229343592018243,0.0397068370381744,0.00500852994864971,0.0446408095489932,0.00371509402846728,0.0859498268420424,0.0705681847538135,0.0135524222210849,0.00562038885192578,0.0815720914702951,0.001,0.0596685546286345,0.001,0.00891808974643306,0.0237604733552837,0.0492067887017987,0.0495190075689078,0.001,0.00313248716242728,0.087513956214555,0.0767411834856945,0.0857840208878133,0.0222372682392642,0.0104679700428203,0.0417723356705393,0.001
"blow",0.0580812446200824,0.00242095777146802,0.00785519727368424,0.0181464020316175,0.0675261027241292,0.0105340211595588,0.00462282633481082,0.0913324743314623,0.001,0.0402433465284945,0.0139937558373082,0.0649757391097528,0.0354282577255505,0.00799606108596578,0.001,0.0400272225502048,0.001,0.0565267519956733,0.001,0.00217136618781217,0.00401208448294558,0.161119676586911,0.0414496796703932,0.001,0.001,0.067211326954854,0.0746133295671121,0.0641044175900379,0.0233646853398055,0.00373318777156173,0.0315098847688036,0.001
"blue",0.0420261209183365,0.00634806145285187,0.0128302183511764,0.0277791991774028,0.00774714207947741,0.0175302252637582,0.00574393636968487,0.0429594123441429,0.00525285792052259,0.0337535534990625,0.00289015907578782,0.105182520240903,0.0651773466054903,0.0163844432347426,0.00289015907578782,0.0521809929923702,0.001,0.0785265443139695,0.001,0.00632952277263654,0.0147981612532511,0.0362598288271941,0.0721997520111293,0.001,0.00194507953789391,0.125284405215543,0.0898760638895369,0.0537809791672067,0.0201276840258876,0.01736841468578,0.0328272156984732,0.001
"blunt",0.0604204698827453,0.0105550958688683,0.00301616968084034,0.0461329652383545,0.00872076856388234,0.0152930946188431,0.00587835641847618,0.0550436610185113,0.00283432730498599,0.0351252824797735,0.00825821085102522,0.0932642610882132,0.0517442811347003,0.00444726304965826,0.00452829694147059,0.0952662461512761,0.001,0.08396882022391,0.001,0.00745174297868909,0.0106776144680336,0.048253814449024,0.0480973366398516,0.001,0.001,0.055947716111788,0.14402531214627,0.0449920482267788,0.0148107623137563,0.0100727635637815,0.0261733185864922,0.001
"body",0.0470258628729574,0.0151301550710339,0.00412364316749912,0.038509856656015,0.0198477558631898,0.0205672254864293,0.00452941690952992,0.0578999198116175,0.001,0.0522316587482312,0.00933892777824633,0.0946292851364117,0.0432610928377986,0.00868356245255967,0.001,0.0750551501512959,0.001,0.0999800234094744,0.001,0.0084186525228104,0.016789716341964,0.0457906440639847,0.0407287106984332,0.001,0.00373318777156173,0.0803360384083164,0.110638291938368,0.0566523813539922,0.0125574797197467,0.00545119151368624,0.0220901693148467,0.001
"bone",0.0404665046718158,0.0209289305447077,0.00486128612340536,0.0236614828314386,0.0103561514651856,0.0253829558274755,0.00340071740576817,0.0529465648413318,0.001,0.0344667939483352,0.0112253695507536,0.133256570089634,0.0514759755850618,0.0061630304608175,0.00435505221441176,0.0510420608059244,0.001,0.0678484711735948,0.00316957389568689,0.0081014608464231,0.0183707772860077,0.0482074286210188,0.05087043883248,0.001,0.001,0.0922702859291768,0.129689036833166,0.0327041511180537,0.0185012294252076,0.00570074344065492,0.0455769562324626,0.001
"boy",0.0342032400806852,0.0098498667064963,0.00776076961722813,0.0294546969552958,0.001,0.0266896420311305,0.00427854766657162,0.0442116544482669,0.001,0.0481710010063018,0.00798572379051421,0.105518794363448,0.0490287932072363,0.00715405379716757,0.0033761999809904,0.0679354002501422,0.001,0.0846014815966912,0.001,0.00402539048886354,0.0106448047216225,0.040480215985263,0.0582012292874568,0.001,0.0100082800385623,0.105591868472222,0.103572805217573,0.0594987099119976,0.0262901785791435,0.0121440737572474,0.0333225780418823,0.001
"brain",0.025157214642013,0.0148801390466458,0.00506806907101346,0.0364850666990145,0.0124493370533335,0.040499056084096,0.00757878350113769,0.0336160377657384,0.00542909393000371,0.0435382289879594,0.00605434802586356,0.115051910911143,0.0467372267654466,0.0127775414705973,0.0089392154916686,0.0571905868172451,0.001,0.0954132732517951,0.001,0.0091410365273137,0.0256962883843818,0.0505313685529056,0.0681936645869884,0.001,0.00394071157868425,0.078570965934482,0.0775633290115376,0.050818621460928,0.0218786993232687,0.00651383421003297,0.0362863509147626,0.001
"breast",0.0266738190286094,0.0125971152932231,0.00532142857142857,0.02915214129564,0.0109940357380477,0.0270756582073947,0.00606399106548807,0.0444793270601654,0.0018910749928714,0.0357170896302633,0.00309374108925007,0.0918373966353008,0.0317976597824759,0.00444491968444064,0.00235117859519057,0.167452581232094,0.001,0.0831776005811506,0.00532142857142857,0.0134896160060831,0.0286233247790134,0.0498868928809049,0.0532868480725624,0.001,0.001,0.070007644574796,0.100358500685703,0.0316823971105408,0.0100592624275259,0.0085741374394069,0.0405891889690008,0.001
"breathe",0.022923693830976,0.0074019344822899,0.00829620329234005,0.0152873249915939,0.015065257559173,0.0202899553342538,0.00325321400210332,0.10695189106341,0.00176651612290013,0.0722702038087396,0.00784906888731498,0.0716020902383661,0.0255850855659625,0.00713212898320103,0.00207312257206018,0.0476313051254781,0.001,0.113071193181296,0.001,0.00672332038432096,0.0369846901179719,0.0268586687352382,0.0486683752078768,0.001,0.0027885376201003,0.133612469609958,0.0661170694964398,0.0461988046436569,0.0358188988127176,0.0176197055221587,0.0234764643779517,0.00368280643015045
"burn",0.0332659136412275,0.00378953000297408,0.00305177882111572,0.0502044482463644,0.00811209225174842,0.020023164117234,0.00484761659476745,0.0580515129495234,0.00239476500148704,0.0302930084531398,0.0039277972472873,0.12033347962841,0.0546188627791597,0.0058878884758462,0.00176651612290013,0.0535923198588559,0.001,0.0834426477306524,0.001,0.00814363592323801,0.0110714331705253,0.0448282145386646,0.0759773693779875,0.001,0.00699386173888782,0.0848483629624665,0.107609806062661,0.0573073913616699,0.0175567482546428,0.00958498057648145,0.0344748541100814,0.001
"buttocks",0.0433497734512353,0.0134682627296617,0.00718766935402937,0.0452192164398701,0.00348735197867102,0.0231289923478396,0.001,0.0253325193189041,0.00279210613091455,0.0277171408712238,0.00323017651847144,0.0995689353756794,0.0487146011249648,0.00535468231754988,0.00285848043205953,0.0519718949969176,0.001,0.0886972241559269,0.001,0.00936316194426789,0.0211329100245904,0.0586574714364832,0.0668248791058479,0.001,0.00417764471057884,0.0789614699836825,0.164784926024514,0.0467428560454687,0.006265694557502,0.0129440055775653,0.0330659530455804,0.001
"carry",0.0447802457762538,0.0168069274556301,0.001,0.0396357541327601,0.001,0.0393667309256132,0.00500852994864971,0.0415498388652081,0.00206624358121364,0.0502842463221705,0.00500852994864971,0.115304489921256,0.0525170684272481,0.00279101625808213,0.00246227691137871,0.0727856984443811,0.001,0.0722387857577478,0.00206624358121364,0.00691382477210821,0.0251656109839743,0.0431558754692487,0.0576808864972538,0.00242165810828485,0.00455414527071214,0.0703550887642704,0.10080403539685,0.0592916949982818,0.00668663243313942,0.0120317939619337,0.0422661270864864,0.001
"clean",0.0203664990693718,0.0178419279584291,0.00746305700834618,0.00819616342962057,0.0230210380925912,0.0329994609936246,0.00502108862443889,0.0639856814400133,0.00310549365404213,0.0490575533682484,0.00588393676781458,0.0877839695333063,0.0560056824265875,0.00712658227848101,0.0122399240097262,0.0586207151700216,0.001,0.0713188471359471,0.001,0.00838987847090629,0.0126854897799338,0.0541578771330155,0.0681882916906793,0.001,0.00558696831773463,0.126996508489952,0.0903505205782929,0.051031138045388,0.0168268923274608,0.00975844934603367,0.0219903648599927,0.001
"cloud",0.0491588147469017,0.00693328721913657,0.00354674064948253,0.0234088728444228,0.0128723446249447,0.0327799543314829,0.00338756935888988,0.0433250523332465,0.00259171290592658,0.0462270432932267,0.00778039137036931,0.106009604395674,0.0631900696215225,0.00394466887596418,0.00580636175814241,0.0825450784464336,0.001,0.0880962199547135,0.001,0.00645730139174829,0.0336883185099384,0.053455253539401,0.0723043250477855,0.001,0.00497928226481646,0.0674680972982265,0.0750899081308788,0.0427696518560055,0.0182459037268366,0.00513845355540912,0.0347997179484731,0.001
"cold",0.0235970748561357,0.0145014532338831,0.0119103597316645,0.0419343818628407,0.00329017987416979,0.0237417379109784,0.00438448249699432,0.0552143299032678,0.001,0.0441503642672883,0.00730262282452639,0.105554738476264,0.0553697283794983,0.00612105613334734,0.00187544209825962,0.0583047455631761,0.001,0.079943159628946,0.00305700878943867,0.00318860524564905,0.022914673576823,0.0328792823709307,0.0510107954517031,0.001,0.00245907016376603,0.100035396208419,0.127591056817026,0.0480979444619533,0.00895193239252489,0.0122348402609985,0.0463835370195282,0.001
"come",0.0372512497129635,0.0170129063407109,0.00233922126248977,0.0362720988701064,0.00307521240704432,0.0221648443525927,0.001,0.0674778861997875,0.001,0.063156724898286,0.0160575309557875,0.0875204626566505,0.0443023274983955,0.0024719822891091,0.00528318584070796,0.0935228716608082,0.001,0.127972356172611,0.001,0.00454719469615342,0.0149023074794364,0.0424861250949429,0.0439501822314074,0.001,0.001,0.0622224568982557,0.0825686890021053,0.0682010904444798,0.0119662680538628,0.00877914377734207,0.0274956812039638,0.001
