"word","b","c","ç","d","f","g","ɣ","h","ɦ","j","ɟ","k","l","ɬ","ʎ","m","ṃ","n","ṇ","ɲ","ŋ","p","r","ṛ","ɽ","s","t","v","x","z","ʔ","ἠ"
"F_ms",0.142386873312199,0.00508093616688192,0.00830950424081808,0.0115517815908799,0.00703780673946225,0.0174772304131233,0.001,0.0390825288199112,0.00633892439211213,0.0474579412603365,0.00393530585887049,0.0569314472295904,0.0224255858031835,0.00369568905406474,0.001,0.0984174899500718,0.001,0.0439662132317997,0.001,0.001,0.0212388276667953,0.125239520958084,0.0142787645996522,0.001,0.0050672268907563,0.0480295647200996,0.165517495621003,0.0458369527451699,0.0135798822523021,0.0050672268907563,0.0350492795920763,0.001
"fall",0.0491581338747007,0.0137503625228176,0.00717905905730257,0.0412553525427777,0.0157127966289643,0.0140639461817107,0.00314643078515334,0.0616394731903714,0.001,0.0564824027159357,0.00611796918982548,0.112015578935739,0.0503973128224625,0.00264885044725364,0.00442592308260971,0.0311098998584029,0.001,0.0532660921543157,0.001,0.0104819136655464,0.0261340964794059,0.0512516724792174,0.0680423938447891,0.001,0.00798006835332185,0.0446536938333345,0.136146030283755,0.0592688851032164,0.0201453998799308,0.00924561702805216,0.0392806450590882,0.001
"far",0.0320375156120508,0.00695216584375109,0.00292541233322828,0.0392220354612413,0.00683363598617302,0.0350064432538432,0.00305700878943867,0.0691821253066132,0.00232747370755565,0.0513831051347597,0.00719840352711453,0.106677662219421,0.0553606287842027,0.0053772104912981,0.00209430262282453,0.0561865275297358,0.001,0.0727755950088128,0.001,0.00391814032753207,0.0193177854816682,0.0305800029014652,0.0892931096870586,0.001,0.00296974472108415,0.0504896989646438,0.117763098698176,0.0524022014450631,0.022521284915549,0.0163202367195434,0.0358274445261524,0.001
"fart",0.0293831467174388,0.00233540792430886,0.0121043844070389,0.0267450034314573,0.0248202230709185,0.0133370267339337,0.001,0.0442389334566712,0.001,0.0302555466494832,0.001,0.0824777673748865,0.0152220126675782,0.0151963212682247,0.001,0.0327722141019798,0.001,0.0607928851707908,0.001,0.00650080940481242,0.0163750661406845,0.109881563457262,0.0593290202497143,0.001,0.00296457478743301,0.137195993464889,0.157524805656778,0.0305995934639907,0.0167165982994641,0.0313315259245289,0.0338995761757325,0.001
"feather",0.0510383079993858,0.0136491376221915,0.00407016735759251,0.0198051589129433,0.0293386048415989,0.0206596891686712,0.010578970264599,0.0649050147568112,0.001,0.0393801627514202,0.001,0.0764281473682671,0.0722542826435042,0.0109631250319873,0.001,0.0535927473502324,0.001,0.0635778114101467,0.001,0.0111073749936025,0.011315906648242,0.0866871056421955,0.0386540849924083,0.001,0.0132508316699933,0.0799041258143054,0.122582883683183,0.0523380930446799,0.0145946056604739,0.00739746148728185,0.0249261988842827,0.001
"few",0.0302922409149954,0.00974819804834775,0.00962757817697938,0.0404008187329046,0.0118598834077876,0.0304346584608561,0.00214321357285429,0.057997886502128,0.001,0.0382485584386782,0.00560850521179863,0.115154598871041,0.0389246229762697,0.00715600280919642,0.00318280106453759,0.0631538648892691,0.001,0.0795907252954409,0.001,0.00507171767575959,0.0222232479485473,0.050756118714951,0.0612541425086335,0.001,0.00734115103127079,0.0958008777418708,0.11653684232065,0.0357890528466876,0.0188895680860501,0.00798833813853774,0.0298247856139573,0.001
"FF_fs",0.0579307065834012,0.0087011622400844,0.00522520724317131,0.0308453183722645,0.010709445972919,0.0260221478963994,0.00311260362158566,0.0417442224088931,0.001,0.0572202750226702,0.00437163510816205,0.127985550135251,0.0243739539368282,0.00156193918469368,0.00401170631709554,0.0738777982430677,0.001,0.047699661166727,0.001,0.00825033331021355,0.0186970503437569,0.0844890630579253,0.0198356260452069,0.001,0.001,0.0769673069134147,0.135265600073983,0.0607406439801649,0.00474626123129117,0.0132275089460718,0.0463872726447577,0.001
"FF_ms",0.0576754119350451,0.00866662788026339,0.00520626012548893,0.0307114828638687,0.0106659058564485,0.0280130710179044,0.00310313006274447,0.0415615128913644,0.001,0.058087004722138,0.00435651566821514,0.127416108206393,0.0242691379998917,0.00155941927803586,0.00399820090760184,0.0735509919729194,0.001,0.04613300795377,0.001,0.00821782060478658,0.0197365299296773,0.083741726455268,0.0197511613544212,0.001,0.001,0.0766266463442962,0.134663512181275,0.0610840940369954,0.00472946185357238,0.0131726770673899,0.0473025808302251,0.001
"finger",0.0303581501448929,0.00868112147797428,0.00644587723777252,0.0379040081520238,0.00434185582323725,0.02437781491281,0.00279456281235978,0.0458821338496871,0.00192837580652648,0.0377050704791966,0.00746679354469356,0.105045770400874,0.0542321562854358,0.0135315879868171,0.0056570548824831,0.0769137724550898,0.00318138606507914,0.084495947934327,0.001,0.00960265206022064,0.0263728007992874,0.0551621006049916,0.0577068034473688,0.001,0.00401722137121107,0.109596570167159,0.0851496730422507,0.0336915680635775,0.0125940852145838,0.0135482492379582,0.0386148357401108,0.001
"fingernail",0.0272030847551108,0.00982936071056691,0.00629313186567288,0.0166596037052523,0.019420677329944,0.025801952788849,0.00386365385820288,0.0426816233004842,0.00235723769202999,0.0271166481898471,0.00399820090760184,0.0986277906142303,0.0498890286904304,0.0143611208787493,0.00459491480417342,0.0661199582083286,0.001,0.0732271656222946,0.001,0.00814323136771514,0.0213467981824095,0.0562407776091351,0.0622420832759707,0.001,0.00487864032771527,0.13139940548697,0.10706757118419,0.0394537994975953,0.0187368404146418,0.00726549591400159,0.0471802028178871,0.001
"fire",0.0208710165875146,0.0129999311721385,0.0110078922614541,0.040183908045977,0.0141048707183334,0.0290161974900773,0.00527223713492555,0.0700487530685755,0.001,0.0373315208663133,0.0103626310597196,0.102224677082616,0.0411046412921284,0.00756649918553697,0.0020754353362241,0.0700528827402666,0.001,0.0760971046412921,0.001,0.00243391378163214,0.020686810287471,0.0650496248881547,0.0419944937710785,0.001,0.00517241379310345,0.0798175602817354,0.107572888705348,0.0459236928441967,0.0200991809484479,0.00329426205061142,0.0526349599651272,0.001
"fish",0.039401491311671,0.0097045848243453,0.00266305227383072,0.0294981028933125,0.00847638656620693,0.0328697380014745,0.00311260362158566,0.0433404174062857,0.001,0.0571132389874905,0.00297745050439661,0.113206348350061,0.0649484377448449,0.0096310981640323,0.00559983336630043,0.078468366570163,0.001,0.0730002637367907,0.001,0.0115938513363663,0.020210252168336,0.0499982197766629,0.0522300016012591,0.001,0.00249850449251647,0.0888308933398754,0.0934936707451677,0.0569677042311773,0.0147862413311515,0.00564536392680105,0.0247338827278947,0.001
"five",0.0267309672662228,0.01362781740021,0.0124857208176473,0.0326892097695601,0.00661201239224928,0.0236287379091199,0.00209912333922463,0.0482400626339796,0.001,0.0322783591249558,0.00517666868905361,0.0941681212713991,0.0272868746073595,0.0116090784656824,0.00306607050216747,0.106722258962509,0.00162807047955693,0.0952071703897128,0.00162807047955693,0.00617744941371604,0.0189230693879264,0.057203496639066,0.0492291720314353,0.001,0.00532216577741804,0.108850765987778,0.125463683757044,0.0390852697425709,0.0094998871566705,0.00568959291402511,0.0266710526921822,0.001
"flat",0.0586468207569083,0.00229879885200014,0.00296844968839441,0.0217440582346156,0.0256616510568606,0.0123765053718992,0.001,0.0472528985421662,0.001,0.0318429610207593,0.0109792840354793,0.0720270324383636,0.0668987823170228,0.0106611420720126,0.0136366911148118,0.0462952218977092,0.001,0.0648478602108266,0.001,0.00376285974121073,0.0110953348304799,0.113450939203588,0.058148101092827,0.001,0.00601954670540576,0.0678462837638333,0.131648500688114,0.0553150453108998,0.0258217726283134,0.00557664552551701,0.0271768128999819,0.001
"flesh",0.022973207985184,0.0103015239362545,0.0061677012908835,0.0478266583715686,0.00736478270011204,0.0281435195986094,0.00398049787870147,0.0419788149942128,0.001,0.0426732364995838,0.00842552824674296,0.0722867631054115,0.055553262471141,0.00483044589032613,0.00519047619047619,0.0924407836563525,0.001,0.102940926228351,0.001,0.00627056709092637,0.0184395912359984,0.037648319522571,0.0412937616829832,0.001,0.00474431512156063,0.125417103537719,0.094512533786272,0.0509798819182908,0.0144651332256123,0.00712051510255103,0.041030148731603,0.001
"flower",0.0428015763345105,0.00888395004862071,0.001,0.0315061013504127,0.0157283126055581,0.0342571835759307,0.00656487025948104,0.0479279392750144,0.001,0.0520707339898957,0.0136506730129485,0.0899251082694196,0.0778278497949157,0.00378791988672228,0.00195961922309228,0.0458044521457695,0.001,0.07287274638288,0.001,0.001,0.015771281612599,0.0544504592768066,0.0493436314184817,0.00168544230220877,0.00885257689748708,0.113161481207773,0.0950434513709502,0.0603606669444993,0.0157941296893393,0.00315914325195762,0.0308086998727257,0.001
"fly_n",0.0541684937816674,0.00860674889537165,0.00227949229745637,0.0288575547318062,0.0114308169984817,0.0223901632632172,0.00427484518143201,0.0547798758349657,0.001,0.0386037363390657,0.0112175682822389,0.097516488612297,0.0449099887914259,0.00407078151389529,0.00836922053329239,0.0675851593516264,0.001,0.0834925452901501,0.001,0.0116791681594077,0.0233819301567805,0.0647399038309218,0.0790975894365116,0.001,0.00270598972994183,0.0746739945793838,0.0768858716798837,0.0556022192489258,0.018263960966955,0.0180035158011206,0.0274123767117779,0.001
"fly_v",0.0509691012532758,0.0057198048347749,0.00323332382853341,0.0421813832652156,0.0352608497291132,0.0191127396001648,0.001,0.0631568780805735,0.00258413332066027,0.0677919888114927,0.0116603047872509,0.0688953096075423,0.0540837481499586,0.00962499762380002,0.0033761999809904,0.0361930913682838,0.001,0.0796589723048235,0.001,0.00879332763045338,0.0102643085710665,0.0890237674311241,0.0765531947442983,0.001,0.00560952380952381,0.0415721364527181,0.0895457891473289,0.0596170697154444,0.0121044704242309,0.00640159046985394,0.042011995057504,0.001
"FM_fs",0.0459426140109431,0.00558689318471125,0.00390105937288285,0.0345662313121094,0.013637762526697,0.0118596201812509,0.001,0.0386743377780208,0.00213927396348855,0.0496236763264079,0.0150197899482618,0.124057129055653,0.0221443414540781,0.00175951597565903,0.00238202742156479,0.111774833893856,0.001,0.084017441524865,0.001,0.00883791321466656,0.0219924382589463,0.0634563406346689,0.0167368793615205,0.001,0.001,0.0589602977129021,0.127878194035933,0.0514683783118694,0.0101141917079084,0.0125446428300173,0.054924176001118,0.001
"FM_ms",0.0459426140109431,0.00558689318471125,0.00390105937288285,0.0345662313121094,0.013637762526697,0.0118596201812509,0.001,0.0376720683442856,0.00213927396348855,0.0506259457601431,0.0150197899482618,0.125059398489388,0.0221443414540781,0.00175951597565903,0.00238202742156479,0.107111989111579,0.001,0.0836376835370355,0.001,0.00883791321466656,0.0231317122224349,0.0623170666711804,0.0167368793615205,0.001,0.00213927396348855,0.0600995716763906,0.127878194035933,0.0520908897577752,0.0101141917079084,0.0125446428300173,0.0560634499646066,0.001
"FoB_fs",0.0751232479748244,0.0032227393554124,0.00817213282755185,0.0171504100803133,0.0123037999829724,0.02040644461472,0.001,0.0377378103193297,0.00257662557980406,0.0719251197447128,0.0032227393554124,0.0967808400351182,0.0327350512245651,0.00454740755455913,0.0032227393554124,0.0734568682540133,0.001,0.0709427558784485,0.001,0.00771612225785396,0.017318074750972,0.0733753486031773,0.0338402026909845,0.001,0.00336493836970609,0.0888374562092245,0.124957645530424,0.0562128223805154,0.0158357439938449,0.00952924167462862,0.0304856714014985,0.001
"FoB_ms",0.0744309919842854,0.00323332382853341,0.00925150967905459,0.0172273167949815,0.012357627601939,0.0182655324272091,0.001,0.0379127522732313,0.00258413332066027,0.073070462250103,0.00323332382853341,0.100959652576932,0.0328861705161106,0.00560952380952381,0.00323332382853341,0.0738019009599848,0.001,0.0720678832810569,0.001,0.00632238380382093,0.0173957798688338,0.0646438216537447,0.0339965846085607,0.001,0.00402539048886354,0.0874339764914615,0.126102366695181,0.0588519405633178,0.0159063903938155,0.00956985711117448,0.0306260793605533,0.001
"foot",0.0247410128796265,0.0288448866459221,0.012736968566506,0.0350032133694765,0.0153361835281402,0.0370654876564193,0.00364335375827675,0.0483666466194249,0.001,0.0458115704544332,0.0175451222736478,0.103334254344295,0.0462188839206594,0.0035422226870858,0.001,0.0742559684125199,0.001,0.0606148489048105,0.001,0.0060844453741716,0.0145528419144244,0.055328141388257,0.0441152600185364,0.001,0.001,0.0780628757041957,0.110624000906484,0.0548353395102081,0.0164854889929021,0.00776929692289366,0.0480816852466828,0.001
"four",0.0325574802086648,0.0118606670716538,0.0028737229099114,0.028639371911801,0.00665934411370496,0.028779821998515,0.00303912175648703,0.0433630469909043,0.001,0.0425739139200738,0.00357249476202874,0.0893210927789944,0.0599007443172504,0.00786769566457148,0.00244638259712459,0.0642011097198288,0.001,0.113594099084596,0.00244638259712459,0.00707480690792328,0.0167215254414942,0.0603566313887064,0.0586678741895092,0.001,0.00613569540760377,0.0863054239347392,0.114067674601234,0.0536939176168023,0.0140250550282834,0.00642393473921722,0.0288309683412521,0.001
"FoZ_fs",0.0449042491092148,0.00774747323007875,0.0137053600116839,0.0217813242272714,0.00908046346331727,0.0132981094721127,0.001,0.0434437554623622,0.00612764389919348,0.0691326647517972,0.00262277071872515,0.0871527731992461,0.0353025688460477,0.00491056586014962,0.00719836100157409,0.101131696653151,0.001,0.0846998467640793,0.00262277071872515,0.0182332018889051,0.0340175013503771,0.0707108027846746,0.0213469149969515,0.001,0.001,0.0859706431504007,0.101573895182921,0.0522925294590841,0.0170813462505883,0.00319074047027895,0.0357200270770886,0.001
"FoZ_ms",0.0459749662115954,0.00774747323007875,0.0137053600116839,0.0207106071248908,0.00908046346331727,0.0132981094721127,0.001,0.0434437554623622,0.00612764389919348,0.0691326647517972,0.00262277071872515,0.0886132668460987,0.035448929782711,0.00491056586014962,0.00557559028284894,0.0972211307930017,0.001,0.0834827687250354,0.00262277071872515,0.0182332018889051,0.0315833452722893,0.072998597926099,0.0213469149969515,0.001,0.00409918050078704,0.0853867572636376,0.0994802093837876,0.0547266855371719,0.0170813462505883,0.00319074047027895,0.0381541831551763,0.001
"full",0.0660569493491649,0.00934097957930293,0.00891448214681748,0.0471588412917754,0.014731579575891,0.015909040039579,0.00255212310421891,0.0360699080471536,0.001,0.0296406196154699,0.00751622566832148,0.0888168176467578,0.0402863230803351,0.00811332207380112,0.001,0.0753762389750414,0.001,0.0803997236296637,0.001,0.0099213436375113,0.0163188051247931,0.0644915526699958,0.0553326806704052,0.001,0.00270598972994183,0.0892846936164301,0.12109385478128,0.0361921310005142,0.0210621116740877,0.00910345121722367,0.0376102120545234,0.001
"FyB_fs",0.0712723788720851,0.00652294153830703,0.0077460048456546,0.0177803638007005,0.012250480171732,0.0218994840507664,0.00194151320001506,0.0321046460538043,0.00324169809527396,0.0702385220574126,0.0032122547358114,0.103201186127296,0.0351899094891977,0.00335378300003766,0.0032122547358114,0.0725953178996903,0.001,0.0691781504376691,0.001,0.00768444243588295,0.0185749130669479,0.0639803394110252,0.0293700272411153,0.001,0.00335378300003766,0.100035124719115,0.128609749055348,0.0470710779698465,0.0157657640693456,0.0102736037359244,0.0363402861841456,0.001
"FyB_ms",0.0705651531511565,0.00654911661668764,0.00881824660316019,0.0178598915912251,0.0123037999829724,0.0197757943827984,0.00194597534788243,0.0322520614379456,0.00325232225686294,0.0713704430453019,0.0032227393554124,0.105813996471061,0.0353519469749285,0.00440520854026544,0.0032227393554124,0.0729346322025324,0.001,0.0702895824239582,0.001,0.00629715923603031,0.0186582064938054,0.0552456679959873,0.0295044823465234,0.001,0.00243442656551037,0.100267991662804,0.131342979128631,0.0496543626806419,0.0158357439938449,0.0103175544645307,0.0365077756921274,0.001
"FyZ_fs",0.0392984022617696,0.0077805490792458,0.0137676411882118,0.0210518365696245,0.00912007357833353,0.0133583943224662,0.001,0.0432441317178901,0.00492973530064055,0.0692220395809688,0.00263072547715027,0.0915048260155692,0.033839993216182,0.00492973530064055,0.00722874512413082,0.104736910865477,0.001,0.0810173322822143,0.00263072547715027,0.0183176783687527,0.0341793518471926,0.0611546449584491,0.0224250900626385,0.001,0.001,0.0884415669128596,0.100436178995883,0.0560660173583738,0.019606264594993,0.00222304410786271,0.0418583654353291,0.001
"FyZ_ms",0.0403743679773972,0.0077805490792458,0.0137676411882118,0.019975870853997,0.00912007357833353,0.0133583943224662,0.001,0.0432441317178901,0.00492973530064055,0.0692220395809688,0.00263072547715027,0.0906734691215142,0.033839993216182,0.00492973530064055,0.00559801964698055,0.103106185388327,0.001,0.0797942881743516,0.00263072547715027,0.0183176783687527,0.0341793518471926,0.0611546449584491,0.0224250900626385,0.001,0.00411437256206541,0.0878548188403771,0.100778318246793,0.0585121055740992,0.019606264594993,0.00222304410786271,0.0418583654353291,0.001
"girl",0.0231511405983026,0.0108854310159025,0.00896379072840235,0.0464945436647385,0.0153044864886815,0.0181157653394307,0.00384191554293604,0.0389403291933162,0.001,0.0563215322094465,0.00555991928506055,0.105741777790272,0.0436435832411487,0.00638828446393598,0.00412364316749912,0.0729188013420956,0.001,0.0931181927076617,0.001,0.0119480694323403,0.0236142769234614,0.0357183941975205,0.0631050796536445,0.001,0.00814533374565423,0.101356969346202,0.087536347678739,0.0573653853333649,0.0179610825297761,0.00982429194818501,0.0249116324322813,0.001
"give",0.0353474210998293,0.0172122826810148,0.00507824351297405,0.0384700966596827,0.00569812176888459,0.0175003260559626,0.001,0.0521098845786687,0.00303912175648703,0.0655456680841216,0.0130333477971593,0.0903639272180277,0.018093065215325,0.00580143481153635,0.001,0.107774796576619,0.001,0.118047967832451,0.001,0.0129028956579594,0.0199036651335011,0.0371142295119905,0.0381848303393214,0.001,0.001,0.065345673869652,0.110906725679077,0.0637134831785704,0.0114862738291533,0.00461595649281148,0.0357105606592199,0.001
"go",0.0376914124966441,0.0151658904413395,0.00371359036313338,0.0377214343243338,0.00438448249699432,0.0306892764179244,0.001,0.0782884039773419,0.001,0.0842889475851972,0.0080321579064094,0.0878767360850563,0.0446963499900783,0.00633991665791225,0.00730262282452639,0.0647128316466482,0.001,0.0917485613568185,0.001,0.00378654387132168,0.0205658507546311,0.0485029990145023,0.0498188068307829,0.001,0.00172953508188302,0.0455288604078393,0.091033493580925,0.0843244154964924,0.0148611665557773,0.00245907016376603,0.0287366436717209,0.001
"good",0.0410268818106085,0.00661847733105218,0.001,0.0451078179774904,0.0110762732238604,0.0268134934612568,0.00297057984870595,0.0525421977174103,0.001,0.0655277001019969,0.00533307055357073,0.0838357338943561,0.0651645496521962,0.00227169750135583,0.00183865881682014,0.0998714336033815,0.001,0.0902356495492408,0.001,0.00604566217704647,0.0114133469755168,0.0364132167837195,0.0571326199142332,0.001,0.00204832352102518,0.0860761829681973,0.0825656785668359,0.0591020080686965,0.00798882347350118,0.00926052097485701,0.0357194015330683,0.001
"grass",0.0451163935864535,0.0194695992630124,0.00856407697425661,0.0122739904805773,0.00696471160243615,0.0214374328266544,0.00616502891652592,0.0345593044679871,0.00219952402886535,0.0494232560519986,0.00776439428834638,0.0984177140225044,0.0385420313219714,0.00499841342955115,0.00499841342955115,0.055933594349762,0.001,0.0688957012714498,0.00259936537182046,0.0241578893495061,0.0147059470801986,0.0461233302625518,0.0861202521696534,0.001,0.00528401438880481,0.113646386713752,0.0931446721940734,0.0551698909872563,0.0233911152054865,0.0104519422693075,0.0364816136956855,0.001
"gray",0.0339693424211485,0.00986908620035914,0.0206003119209609,0.0313952218450963,0.00604298929023673,0.0283962755492599,0.001,0.0615754894035108,0.001,0.0318084810069228,0.00693725810028688,0.0841461473707305,0.0290735569311965,0.00253303224580026,0.00368280643015045,0.0633333936326017,0.001,0.0514653611364061,0.001,0.0081541504804012,0.0144491161047081,0.108699197270249,0.0833714986821033,0.001,0.012625494530652,0.0823198603646096,0.0839145436725116,0.0557047172083551,0.0299743094456249,0.0103003956245216,0.0396579631315965,0.001
"grease",0.0374844335508603,0.00760065706238645,0.0048427876543976,0.0347805908045739,0.0111510829808431,0.028350645858542,0.00575699378445182,0.0560921487890245,0.00586008294292244,0.052111083532417,0.00530917094998259,0.0832937672643856,0.0557831590704601,0.00498134301345496,0.00401641966498781,0.0714423553583679,0.001,0.0676057236624703,0.001,0.0146507916808869,0.0204250807538636,0.0329447382067841,0.061963833990051,0.001,0.00229275128499478,0.104227428193206,0.105900379354787,0.0653066120411533,0.0203881450028638,0.00229275128499478,0.0291450422618863,0.001
"green",0.0244066651277943,0.0158722744986218,0.0106616924880398,0.0400075069815019,0.00611583816493996,0.0383936498884318,0.0015940499952476,0.0412536188394187,0.0033761999809904,0.0462210934140789,0.0121044704242309,0.109399214269873,0.0415748376263346,0.0113194119697114,0.0033761999809904,0.0480767924468523,0.001,0.0756364902847367,0.001,0.0154932991160536,0.0149799765548269,0.0385735132908786,0.108454902440018,0.001,0.00432667997338656,0.0960761171534482,0.0880408624927017,0.0457178205946384,0.0122134008626737,0.0200251370275322,0.022708284112048,0.001
"grow",0.0326981503659348,0.010495755156354,0.00961514304723885,0.0428088812850489,0.0131407850964737,0.0229188480182492,0.0072033000665336,0.0498305522288756,0.001,0.054489500998004,0.00886664005322688,0.103861967493584,0.0461222621423819,0.0131750099800399,0.00617266799733866,0.0626368520102652,0.001,0.0750629597946963,0.001,0.0112458549567532,0.0147225548902196,0.0455090618762475,0.0729525748502994,0.001,0.00640585495675316,0.0729956658112347,0.0981120996103032,0.0449611177644711,0.0198952228875582,0.0093166999334664,0.0397840167284479,0.001
"hair",0.0343474004372208,0.0161043828648619,0.00831498618923769,0.0233233609740596,0.00975510738983793,0.0242269429395178,0.00985536286733892,0.0506670596140228,0.00186407272036015,0.0467748168885893,0.0152416926608543,0.0895539380937157,0.0501237400139596,0.00902092208080232,0.00294416362081033,0.0613597049699131,0.001,0.0772022659827051,0.001,0.0176616492844038,0.0176757739931393,0.0418401782293998,0.0581859631249423,0.001,0.00244012120060024,0.100917644268942,0.112396239747537,0.0519210266336015,0.018641484707353,0.00654446662231093,0.037095531879963,0.001
"half",0.0277498737464829,0.0141440893313774,0.00765259040152626,0.0302942147832848,0.0143051808030525,0.0170695797160699,0.00200201204017667,0.0746955234682671,0.001,0.0382280567951876,0.0146863301509431,0.112911493135359,0.0398957987639179,0.0101915904278649,0.001,0.0511147011771065,0.001,0.116664020209724,0.001,0.00853474576950517,0.0115407818900352,0.0657280539322961,0.0532834491659252,0.001,0.001,0.0801247659586163,0.10283283690794,0.0542461502697416,0.0147472204186005,0.00621046260891871,0.0241464781280812,0.001
"hand",0.0296193169217121,0.0036472166777556,0.0062944333555112,0.0471387669106232,0.00490831669993347,0.0249214459968951,0.00295415834996673,0.0414692836549124,0.001,0.0473453537369705,0.00872013750277223,0.116064227101353,0.0441735418052783,0.00872013750277223,0.00560137502772233,0.108180949212686,0.00238611665557773,0.099201042359725,0.001,0.012531958305611,0.027224794854735,0.0397406298514083,0.0319375914836993,0.001,0.0030791749833666,0.0892929696163229,0.0856210911510313,0.0443569305832779,0.00745903748059437,0.0103562874251497,0.0430537147926369,0.001
"happy",0.0252063840053435,0.010503054780369,0.014867463615574,0.0276702795294137,0.013831982664907,0.0384265530869045,0.00857976942290283,0.0704448812497306,0.00219943719119139,0.0608460887228925,0.00572643056328145,0.0980469594248921,0.0599584796059715,0.0028697967063531,0.00418125134067021,0.0673742927883499,0.001,0.0744621934896795,0.001,0.00447175957738439,0.0234439551809729,0.0348949101536713,0.0677948433084391,0.001,0.00690803820410181,0.113421331679602,0.071183752193765,0.0484671183264488,0.0115176064732362,0.00708982399499726,0.0216115627189545,0.001
"hard",0.0358695400268044,0.024967834665597,0.00588594740343874,0.0372281806857918,0.00719054076854266,0.0335118366593311,0.00244815313551525,0.049826722949635,0.00338756935888988,0.024966477616651,0.0117269225504334,0.15272332209584,0.0365092812779545,0.00952270578460304,0.00474052532892747,0.0351407137877355,0.001,0.0496991166902922,0.001,0.00618867846444273,0.0274679117499792,0.045931610463284,0.0912314541570766,0.001,0.00327387557989512,0.0667986610511035,0.118927258720199,0.0415886791011279,0.0259259184979324,0.0109482056620411,0.032372355766935,0.001
"have_sexual_intercourse",0.0342699701203653,0.0102124201121566,0.00475198403193613,0.0311727729303298,0.00477808649367931,0.0239040129265279,0.00199800399201597,0.0513816352979467,0.001,0.0451875289421158,0.00717329607451763,0.1272583122586,0.0189814258467193,0.00299600798403194,0.00199800399201597,0.0558384850616228,0.001,0.114401952412635,0.001,0.0217679878338561,0.0269693823781009,0.0353170086493679,0.0788913691923512,0.001,0.001,0.106909395454401,0.0868559584323417,0.0466884936735476,0.0240467278775782,0.00259680638722555,0.0276529716440136,0.001
"head",0.0466378335765444,0.0147940589409416,0.00621285719876773,0.0368335877265078,0.00761062189346797,0.0257626363918821,0.001,0.0569175877936005,0.001,0.0330860000686901,0.00576610923810642,0.168673191432262,0.0618000805112464,0.00646499158545654,0.00239776469470024,0.0539488298313337,0.001,0.070140473754372,0.001,0.001,0.019574027615038,0.0526871914434436,0.055414174452216,0.001,0.00239776469470024,0.0701441989969641,0.0952915960795496,0.0398290981063084,0.0163754116417026,0.00884119156644694,0.0353987207657514,0.001
"hear",0.0284901035068372,0.0045235708187886,0.00543498998957944,0.0357963555385424,0.0113279589982896,0.0223245837092937,0.001,0.0392223558970339,0.00390105937288285,0.0486850499913415,0.0032785479269771,0.104009955735409,0.0330270387687335,0.00456972508559745,0.00555709585395419,0.0600696111582011,0.001,0.151306182156235,0.00314154339722382,0.00991613424596773,0.0348431569129625,0.0369698016448078,0.0530849807234845,0.001,0.001,0.0696275303274729,0.127570420802231,0.0499493463605513,0.0108886063489459,0.00593685384178371,0.0315474408868716,0.001
"heart",0.0477193589531272,0.0123723993061911,0.0141597765168353,0.0381265155278962,0.0122427720977259,0.0292522001121483,0.00487814763486128,0.0604447204571933,0.001,0.0377348447210383,0.016687751135284,0.103645468887552,0.0431098298308768,0.00732566598970908,0.001,0.0699925767097537,0.001,0.0941501189760218,0.001,0.00486389956622417,0.026232818206382,0.0320941784553164,0.0501724556708998,0.001,0.0035422226870858,0.0975212166641971,0.0936573170979729,0.0510155787406265,0.00880825539604924,0.00760977898642308,0.0266401316726082,0.001
"heavy",0.0333472454490419,0.0161922461383539,0.00832653611695528,0.0488714642786499,0.00658855861849874,0.0319679191595359,0.00401170631709554,0.0467280274286262,0.001,0.0284184775023098,0.00287313061564559,0.085088303872735,0.0546983793031697,0.00249850449251647,0.00476095856335377,0.0843551875228522,0.001,0.0991771232310154,0.001,0.00624476572380764,0.0280465675256094,0.0391208034381687,0.0628559637481793,0.001,0.001,0.0760106924717703,0.111450323719785,0.0478241106803981,0.0166593719467971,0.0141119143095191,0.0315239610868353,0.0032477567387747
"here",0.0133104118560265,0.00574509803921569,0.00207596571562757,0.0481057101483308,0.0138811657730291,0.0379807835309773,0.00197843528629016,0.0823638083310503,0.001,0.052607764862432,0.00452205393135298,0.0812414256454411,0.0371829804443401,0.00344608821572541,0.00344608821572541,0.0619044655786466,0.001,0.178200918424589,0.001,0.00737582351636596,0.0290964606734244,0.0207957548954379,0.0415875047291039,0.001,0.00574509803921569,0.0380654507977509,0.110661591848982,0.0415059684552464,0.0122679999478168,0.0192145773811853,0.0406906057166712,0.001
"hide",0.0284903464389051,0.0118143898250012,0.0021604697581581,0.0465963961335358,0.0116900122236148,0.0401627588676468,0.00745161769484287,0.0447755222666516,0.00240773955964041,0.0539406781122141,0.00581178418357084,0.0989386927142393,0.0421551895102375,0.00375197114077493,0.00657025483915889,0.0694106374184079,0.001,0.0877972794168032,0.001,0.0136256138885021,0.0216687329659618,0.0487173281344288,0.037398582679602,0.001,0.00348672091033879,0.100634285360619,0.0928096528979693,0.044216404842585,0.0127594268826688,0.0157144594531866,0.0410430518807347,0.001
