"word","a","ã","ɑ","ɒ","b","c","ç","d","e","ẽ","ə","ᶕ","ɤ","f","g","ɣ","h","ɦ","i","ĩ","ɨ","ᶖ","j","ɟ","k","l","ɬ","ʎ","m","ṃ","n","ṇ","ɲ","ŋ","o","õ","ø","ⱺ","ɵ","p","r","ṛ","ɽ","s","t","u","ũ","ʉ","ᶙ","ɯ","v","ᶌ","ⱳ","x","y","ỹ","z","ʔ","ἠ"
"egg",0.102987957892989,0.00740843802590897,0.00448595137006549,0.00224734844037415,0.0149889493049056,0.00514177491458224,0.00608789249965721,0.0147042955088041,0.0558461223720118,0.00224734844037415,0.0075020097510411,0.001,0.00190317103349861,0.00794223131701117,0.0273595036067738,0.00239776469470024,0.0295373172431183,0.001,0.0669524650789181,0.00254840545154036,0.0153383398201996,0.001,0.0263053044042829,0.00706426061903343,0.0706886187053093,0.0308829132591021,0.00938686332909651,0.00229024433356945,0.0369058345539501,0.001,0.0387960353606708,0.001,0.00703200451069419,0.0131534970710737,0.0544887328521327,0.00150176168527701,0.00190317103349861,0.001,0.00254840545154036,0.0185150662958667,0.0329787348184671,0.001,0.00164512216678472,0.0345935452771283,0.0425952907541495,0.0919115641009591,0.00726496529314423,0.001,0.001,0.00654838738811969,0.0315614716255787,0.00325792758374653,0.001,0.00867902095165216,0.00190317103349861,0.001,0.00434779306248133,0.0216230057127177,0.001
"eight",0.126806083222857,0.00275974991050722,0.0049681142500536,0.00241366156575737,0.0116726025511277,0.00156866324331394,0.00610007238270711,0.0210713186388672,0.0675224778371029,0.00194451439002337,0.00941425365951698,0.001,0.00215763588817481,0.00491426496230463,0.0121536353582926,0.0022998016990033,0.0297948360755799,0.001,0.0834080418003153,0.00301939779797639,0.0052843469537031,0.00151179691898255,0.0281378949737171,0.001,0.0568431465905704,0.0294965498115254,0.00667296974482603,0.0020235938379651,0.0406848361940136,0.00128433162165697,0.0499419441636713,0.001,0.00390654026660275,0.00728047109989776,0.0566250081757275,0.00290502186510171,0.001,0.001,0.001,0.0304983053875367,0.0274000448055281,0.001,0.0024927410136991,0.0580149474674408,0.0615458727743738,0.0490628319393089,0.00185299486497091,0.001,0.001,0.0024927410136991,0.0291288198092071,0.001,0.001,0.00732692774051083,0.00443822545572891,0.001,0.00849893406887112,0.0166590362076825,0.001
"eleven",0.115375149453558,0.00244980622621831,0.00753134351785141,0.00291136665041487,0.0155483262071665,0.00332453571389734,0.00628073454872488,0.0197150115764364,0.060804870460695,0.00152355754470823,0.0129202377676116,0.001,0.001,0.00505198192308944,0.0154480337639199,0.00297574522608665,0.0216360334430017,0.001,0.0899342819915275,0.00269993254000678,0.00808830357878141,0.00122447233288708,0.0219603304929622,0.00269782709965502,0.0642766622447927,0.0210535220772806,0.00550202986036213,0.0019540074147701,0.0495852455132584,0.00160215594060186,0.0574503149950388,0.00136476754094151,0.00322878254001362,0.00727787715480943,0.0577326237934928,0.00377802327212279,0.001,0.001,0.001,0.0224527934941057,0.0268940355319574,0.001,0.0045308234698927,0.0455030021872845,0.0724646716427712,0.0555170183311392,0.00164847562834046,0.001,0.001,0.00376991732676854,0.0235074549073751,0.00242165810828485,0.001,0.0095114366861737,0.00194569362466317,0.001,0.00470622522860874,0.0182188994259498,0.001
"empty",0.134197766358661,0.00409072029351701,0.00809281899129949,0.00259343355677854,0.0181040729631192,0.00650798265841013,0.00549186021021541,0.0135450142013432,0.0414301025693643,0.00259343355677854,0.00316330345090166,0.001,0.00215376184048089,0.00514118089172604,0.0109099247002054,0.00330752368096178,0.0447981345642453,0.00196146820040074,0.0643905393010447,0.00355490175717928,0.0109011847602412,0.001,0.0118534744621313,0.00311523004088163,0.073024092515931,0.02465927215209,0.00240522275443185,0.001,0.0427075465156875,0.001,0.0369657776449511,0.001,0.00318619555091121,0.0178598228669877,0.0806482963278546,0.003595964141082,0.00259343355677854,0.001,0.001,0.0262408294705204,0.0353618098404364,0.001,0.00164097880026716,0.0446193744042555,0.0549810639577145,0.0706546002900577,0.001,0.001,0.001,0.00182411560034349,0.0240559193049038,0.001,0.001,0.0148018552057526,0.00340367050100185,0.001,0.00244220230060111,0.0154301232875529,0.001
"eye",0.107226320930862,0.00205608888044018,0.00632716511421601,0.00159415335994677,0.0136058243301756,0.00795729559399719,0.00131987307436409,0.0186736075468111,0.06241470591765,0.0020395874916833,0.00584192092006463,0.001,0.001,0.00689099578620537,0.0128317024680797,0.00241761930684086,0.0230610162329723,0.0015940499952476,0.100733670133371,0.00541247135358912,0.00986165922124006,0.001,0.0188294495461661,0.00325738998194088,0.0575605168450977,0.0259886164659618,0.00221285207363052,0.00512864746697082,0.0420889748281215,0.001,0.0548117984468034,0.001,0.00773916716830888,0.0098266962107531,0.0672034153074323,0.0020395874916833,0.00505944499889111,0.001,0.001,0.0212934078932083,0.0255889727639478,0.001,0.00265013887568778,0.0438562168472099,0.0601315360879233,0.0604586303961803,0.00299017084877863,0.001,0.001,0.00540787767898546,0.0236316546800579,0.001,0.001,0.00934970271098016,0.0015940499952476,0.00238611665557773,0.0102275765928461,0.0238276634838511,0.001
"F_fs",0.249135012220751,0.0044044726872785,0.017769891509498,0.00178570206525724,0.0632083506456475,0.00344904205195052,0.00392923269108042,0.00626643505990934,0.0492147748676161,0.001,0.00692140616725732,0.001,0.0033761999809904,0.00405511426127337,0.0104305439008604,0.001,0.0205178223227838,0.00314353062582318,0.0801593872184365,0.00201837142042446,0.00675167759718658,0.001,0.02477992784934,0.0024709809406131,0.028750116740927,0.0120533710680356,0.00261646257210231,0.001,0.0451575057500513,0.001,0.0222940109238777,0.001,0.001,0.010921847267564,0.0440005334326488,0.001,0.001,0.001,0.001,0.0585191952344097,0.00711507791026305,0.001,0.00303674284084891,0.0227333392819156,0.0790143241860949,0.0181797642163034,0.001,0.001,0.001,0.00303674284084891,0.0230986598232107,0.00303674284084891,0.001,0.00817386089499006,0.00201837142042446,0.001,0.00303674284084891,0.020418711829808,0.001
"F_ms",0.248320315084411,0.0044044726872785,0.017769891509498,0.00178570206525724,0.0632083506456475,0.00344904205195052,0.00392923269108042,0.00626643505990934,0.0492147748676161,0.001,0.00692140616725732,0.001,0.0033761999809904,0.00405511426127337,0.0104305439008604,0.001,0.0205178223227838,0.00314353062582318,0.0801593872184365,0.00201837142042446,0.00675167759718658,0.001,0.0239652307130005,0.0024709809406131,0.0295648138772665,0.0120533710680356,0.00261646257210231,0.001,0.0451575057500513,0.001,0.0222940109238777,0.001,0.001,0.010921847267564,0.0440005334326488,0.001,0.001,0.001,0.001,0.0585191952344097,0.00711507791026305,0.001,0.00303674284084891,0.0227333392819156,0.0798290213224345,0.0189944613526429,0.001,0.001,0.001,0.00303674284084891,0.0230986598232107,0.00303674284084891,0.001,0.00817386089499006,0.00201837142042446,0.001,0.00303674284084891,0.0196040146934684,0.001
"fall",0.115072133034595,0.0110910980977403,0.00699920412125414,0.001,0.0252441279179064,0.00830529723532793,0.0043278118760683,0.020604739216197,0.0592275785589327,0.0024078529615439,0.0091572680968595,0.001,0.00383556975684485,0.00835500893637561,0.0086961771220313,0.00206496357691446,0.0342377285396709,0.001,0.0716111930667609,0.00212320377252697,0.00904915477350439,0.001,0.0294611515930391,0.00391200978062549,0.0658637140352281,0.0295445603391057,0.00206496357691446,0.00281890938193459,0.0186922654745077,0.001,0.0299686723090336,0.001,0.00548948707893004,0.0157316499454073,0.0540735459126492,0.00358586468519544,0.001,0.001,0.001,0.0293716550310925,0.0314434932625442,0.001,0.00421485879781054,0.0263067080095209,0.0736639564954112,0.072806059739009,0.00159904201201439,0.001,0.001,0.00513530939503364,0.0337893814030784,0.00152416176051259,0.001,0.00979094152631112,0.00309664704205035,0.001,0.00612196047595836,0.0225189202760279,0.001
"far",0.151408918620504,0.00441481963609014,0.0102576036333131,0.00248781567300182,0.016490597649046,0.00372240653269031,0.00244638259712459,0.0223036886888748,0.0448582202055516,0.00161987825591054,0.00851983987354984,0.001,0.0021985391535769,0.00445237750861286,0.0196843794812032,0.00208478694784344,0.0395059469366681,0.00208478694784344,0.081088705955928,0.00208478694784344,0.0110114652682213,0.001,0.0303929815630675,0.00441621794368475,0.0582256336188906,0.0313574523454503,0.0029526165061182,0.00154239347392172,0.0303259846202569,0.001,0.039747977575184,0.001,0.002660052753518,0.0113970489286813,0.0519387047474785,0.001,0.001,0.001,0.001,0.0172959105942704,0.043830515967876,0.001,0.00202452100629659,0.0277756691397931,0.0633242296259479,0.0550228214378696,0.001,0.001,0.001,0.00262718042176517,0.0295901626698294,0.001,0.001,0.0136248538120446,0.00248781567300182,0.001,0.00990041862444882,0.018812890437207,0.001
"fart",0.0842412669792329,0.001,0.00249222485262034,0.00254729301087747,0.015324565056218,0.00185960722826526,0.00742287861830173,0.0162643606597559,0.0478033196557543,0.00553174271611815,0.00820573520118616,0.001,0.00185960722826526,0.0138515126753998,0.00714024393688322,0.001,0.0277466418215617,0.001,0.120702043258558,0.0121507183737607,0.009731538031357,0.001,0.0175107911407405,0.001,0.0496780493210888,0.00919110796829777,0.0104219092269503,0.001,0.0196289166468343,0.001,0.033836802901325,0.001,0.00429720772556032,0.00988465470928452,0.0382094821062931,0.001,0.001,0.001,0.001,0.0588462824231287,0.0302877662720767,0.001,0.00196705813179842,0.0736615623893626,0.0858036200081876,0.0755650839143853,0.00254729301087747,0.001,0.001,0.0017033150049443,0.0172008053202409,0.00357882168479578,0.001,0.00952853171471748,0.00296481652174917,0.001,0.0177809534124811,0.0220298691407636,0.001
"feather",0.119400818239657,0.00915231873914509,0.00723089387413371,0.00168228137027381,0.0250809358726157,0.00795450687445645,0.00272838283333083,0.0111758306126412,0.055075847393843,0.00231896653264444,0.00975524029442031,0.001,0.001,0.014381876483988,0.0100618689711031,0.00553638178189076,0.0334015442950205,0.001,0.0863306768954134,0.00354674064948253,0.00964084589990673,0.001,0.0240516510837973,0.001,0.0432300154002013,0.0398952237133196,0.0073516924531737,0.001,0.0300319438589215,0.001,0.0345247965925272,0.001,0.00649140952544671,0.00703334987198838,0.0592527881125423,0.00311482298560773,0.001,0.001,0.00259171290592658,0.0483538034779189,0.0218610858125227,0.001,0.00692913057457652,0.045031943100963,0.0659615361404892,0.0605282676015851,0.00239274879268576,0.001,0.001,0.00338756935888988,0.0273753527900736,0.001,0.001,0.00696892339722469,0.00382167287868804,0.001,0.00459272341623429,0.0137698785407292,0.001
"few",0.139349751834345,0.00438497657462852,0.00387150005544467,0.001,0.0165176226581229,0.00578991570430567,0.00464093561614145,0.020754424504674,0.0595302675846276,0.001,0.00725828089191986,0.001,0.001,0.00598754475176631,0.0157937534322889,0.00157754860649072,0.0334875544298885,0.001,0.0931464506537486,0.00722128197309085,0.00575459184144938,0.001,0.0213290762796751,0.00347520831353167,0.0692631848865631,0.021621181368624,0.00450448182449804,0.00232011110055022,0.0349972313993023,0.001,0.042859638291774,0.001,0.00296366526206846,0.0118992964797917,0.050284174670371,0.00164974218230206,0.0017425624940595,0.001,0.00243575002772233,0.0282233530046966,0.0307073877587538,0.001,0.00325243956531382,0.0548091391540743,0.0650408794523378,0.043607735424321,0.001,0.001,0.001,0.00251606509203815,0.0195394977841335,0.001,0.001,0.0109794023665032,0.00437865934797073,0.001,0.00548393506028237,0.0180498002958083,0.001
"FF_fs",0.182654847966037,0.0087843646467475,0.01340766679713,0.00253451840713192,0.0276997287367041,0.00466552822179685,0.0031312323037035,0.0166977050241463,0.0448856991431305,0.00339773368062082,0.00878436464674751,0.001,0.00223616145884613,0.00503325784902542,0.0134643352434765,0.00211883855607171,0.0231325713193547,0.001,0.0853193719111928,0.00219875559579112,0.00435651566821514,0.00211883855607171,0.0298042609866943,0.00275817487382698,0.0642210297909393,0.013607083778642,0.00140685038402608,0.00288249026894606,0.0378031794124541,0.001,0.0260353943192481,0.001,0.00459421763250876,0.0106523137084078,0.0481304598950205,0.00342415020482204,0.001,0.001,0.00189507084485737,0.0408287146858077,0.011018367809512,0.001,0.001,0.0423179886546606,0.0667475782812106,0.0524284318227553,0.00249178474142895,0.001,0.001,0.00267825783410757,0.0274950507962242,0.001,0.001,0.00323767711214343,0.001,0.001,0.00678610492020443,0.0251333315096103,0.001
"FF_ms",0.183498853129413,0.00874961301886024,0.0133522754275,0.00252766787852866,0.0275805335191295,0.00464916425652097,0.00312171787377626,0.0166276259838599,0.0446897808433843,0.00338702951240376,0.00826153263201488,0.001,0.00223064288090486,0.00501525223362798,0.0146816551652416,0.00211384374108925,0.0230337651973933,0.001,0.0848368657874379,0.00219340400830991,0.00434153122326775,0.00211384374108925,0.0303121526736262,0.00275032587885454,0.0639387930508012,0.0135508021546302,0.00140503408766882,0.00287408629453112,0.0376388795043628,0.001,0.0251810666719777,0.001,0.00457817201807792,0.0112457051599748,0.0479200560562034,0.00341332810569337,0.001,0.001,0.0018910749928714,0.0405448275675232,0.0109736429532195,0.001,0.001,0.0421335333481666,0.0664540623067409,0.0527292423907319,0.002485124988119,0.001,0.001,0.00267076561163387,0.0276526889937123,0.001,0.001,0.0032276874821785,0.001,0.001,0.00676027409466781,0.0256620755602792,0.001
"finger",0.114886759290213,0.00470279728472181,0.00833375596536716,0.001,0.0169473435176541,0.00568240337339349,0.00384050326810388,0.0205995057926544,0.047815726732535,0.00133156278804517,0.0120084614823509,0.001,0.00405663683204416,0.00309989765761942,0.0133547327975681,0.0019799522402224,0.0238918057706527,0.00146418790326324,0.0960292722940822,0.00425484136931011,0.00638432665860601,0.001,0.0220089197892011,0.0047908678766498,0.0596578609433087,0.0317462521737135,0.00827607656595263,0.00432667997338656,0.04337238411735,0.0021604697581581,0.0445973866349859,0.001,0.00542095255778587,0.0150951019757036,0.0520040777503248,0.00463072791294487,0.00166312557609034,0.001,0.001,0.029367257513616,0.0298275939299474,0.001,0.00256018711930145,0.057917693487252,0.0494672146000652,0.0596042148838695,0.0022433604551694,0.00146418790326324,0.001,0.00510596790914295,0.0194225502524625,0.001,0.00158023487907905,0.00787227640298243,0.0021604697581581,0.001,0.008307390829268,0.0216840434524601,0.001
"fingernail",0.0906691118017076,0.00469965490950427,0.00623601029132567,0.00223616145884613,0.0159672894749937,0.0060898274630183,0.00398900853002515,0.00970901941907017,0.0500345152774844,0.00189507084485737,0.0128317689290273,0.001,0.001,0.0101159815751798,0.0138153022235619,0.00293932016385764,0.0255104727198387,0.00189507084485737,0.101605910738544,0.00394627486432218,0.00739950905945374,0.00174589237071448,0.0173296028163513,0.00269601717626744,0.0593517191920059,0.0291040968723899,0.00984597800631205,0.00286473092678619,0.0386697747969465,0.001,0.0419322264646236,0.001,0.0051450304601133,0.012012790562373,0.0531565646080705,0.00394627486432218,0.001,0.001,0.001,0.0316338127256581,0.0327095165514918,0.001,0.00295029866628374,0.073836036461691,0.061561014433808,0.0549828311244224,0.001,0.00163933631775526,0.001,0.0056692037469138,0.0220894299398905,0.001,0.001,0.0114975471506982,0.00554128627931694,0.001,0.00459626678737336,0.0279074401079449,0.001
"fire",0.118122252507193,0.00288084257017879,0.00858751527677505,0.00181913619569372,0.0118146600416189,0.00798735578488413,0.00634908339349669,0.0211123855632201,0.0452179686557314,0.00170780424965671,0.0115518668842659,0.001,0.00312341274897014,0.00599518126866834,0.0133429690433385,0.00351786639486983,0.0367452758110931,0.001,0.109520715236501,0.00373020766976685,0.0125828165351162,0.001,0.0217675725029018,0.00630179087957149,0.059287631317546,0.0229019080380273,0.00483072239359664,0.00184936509958806,0.0377067080293988,0.001,0.0395825999182605,0.001,0.00184936509958806,0.0115867292770083,0.0561487052030561,0.00376043657366119,0.001,0.001,0.001,0.0319643377003041,0.0201338952417561,0.001,0.00241560849931343,0.0406625278318742,0.0572098263349123,0.0597703896128409,0.001,0.00241560849931343,0.001,0.00422567064452655,0.0249761795373975,0.001,0.001,0.0117031169676857,0.00418511912345522,0.001,0.00238021828683059,0.0296746515565473,0.001
"fish",0.147995164766622,0.00514274154393915,0.0090497803192414,0.00329068289846733,0.0196299571598973,0.00621276665887444,0.00164232795669921,0.0157643345317996,0.0382241783219827,0.00174925224625823,0.0084819306046851,0.001,0.00314083244921568,0.00561336486186786,0.0166917062485925,0.00212387836938735,0.0266819087298129,0.001,0.09173177658507,0.00264835494176812,0.00488195195480625,0.00189910269550988,0.0322245306327143,0.00228443242215697,0.0641073827820335,0.0355276542881333,0.00539929279150836,0.00389008469547392,0.0394333462866397,0.001,0.0390693733368384,0.001,0.00666220626100866,0.0110827945139322,0.0542393812423753,0.00640554326781872,0.001,0.001,0.001,0.0253310747302763,0.0270828978393849,0.001,0.00181736608682716,0.0524434136569865,0.0517567612737273,0.0491617574641527,0.001,0.001,0.001,0.00426471081860303,0.0314218107990563,0.00189910269550988,0.001,0.00885287711435416,0.001,0.001,0.00385251033754028,0.0141937008184513,0.001
"five",0.135030777059582,0.00338677710657979,0.00467464944246183,0.00294712777088994,0.0144114265509449,0.00802065081779661,0.00791760776049467,0.0178722227797496,0.0478362422648093,0.0032422398561574,0.00943566332128415,0.001,0.00294712777088994,0.0048524828152621,0.0108006257256831,0.00154956166961232,0.0271788474514797,0.001,0.0890212729379963,0.00143964933568985,0.00637875578375196,0.00136637444640821,0.0199036526054121,0.0034180713462942,0.0545616800688059,0.0154711163354787,0.00679405945817616,0.00209912333922463,0.0539126097303592,0.00131403523977847,0.0546457642146529,0.00131403523977847,0.00370784022663524,0.0106706500292192,0.0595981139507342,0.00284686027757594,0.001,0.001,0.001,0.0314149330595174,0.0227791546790729,0.001,0.00345994271159799,0.0574935711315727,0.0684779069304719,0.061276524401762,0.0013996812142635,0.001,0.001,0.00269579029480372,0.0203351338527946,0.00173274889281642,0.001,0.00574891068153882,0.00168389896662866,0.001,0.00372861730563068,0.0162054911478795,0.001
"flat",0.189731530175211,0.00455038640667383,0.0114827285412269,0.001,0.0326589518148176,0.00173816863314791,0.00218106981303665,0.0134719608828314,0.0572176304708282,0.00291923844618455,0.0075835364798976,0.001,0.00302483789816816,0.0160234892289245,0.00682098623954557,0.001,0.0294728721131301,0.001,0.0652192861920035,0.001,0.00659148126213994,0.001,0.0192551742574773,0.00643432717546029,0.0418136371837254,0.0403659293315602,0.00676907177906363,0.00843792775114746,0.0257219221991571,0.001,0.0354749079948385,0.001,0.00256466513692889,0.00760566289663126,0.0292729627079625,0.001,0.001,0.001,0.001,0.064580711203324,0.0310161538336077,0.001,0.00345608836120121,0.0379626232647882,0.0744627303758509,0.0233347733732526,0.00165614989613147,0.001,0.001,0.00218106981303665,0.0318906653023154,0.00165614989613147,0.001,0.0150252040298102,0.001,0.001,0.00387966884359897,0.0154936687952313,0.001
"flesh",0.124325938317149,0.00548257133801067,0.0114947786829774,0.00146922749636635,0.0115555425017531,0.00653777423693386,0.00414107121950662,0.0238038935413457,0.0406599013110282,0.00171387982261514,0.0154210112372843,0.001,0.00350899060248601,0.00431954117516041,0.0137716499693576,0.00260622960088407,0.0243457828535313,0.001,0.101273933550385,0.00683373738931293,0.00897537685715836,0.001,0.0233259545355097,0.00503203032279643,0.0398237928023336,0.0309052396417923,0.00328441543236845,0.00292747552106088,0.048526125213977,0.001,0.0563955874612244,0.001,0.00383002358251003,0.0107665558589205,0.0511172344322867,0.00385551929046057,0.00185665578713817,0.001,0.001,0.022306126217488,0.0205705054228351,0.001,0.00290367952697371,0.0698427691248744,0.0554795481589447,0.0479196467749833,0.00153540986696136,0.00171387982261514,0.001,0.00421245920176814,0.026320946461498,0.001,0.001,0.00921981624325435,0.00185665578713817,0.001,0.00471217507759874,0.0245189407274422,0.001
"flower",0.114995374893037,0.00235794669165071,0.00374995722840034,0.00191665240946678,0.0220752214392078,0.00537534349290836,0.001,0.0162346727557734,0.0581694215499462,0.001,0.0120046596150103,0.001,0.00179206666033013,0.00850235719038114,0.0172640050209483,0.00406265775327652,0.0271029588593033,0.001,0.0811184919654267,0.00567896904603491,0.00719544720083642,0.001,0.0303009269442973,0.00825306756102308,0.0472152037572625,0.0436967553932196,0.002485124988119,0.0015940499952476,0.025886216380542,0.001,0.0402874932057139,0.001,0.001,0.00960712437558745,0.06353460999392,0.0027821499857428,0.001,0.001,0.001,0.028429487565102,0.0262367524965187,0.00152804444022009,0.00517544095482504,0.0596833008208828,0.0515825218387522,0.0738262778641165,0.00548095238095238,0.001,0.001,0.00232011110055022,0.0325547166232367,0.001,0.001,0.00920354755341924,0.00290095998479232,0.001,0.00220695872050306,0.0166320013035154,0.001
"fly_n",0.106521956865547,0.00361147658660326,0.00645954879008771,0.00216994874719426,0.0283414068891115,0.00496261867798794,0.00185299486497091,0.0162443060030654,0.0399983718358968,0.00258426053875156,0.0103185895201863,0.001,0.0020235938379651,0.00689188460685467,0.0137725826328621,0.00291923844618455,0.0296244521945121,0.001,0.0865456778182097,0.00407078151389529,0.00556161880553098,0.00241366156575737,0.0233199742839233,0.00626635503920933,0.0550008641931565,0.0259116391555513,0.00284815554077031,0.00429012305060209,0.038940247465996,0.001,0.0474189249252661,0.001,0.00637386764931675,0.0146743200615456,0.0597864644900112,0.00731838203934012,0.001,0.001,0.001,0.0348476480147906,0.0404860349674721,0.001,0.00185299486497091,0.0439180113765712,0.0457926969607608,0.0655633252383751,0.00163974614872818,0.00241366156575737,0.001,0.00497264616067011,0.0298415083548816,0.00326665643072829,0.001,0.0117355496577053,0.00667863589061194,0.001,0.00983458967291303,0.0161180060592006,0.001
"fly_v",0.128584541967069,0.00664581110316056,0.0101748515547521,0.00261413964523783,0.0268847774557299,0.00298028366746591,0.00217689150001883,0.0215606394164467,0.0414963439283573,0.00308489624524536,0.0144132950032848,0.001,0.00337643401427155,0.0184514595799761,0.0104878168076959,0.001,0.0356678713322313,0.00194151320001506,0.0740130467257628,0.0064582474648004,0.0104900893032743,0.001,0.0377247355075284,0.00638019244529808,0.0391617998470896,0.0284328440936451,0.00501620537348139,0.0023730400833553,0.0222014862295339,0.001,0.0433364002637249,0.001,0.00429529620005272,0.00676320201221342,0.064148303761709,0.00329774054765581,0.001,0.001,0.001,0.0499796391588844,0.0403642185530108,0.001,0.00256918866669177,0.0243655615109688,0.0492746277206225,0.0545620011618204,0.001,0.001,0.001,0.00657634102863455,0.0316494996360548,0.00335378300003766,0.001,0.00763916252550305,0.00230030191189947,0.001,0.0044522150667219,0.0232792637790661,0.001
"FM_fs",0.189964887946788,0.00753128792919212,0.00906861731083288,0.00300908183632735,0.0223663364468754,0.00341940361700841,0.00255544365813827,0.0180692620530944,0.055635718710814,0.003884068227182,0.00384626504566624,0.001,0.00225301820601222,0.00580640450700331,0.00724292540460205,0.001,0.0225790307355903,0.00164805454027011,0.0771583699582339,0.00225301820601222,0.0039163581927055,0.001,0.0256116713182581,0.00795578539889917,0.0639233357763026,0.0119917250635814,0.00150404242021008,0.00175606363031513,0.0576016327832332,0.001,0.0421035866742181,0.001,0.00489372769612291,0.0118765153675333,0.0507410009706417,0.00326819089094538,0.001,0.001,0.001,0.0291762477013702,0.00911339557537162,0.001,0.001,0.0312194815275654,0.0665529060729387,0.0498246110952698,0.00213409544547269,0.001,0.001,0.00346260725302641,0.0234676908808645,0.001,0.001,0.00629244541220589,0.00213409544547269,0.001,0.00614663314064512,0.0290409599271875,0.001
"FM_ms",0.190596853885041,0.00753128792919212,0.00952225548902196,0.00300908183632735,0.0223663364468754,0.00341940361700841,0.00255544365813827,0.0180692620530944,0.0550686709880776,0.003884068227182,0.00334931046996915,0.001,0.00225301820601222,0.00580640450700331,0.00724292540460205,0.001,0.022011983012854,0.00164805454027011,0.0770503608681889,0.00225301820601222,0.0039163581927055,0.001,0.0262597258585283,0.00795578539889917,0.0642635644099444,0.0119917250635814,0.00150404242021008,0.00175606363031513,0.0549174941341245,0.001,0.0419955775841731,0.001,0.00489372769612291,0.0125245699078034,0.0507410009706417,0.00326819089094538,0.001,0.001,0.001,0.0286091999786338,0.00911339557537162,0.001,0.00164805454027011,0.0316731197057544,0.0665529060729387,0.0501702401834138,0.00213409544547269,0.001,0.001,0.00346260725302641,0.0237486272764716,0.001,0.001,0.00629244541220589,0.00213409544547269,0.001,0.00614663314064512,0.0296890144674576,0.001
"FoB_fs",0.178142137824941,0.00714723292070007,0.0131903444024835,0.00307510799996252,0.0380005299781241,0.00229419720808774,0.00580829577152424,0.00994886581260313,0.0461563484437455,0.001,0.00637747799728065,0.001,0.00307510799996252,0.00635481685856992,0.0108247179536151,0.001,0.0216790919127654,0.00193709295024974,0.0818918926883842,0.00295227697968695,0.0114346885631078,0.001,0.0369835499911686,0.00217136618781217,0.0501551324988113,0.0171648002784322,0.00311961500651726,0.00217136618781217,0.0360981683585771,0.001,0.0383122057317891,0.001,0.00448063095807045,0.010285401177673,0.0501612944263699,0.0031084591380619,0.001,0.001,0.001,0.0332354528928986,0.0163653489335084,0.001,0.00217136618781217,0.0466031608011029,0.0668584467321641,0.0429794901246364,0.00401220095021225,0.001,0.001,0.00334273237562434,0.0286684130806871,0.001,0.001,0.00920525771617953,0.00217136618781217,0.001,0.00591973798881111,0.0179648118216615,0.001
"FoB_ms",0.175620537015803,0.00717622930240149,0.0132478460270235,0.00308489624524536,0.0375025513513255,0.00230030191189947,0.00641942216196538,0.00999107744379465,0.045657493925458,0.001,0.00640284345953197,0.001,0.00308489624524536,0.00638007542865751,0.00969416946281142,0.001,0.0217766347991464,0.00194151320001506,0.081600948791351,0.00296148583336472,0.0112877602088426,0.001,0.0377417294675514,0.00217689150001883,0.0523484821647176,0.0172410493363493,0.00375740567382755,0.00217689150001883,0.0362637257564949,0.001,0.038880503868895,0.001,0.00390860327861797,0.0103292002398318,0.0500008901579346,0.00311840470003389,0.001,0.001,0.001,0.0306414267492677,0.0164378269945155,0.001,0.00230030191189947,0.0459496120382461,0.0677575455327969,0.0439621009208344,0.00402640944526042,0.001,0.001,0.00335378300003766,0.0301719645464985,0.001,0.001,0.00924396176201057,0.00217689150001883,0.001,0.00594294430007909,0.0179607708403607,0.001
"foot",0.126891928349581,0.00498497826555249,0.00729881140194139,0.00293012228817474,0.0135714650964239,0.0140228393286208,0.00612595105069545,0.0184449232815993,0.0446480460814326,0.0039159904354319,0.0139037271682462,0.001,0.00208952400875106,0.00929097554527045,0.0214245766455583,0.00245269867833474,0.0291291761801136,0.001,0.0808336888294528,0.001,0.0153511293071997,0.001,0.0267217386119146,0.00815972920036409,0.0570862843310612,0.0280512752720216,0.00281587334791843,0.001,0.0389946725867809,0.001,0.0337518709029574,0.001,0.00402645557986405,0.00916278304969046,0.0667136495706169,0.00249431268467432,0.001,0.001,0.00208952400875106,0.0321534690375262,0.0234735944344762,0.001,0.001,0.0434137215276247,0.0571503710538305,0.0477053458066192,0.00474599563609317,0.001,0.001,0.00187161920700085,0.0298509435373698,0.001,0.001,0.010874468412057,0.001,0.001,0.00584232892778247,0.0275394213306249,0.001
"four",0.142941598151403,0.00226558477248402,0.00786052532615928,0.00154239347392172,0.0176157996843235,0.00701292694114876,0.00230174433741213,0.0150653412944551,0.0497553565626957,0.00350377593517401,0.0103039866436898,0.001,0.001,0.00410627881572948,0.0148032666996479,0.00186782955827475,0.0263589795000626,0.001,0.0822744680566913,0.00299404958199543,0.00751770335982781,0.001,0.0244631364913062,0.00229571774325745,0.0509175333044725,0.0324244690784481,0.00581094401948346,0.0017231912985623,0.0356615489187804,0.001,0.0613848641910335,0.0017231912985623,0.00434906446596111,0.00945685436121087,0.0510529302448238,0.00198147390519169,0.0029526165061182,0.00186782955827475,0.00248781567300182,0.0340024679461371,0.0296753994322249,0.001,0.00415104780087857,0.0471631277906014,0.0633140949545792,0.0543469910508077,0.00148212753237486,0.001,0.001,0.00226558477248402,0.0281246602263612,0.001,0.001,0.00868638200296623,0.00248781567300182,0.001,0.00396508432410541,0.017690426739893,0.001
