"word","a","ã","ɑ","ɒ","b","c","ç","d","e","ẽ","ə","ᶕ","ɤ","f","g","ɣ","h","ɦ","i","ĩ","ɨ","ᶖ","j","ɟ","k","l","ɬ","ʎ","m","ṃ","n","ṇ","ɲ","ŋ","o","õ","ø","ⱺ","ɵ","p","r","ṛ","ɽ","s","t","u","ũ","ʉ","ᶙ","ɯ","v","ᶌ","ⱳ","x","y","ỹ","z","ʔ","ἠ"
"oB_fs",0.162607024483363,0.00476652780193417,0.011126581849145,0.00283401661407475,0.0284237686781479,0.00681910222892159,0.00314459876926645,0.0150980064503805,0.0453890142391894,0.00615695855867794,0.00926278011059485,0.001,0.0035241991811674,0.00169018256709265,0.0069848688317891,0.00141410954025559,0.0228924383633803,0.0014601217113951,0.0897940559995371,0.00389876678178912,0.00736826047927496,0.00179874276343578,0.0243316067415503,0.00407634523484152,0.0548361923324529,0.0186049870524738,0.00446734575372735,0.00203527385063897,0.0302772424411056,0.001,0.0603370005989829,0.001,0.00627989663825875,0.010294561505981,0.0515044199948913,0.00389876678178912,0.001,0.001,0.001,0.0392727248346798,0.0282443875160351,0.001,0.001,0.0423504045539477,0.0452641668337745,0.0491064919313236,0.00228834079190628,0.001,0.001,0.001,0.0245368688296857,0.0014601217113951,0.00182821908051118,0.00856452044746825,0.00403680329520765,0.001,0.00531857091980828,0.0273306143247505,0.001
"oB_ms",0.16896702204914,0.00476652780193417,0.00908551046494247,0.00214383404698211,0.0263826972939453,0.00750928479601424,0.00311512245219105,0.0168234628681122,0.0507023943287764,0.00661708027007304,0.00926278011059485,0.001,0.0049045643153527,0.001,0.00767505139888175,0.00141410954025559,0.0247032530473532,0.0014601217113951,0.0916969879345212,0.00320858421469647,0.00757839596145557,0.00179874276343578,0.0291858907967686,0.00324812615433034,0.0543201986989598,0.0160643549530423,0.0037771631866347,0.00203527385063897,0.031989701914392,0.001,0.0537288659674179,0.001,0.00627989663825875,0.0119509996670033,0.0477425132610364,0.00376073026837059,0.001,0.001,0.001,0.0373006717071865,0.0272339124329583,0.001,0.00203527385063897,0.041448237341248,0.0501383197810758,0.0453252309843857,0.00228834079190628,0.001,0.001,0.001,0.0202478771627528,0.0014601217113951,0.001,0.00856452044746825,0.00403680329520765,0.001,0.00531857091980828,0.0267028768470615,0.001
"oBD_fs",0.134008365400525,0.00622899424457798,0.0107340267704756,0.00297048139745354,0.0209416949874792,0.00177484781988817,0.00522122982665252,0.015001126228448,0.0642279380543225,0.00239472607579871,0.00272188404419594,0.001,0.00436520747325225,0.00509562419083749,0.018305157534748,0.00531871224447562,0.0172408054030771,0.00223975651182108,0.0913152505206286,0.00233651499936322,0.0118194845822324,0.00177484781988817,0.0312395413344571,0.00430400477311624,0.0455304055582629,0.0167076750116509,0.00555330746374745,0.00642393473921722,0.041866302409167,0.001,0.0506228381845595,0.001,0.00794310607093737,0.00873908610409522,0.0525692264946923,0.00322876400408293,0.001,0.001,0.001,0.0314335178065977,0.0357340894615042,0.001,0.001,0.042776441118242,0.0544569645237626,0.0417193380158754,0.001,0.001,0.001,0.00188554036558648,0.0334323826388021,0.00271219879082415,0.001,0.0143008561135909,0.00404303871083356,0.001,0.00770595567757765,0.0150348084986758,0.001
"oBD_ms",0.136290985906197,0.00646667580114971,0.00880028255177956,0.00306004873370143,0.024401077797065,0.00181006817533764,0.00541310390968218,0.0147117488566279,0.0625059223581659,0.00245812271560775,0.00352021210105042,0.001,0.00451817144930917,0.00528178892678465,0.0138042196963964,0.00551501734649724,0.0204469398220079,0.00229610908054022,0.0991635619106651,0.00192579220038587,0.00927127276901754,0.00181006817533764,0.0325669138849791,0.00305497814176561,0.0425785429125891,0.0166115920641156,0.00576027598482688,0.00505034087668818,0.0371218194682305,0.001,0.050285574153721,0.001,0.00777757040032489,0.00877174497914835,0.0535390002804654,0.00333007145881397,0.001,0.001,0.001,0.0315284653795424,0.0347052636786675,0.001,0.00279002600858888,0.0438110637537109,0.0547850013063093,0.0361375335398976,0.00229610908054022,0.001,0.001,0.00192579220038587,0.0325274145859728,0.00279002600858888,0.001,0.0149054404823905,0.00418135865223508,0.001,0.00801077184474027,0.0176861185894548,0.001
"oBS_fs",0.125663309843051,0.00814061048561279,0.0136267858759798,0.00213903553839067,0.0199840341739856,0.00264037474032868,0.0047144238807067,0.0179264232695018,0.062296084862644,0.00165614989613147,0.00436099768665407,0.001,0.00173816863314791,0.00272239347734511,0.0143288559394927,0.00427065486687072,0.0160855631564982,0.00252844328745919,0.0881348685204552,0.00293059488669452,0.0089891316012919,0.00213903553839067,0.0254273750936048,0.00325924339236177,0.0456572419275179,0.0199866158793275,0.0053377662820316,0.00542901179888743,0.0363088706548901,0.001,0.0515788783684868,0.001,0.00716802205931639,0.00626411166669112,0.0531264100921827,0.00567506800993673,0.001,0.001,0.001,0.0349365337875106,0.0326794077384626,0.001,0.00247633726629581,0.0520949678545611,0.0662668619455283,0.0493996168606843,0.001,0.001,0.001,0.00218106981303665,0.0351690706943515,0.00263114796048928,0.001,0.0147747546139992,0.00313248716242728,0.001,0.00405109701701134,0.014972091899775,0.001
"oBS_ms",0.131181428771334,0.00840345504336541,0.0118465767850801,0.00218096322692039,0.0168607689817418,0.00439194684931432,0.00561649162479404,0.0176748069551312,0.063497456772465,0.00168030265304429,0.00516501804595556,0.001,0.00176534048467482,0.00278579446424125,0.0121590193695921,0.00439104707055921,0.0178892595036381,0.00258470500356198,0.0889360476746837,0.00300165972914953,0.00846669468806789,0.00218096322692039,0.0297571426841108,0.00202045397956643,0.0464168255282101,0.0200052070623321,0.00549743866051129,0.00406136193869929,0.0350232127260784,0.001,0.0477694959577373,0.001,0.00540253002612945,0.00420051475409471,0.0540265553782324,0.00584715640294054,0.001,0.001,0.001,0.0322642724859072,0.0334883620139013,0.001,0.00187467483962837,0.0522553494885518,0.0648816473288021,0.0459693727191507,0.00202045397956643,0.001,0.001,0.00222454477547972,0.0353016779904844,0.00269119021670361,0.001,0.0152818007961096,0.00321098362239393,0.001,0.00569408830600558,0.0181539394144368,0.001
"old_an",0.137117321255675,0.00668597269474966,0.00985446588883551,0.00269274887927993,0.0230624700134721,0.00484098079118996,0.0032785479269771,0.0140002168487663,0.060930284751437,0.00263849773816142,0.00941469181662767,0.001,0.00156963698174427,0.00853729187273058,0.021973768830193,0.00213927396348855,0.0197619657093313,0.00150634398377269,0.0767330373022824,0.00544870684809984,0.0102501593898526,0.001,0.0280860124046628,0.00441782189046564,0.053761876130454,0.0281477752422438,0.00278141019745482,0.00241052966908106,0.0362816542355273,0.001,0.0465518994758051,0.00156963698174427,0.00650501124695202,0.00886850150733343,0.0477704229447592,0.00305069313427939,0.001,0.001,0.00244861874424667,0.0183331257737787,0.0359035402216711,0.001,0.00241776315456353,0.0414250022427093,0.0578660961670285,0.0584092366526949,0.00305069313427939,0.001,0.001,0.00739813118562469,0.0271802855246106,0.001,0.001,0.00819550968368402,0.00150634398377269,0.001,0.0120567113547454,0.0191693136291611,0.001
"old_inan",0.136097059973499,0.00668597269474966,0.00985446588883551,0.00269274887927993,0.0249938106372908,0.00484098079118996,0.0032785479269771,0.0136204588609368,0.0600188655806461,0.00263849773816142,0.00941469181662767,0.001,0.00232915295740331,0.00853729187273058,0.0235363149707885,0.00213927396348855,0.0206517977000573,0.00150634398377269,0.0766245350200454,0.00544870684809984,0.0110096753655116,0.001,0.0265235795404499,0.00441782189046564,0.0503820300387713,0.0274967615488218,0.00278141019745482,0.00241052966908106,0.0362491035508562,0.001,0.0465520127521877,0.001,0.00650501124695202,0.00886850150733343,0.0483507968783445,0.00305069313427939,0.001,0.001,0.00244861874424667,0.018902762755523,0.0366359306267709,0.001,0.00241776315456353,0.0392929323967522,0.0591138724127541,0.0591037645353944,0.00305069313427939,0.001,0.001,0.00739813118562469,0.0275491932842164,0.001,0.001,0.00884652337710605,0.00150634398377269,0.001,0.0120567113547454,0.0191693136291611,0.001
"old_man",0.131505425455406,0.0060907015912178,0.00398404886996669,0.00163729501405873,0.0279284035494029,0.0103301140830909,0.00171695689081607,0.0118863644722961,0.0496980061067404,0.00526091495170578,0.0150293892554073,0.001,0.001,0.003970249976238,0.0204047252638002,0.00181937930378979,0.0230564357675652,0.00195594252108809,0.083938441378802,0.00239714676159029,0.00899378546319148,0.001,0.0186616081376434,0.00245667431784852,0.0612629257874629,0.029725275421913,0.00487156721040677,0.00430903180376647,0.0334182448847945,0.001,0.0390390468439543,0.00171695689081607,0.00388568583014175,0.00985192202051587,0.0590366055292373,0.00325749503056957,0.00354021841374722,0.001,0.00411378392640007,0.0236456830490143,0.0382730672597491,0.001,0.00411784329954885,0.0446758912414154,0.0569227041473456,0.0506734119737514,0.00157356551265286,0.001,0.001,0.00611429248782129,0.0295310693305955,0.001,0.001,0.0105480449427727,0.00157356551265286,0.00157356551265286,0.00785092140113133,0.0211756056035048,0.001
"old_woman",0.136504402245201,0.00327201196674251,0.00835622983950329,0.001,0.0295652094176246,0.00657374908672314,0.00195047999239616,0.0162293724431848,0.0510157290835135,0.00268974220870428,0.012292394169001,0.001,0.001,0.00378824002788075,0.0142723954363076,0.0029385685195266,0.0157017334066835,0.001,0.0831493749896145,0.00326819089094538,0.00658440072236479,0.001,0.0267224663412288,0.00510290530051009,0.0667483826146501,0.0277269693417398,0.00261581598707347,0.00258413332066027,0.0411820209346357,0.001,0.0436825505949658,0.001,0.00766416085577762,0.00507674309869919,0.063876714571006,0.00151179691898255,0.001,0.001,0.00343956531381681,0.0297994514541421,0.0298847509406392,0.001,0.00408905997528752,0.0469653807241033,0.0494034312800381,0.0544079777722093,0.00173926221630812,0.001,0.001,0.0051398684113255,0.0313371870238138,0.001,0.001,0.00868064640320129,0.00173926221630812,0.001,0.0069539410836816,0.017773330859279,0.001
"one",0.123365964257838,0.00335710619577172,0.00453075927833352,0.00379344983502383,0.0141065823002521,0.00402601793497553,0.00351384750597753,0.0218756051874224,0.0734773395871037,0.00193118369674645,0.00944824093309979,0.001,0.001,0.00626007046483644,0.0135504179202334,0.00167891428028297,0.0222602220243672,0.00140734856816978,0.0963189843889098,0.00274588083308601,0.00470998411340584,0.00181469713633957,0.022963373379871,0.00310463426887721,0.0644297727130185,0.0201130534525377,0.00466613711352805,0.001,0.0389614120641128,0.00150918571021223,0.0589913949525339,0.00201837142042446,0.00510096554542357,0.0135906269741049,0.0585051990432658,0.00388538569120263,0.001,0.001,0.001,0.0246423815795684,0.0253424568244316,0.001,0.00201837142042446,0.0486132545228476,0.0700677360947922,0.040072271312721,0.00262939427267913,0.001,0.001,0.0022608408062398,0.0167558076414242,0.00235782856056594,0.00484081632653061,0.00785703423085801,0.00235782856056594,0.001,0.0064539447182732,0.0207179043567898,0.001
"other",0.14266289434428,0.00489260742319043,0.0156956026597113,0.001,0.0157530011551539,0.0050307932192874,0.00266983378474507,0.0262273845531257,0.0657090882020165,0.00253068096934964,0.00925155590076056,0.001,0.001,0.00211322252316338,0.0164671667474283,0.00304090795913286,0.0284946919341321,0.001,0.0833588288856648,0.00304090795913286,0.0110737951499863,0.001,0.0330503587412591,0.00732681467331186,0.0427059493032455,0.0247913078313137,0.00222454477547972,0.00274934967925674,0.0329355711332494,0.001,0.0689898743753121,0.00253068096934964,0.00732681467331186,0.0158697766605264,0.0533236283300572,0.00508181591826572,0.00253068096934964,0.001,0.00473209817583647,0.0166083074601865,0.0224368225278919,0.001,0.001,0.039073177311486,0.0509083033836717,0.046231237469289,0.00304090795913286,0.001,0.001,0.00344908955095943,0.0243246623900898,0.001,0.001,0.0141227731242426,0.00176534048467482,0.001,0.00222454477547972,0.0166326039835095,0.001
