"word","a","ã","ɑ","ɒ","e","ẽ","ə","ᶕ","ɤ","i","ĩ","ɨ","ᶖ","o","õ","ø","ⱺ","ɵ","u","ũ","ʉ","ᶙ","ɯ","ᶌ","ⱳ","y","ỹ"
"cold",0.293864327318629,0.00380847369588309,0.016756539552474,0.001,0.130641714899358,0.00307893861400007,0.0214627499387191,0.001,0.00807601755553215,0.192571905062056,0.001,0.0387880262866081,0.001,0.103093470952831,0.00318860524564905,0.00318860524564905,0.001,0.001,0.149096814307892,0.00391814032753207,0.001,0.001,0.0107390569737717,0.001,0.001,0.00672661402341507,0.001
"come",0.317615721347005,0.0122074506209326,0.0258411674505067,0.00517596566523604,0.130027995511124,0.001,0.0408676438253678,0.001,0.0086380515078569,0.189598722440669,0.00314163946784543,0.0235222145123202,0.00314163946784543,0.0994048640915596,0.00935193133047204,0.001,0.001,0.001,0.0943367799451169,0.001,0.00517596566523604,0.001,0.0126003158204335,0.001,0.005175965665236,0.00517596566523598,0.001
"correct",0.265640101910001,0.0113445061097317,0.0116991585933823,0.001,0.146735894065528,0.001,0.0244274378073122,0.001,0.0148943170569429,0.220471195819743,0.00657827434561769,0.0164156646057478,0.00252134754880483,0.129397789786281,0.00302846339840644,0.00404269509760966,0.001,0.00693292682926823,0.110330562452331,0.001,0.001,0.001,0.00946850607727631,0.001,0.001,0.0060711584960161,0.001
"cough",0.211059022979681,0.00847677401607039,0.00783702786734221,0.00727724998720506,0.101913218434925,0.00315914325195762,0.00847677401607036,0.001,0.00635735580121802,0.134862736066329,0.001,0.0171530720610061,0.001,0.252046647090434,0.00875640385894868,0.0120753461026664,0.001,0.001,0.203470846768002,0.001,0.001,0.001,0.00387885766927683,0.001,0.001,0.00219952402886535,0.001
"crooked",0.273498388504376,0.0147570454329436,0.0103556750136091,0.001,0.109878702551607,0.0111117386439242,0.037667248835662,0.001,0.0120568181818181,0.192432318803951,0.001,0.0108417159188117,0.001,0.173449108816999,0.0111187954178223,0.001,0.001,0.001,0.117106097329151,0.00289015907578782,0.001,0.001,0.0098361874735377,0.001,0.001,0.001,0.001
"crush",0.314023224269692,0.00605434802586355,0.0108324088471308,0.00361877350271832,0.0964296232580877,0.001,0.0139569148994827,0.001,0.00899446411045303,0.165350168907122,0.001,0.0222270707204375,0.00283794473667766,0.142331995309565,0.00375691710501649,0.00899446411045307,0.001,0.001,0.168431406064483,0.00375691710501649,0.001,0.001,0.013267983370276,0.001,0.001,0.00513537565752473,0.001
"cry",0.319648705487575,0.0177043131129046,0.0124614105123086,0.0058449130724059,0.114425760074055,0.001,0.0150289739361855,0.001,0.00316957389568689,0.216791848187682,0.0138000173565911,0.0226229511990514,0.00523043478260862,0.118585750238653,0.001,0.00244638259712459,0.001,0.001,0.10307587433828,0.00316957389568689,0.00244638259712459,0.001,0.00884639127542012,0.00244638259712459,0.00316957389568689,0.00208478694784344,0.001
"D_fs",0.341673171669084,0.00598955133211836,0.0141970696288581,0.00414564783476525,0.138802003859776,0.0037840521854841,0.0207783447597559,0.001,0.00392869044519656,0.181919233582524,0.001,0.0119197199803291,0.001,0.108721229177256,0.00606233908993606,0.001,0.001,0.001,0.124011090861755,0.00403740345396164,0.00378405218548411,0.001,0.00946086956521734,0.001,0.001,0.00678553038849829,0.001
"D_ms",0.337570408142692,0.00596795154280183,0.0141399394573046,0.00413203031167103,0.141085700789722,0.00377200001152097,0.0206927242196703,0.001,0.00391601213158099,0.190568360701808,0.001,0.016084569677384,0.001,0.105770927738422,0.00604042420210084,0.001,0.001,0.001,0.116277969313898,0.00402425452126051,0.00377200001152097,0.001,0.00942424242424237,0.001,0.001,0.0067604848024009,0.001
"dark",0.218887188939505,0.00501881722997384,0.0205765215979524,0.00565550239234446,0.0927565761618709,0.00724721529827102,0.0405119521722107,0.001,0.00792343542579905,0.196890267312265,0.0120223540160507,0.0386819980453766,0.001,0.0949469864099553,0.00951514833172564,0.00565550239234448,0.001,0.001,0.211933759275707,0.00497928226481644,0.001,0.001,0.0105502774355595,0.001,0.001,0.00724721529827098,0.001
"day",0.375707326751578,0.0143505067592766,0.0306845830014112,0.00249178474142895,0.121355882156962,0.00610912107026603,0.0229282690224932,0.001,0.00312555158740814,0.157457556237799,0.001,0.00436870553859894,0.001,0.115751432859244,0.001,0.00249178474142895,0.001,0.00536322869955152,0.111351151210285,0.00249178474142895,0.001,0.001,0.00983858292383835,0.001,0.001,0.0041327479570008,0.001
"DD_fs",0.327242917258916,0.0095760354291417,0.0311457917498337,0.00650086978820136,0.130460723124458,0.00476822396872921,0.017502609364604,0.001,0.00520138542359725,0.193179125335188,0.00489845309381238,0.00736719269793741,0.0020395874916833,0.0962041160734087,0.012305233283433,0.001,0.001,0.001,0.131248000526724,0.001,0.001,0.001,0.00598107604235967,0.0020395874916833,0.001,0.00333907185628743,0.001
"DD_ms",0.335256123485352,0.0095760354291417,0.0294131459303615,0.00650086978820136,0.131327046034194,0.00983593230206245,0.017502609364604,0.001,0.00520138542359725,0.185685712854594,0.0061979374584165,0.00736719269793741,0.0020395874916833,0.0954244254546462,0.012305233283433,0.001,0.001,0.001,0.12903915779552,0.001,0.001,0.001,0.00294894585828343,0.0020395874916833,0.001,0.00333907185628743,0.001
"deep",0.289048635413156,0.0121988863182725,0.0133323693522046,0.00194507953789391,0.078174652318739,0.00463825001512127,0.0240587159015302,0.001,0.001,0.172579204145821,0.001,0.0147499886590455,0.00463825001512127,0.164072875893235,0.00761555676525735,0.001,0.001,0.001,0.174044996046867,0.00572539768946954,0.00652840909090907,0.001,0.00808809653420426,0.001,0.001,0.0085606363031512,0.001
"defecate",0.323101991864865,0.0142632410392889,0.00927349744954533,0.00598974358974355,0.145318992783664,0.00257776412985994,0.014135015439207,0.001,0.00270598972994183,0.205075717673322,0.00952994864970911,0.0109794871794871,0.00355898459491274,0.128005407987444,0.00355898459491274,0.001,0.001,0.001,0.0968320384871284,0.00854872818465629,0.001,0.001,0.00654446662231092,0.001,0.001,0.001,0.001
"die",0.320628675022903,0.0116572764834476,0.0127403176839598,0.00183865881682014,0.115364623693789,0.00383024706888744,0.0218257881995114,0.001,0.00239776469470024,0.211009400566613,0.00449441173675059,0.0113781764202686,0.00169888234735012,0.105129393873318,0.001,0.00718488233616798,0.001,0.001,0.142948912898493,0.00508823529411758,0.001,0.001,0.00868770582085125,0.00309664704205035,0.001,0.001,0.001
"dirty",0.306903616404004,0.00798029847041662,0.00647236787220031,0.00229275128499478,0.0904586809603098,0.00272366837999304,0.0222867460243588,0.001,0.001,0.248967352243453,0.0113848227551804,0.0331019274059826,0.00229275128499478,0.102032999877373,0.00272366837999304,0.001,0.001,0.00358550256998956,0.131090240934366,0.00733420206219681,0.001,0.001,0.006041450777202,0.001,0.001,0.0033269523129906,0.001
"do",0.353132462611009,0.00233766958835951,0.0118833261014203,0.001,0.152825343515867,0.00523043478260861,0.0262738956868872,0.001,0.0115217304521391,0.175426243165842,0.00523043478260864,0.027937704301542,0.00316957389568689,0.115656591165495,0.00244638259712459,0.00378405218548411,0.001,0.001,0.071582533483757,0.00848479562613899,0.001,0.001,0.0116304434609042,0.001,0.001,0.00244638259712459,0.001
"dog",0.320333483725737,0.00752657554090123,0.0303347257664699,0.00405273840504645,0.104128867440927,0.00205274682702106,0.0241237468803603,0.001,0.00299999157802538,0.169606081788603,0.00721097888610957,0.00710547681009285,0.001,0.132447529694479,0.00205274682702106,0.00450915609007021,0.001,0.00510548523206749,0.154180369018844,0.00310549365404213,0.001,0.001,0.00661464974411227,0.001,0.001,0.00450915609007018,0.001
"drink",0.263681595673899,0.00514042553191483,0.0143765830042043,0.00644963406520288,0.113675098030889,0.001,0.0151907872198864,0.001,0.001,0.225115895867838,0.00726383828088503,0.0104841182882461,0.001,0.14488926544075,0.0105900595971177,0.00241560849931343,0.001,0.001,0.153385209722399,0.00312341274897015,0.001,0.001,0.012218468028482,0.001,0.001,0.001,0.001
"dry",0.34184389132641,0.00996774193548379,0.00690167744388332,0.00329954836870039,0.110949535644533,0.001,0.0304332257144698,0.001,0.0054838709677419,0.157936973978311,0.00253303224580026,0.018131386995594,0.001,0.132412980490632,0.00253303224580026,0.00253303224580026,0.001,0.001,0.137933883385303,0.00548387096774193,0.001,0.001,0.0160998709186848,0.00253303224580026,0.001,0.0039894128793105,0.001
"DS_fs",0.345110776163525,0.0114890955108209,0.0292495377753706,0.00505359799663654,0.122480388089361,0.001,0.0158355115564515,0.001,0.00505359799663654,0.178637246597106,0.00831368084601316,0.00797907033504176,0.001,0.104975041541707,0.0081462401829506,0.001,0.001,0.001,0.13765810088366,0.001,0.001,0.001,0.00225377385931654,0.00225377385931654,0.00350754771863309,0.00200301908745324,0.001
"DS_ms",0.342558013367205,0.0126841550232867,0.0301062940785097,0.00503333000665336,0.127985491138934,0.0058649999999999,0.0157613339986692,0.001,0.00503333000665336,0.170389589306236,0.00952461743180305,0.00794417498336655,0.001,0.102209657351963,0.00811050898203584,0.001,0.001,0.001,0.139053985362608,0.001,0.001,0.001,0.001,0.00224750499001996,0.00349500998003992,0.00199800399201597,0.001
"dust",0.247701300324176,0.00822454824457919,0.00353300505587809,0.00340608123853815,0.0648342020334482,0.0058121624770763,0.0210101928123448,0.001,0.001,0.139296057630931,0.0100338375702064,0.0157506447100963,0.001,0.191520379593725,0.0159441827005886,0.00593908629441619,0.001,0.001,0.230860634061825,0.001,0.001,0.001,0.0183502639391267,0.00340608123853815,0.001,0.00437734007450412,0.001
"ear",0.279568253085951,0.0154563587312014,0.0179127679942506,0.00229816036001134,0.137709444683067,0.0078073080281069,0.0230365906723825,0.001,0.00668437807928438,0.169326258874656,0.00931647254015168,0.0115971966053827,0.001,0.1564141562164,0.0051054852320675,0.00510548523206751,0.001,0.001,0.121572329321666,0.00801831218014038,0.001,0.001,0.00745639241909987,0.001,0.00310549365404213,0.00450915609007021,0.001
"earth",0.356682873790658,0.0100360606348629,0.0135281212466841,0.00233187881092073,0.102919678680158,0.00305193941122085,0.0202604545598557,0.001,0.001,0.19004327852232,0.00654400002304185,0.0168766363377141,0.001,0.11984156938648,0.00244012120060024,0.001,0.001,0.00521212121212116,0.118006114754618,0.00809236361332164,0.001,0.001,0.00532036360180065,0.001,0.001,0.00881242421362172,0.001
"eat",0.379766606842338,0.0185405882912047,0.0213361176806053,0.00229270590471718,0.106356071370664,0.00508823529411757,0.0236428823026217,0.001,0.00707982354618488,0.161681913883318,0.00369047059941741,0.00893208820454322,0.00239776469470024,0.095599407427642,0.00917647058823522,0.00369047059941741,0.001,0.001,0.129455265139989,0.00508823529411761,0.001,0.001,0.00718488233616793,0.001,0.001,0.001,0.001
"egg",0.263778831907398,0.00905278733633779,0.00947162903238984,0.00389742987629568,0.130370959438589,0.00540271493212663,0.0200030045489715,0.001,0.00314478734838016,0.147893596990463,0.00389742987629568,0.0338890153328337,0.001,0.115123829479589,0.00190317103349861,0.00325792758374653,0.001,0.00540271493212665,0.203459631910495,0.0124396787119576,0.001,0.001,0.012702859740549,0.00540271493212666,0.001,0.00250528505583102,0.001
"eight",0.331818381427458,0.00471662048308755,0.0116876615409088,0.00428375385980176,0.160308018783443,0.00324439036887082,0.0222668998185965,0.001,0.00355898459491274,0.184579949814414,0.00513953390353531,0.00926092719229516,0.00185299486497091,0.120503388914459,0.00450451213431136,0.001,0.001,0.001,0.108673252135332,0.00355898459491274,0.001,0.001,0.00483847689236911,0.001,0.001,0.00620326867632256,0.001
"eleven",0.295301075222215,0.00371917621429125,0.0145267193265932,0.00450145323388311,0.143745066939975,0.00270193336523834,0.0318586010009129,0.001,0.001,0.198677835830793,0.00406404734390867,0.0165017107959643,0.00141687718964744,0.128769522755586,0.00668847874237095,0.001,0.001,0.001,0.122028134302358,0.00245907016376604,0.001,0.001,0.00659310229443643,0.00411268301603421,0.001,0.00333451226202566,0.001
"empty",0.320571686977453,0.00936415031209253,0.0167668324237844,0.00373987285544518,0.096088799188484,0.00662427745664734,0.0058073410020037,0.001,0.0066242774566473,0.139051446423604,0.00710501155684776,0.0232092923978632,0.001,0.182469334933217,0.00566280925624666,0.0066242774566473,0.001,0.001,0.151079578800011,0.001,0.001,0.001,0.00244220230060111,0.001,0.001,0.00676880920240435,0.001
"eye",0.261933735636914,0.00322706609097008,0.013004150694427,0.00298325524682852,0.130132339823243,0.00308787446028445,0.0145006862147392,0.001,0.001,0.219599574709914,0.00928145104491149,0.022156225902449,0.001,0.13643369248751,0.00308787446028445,0.00983821756765408,0.001,0.001,0.13772098958091,0.00507112970711297,0.001,0.001,0.0118266694345916,0.001,0.001,0.00204393723014223,0.0050711297071129
"F_fs",0.517243189810855,0.00758502858229117,0.0307346857305797,0.00225577145029669,0.108161999809904,0.001,0.0131516857441578,0.001,0.00497142857142851,0.155516490827868,0.00235782856056594,0.0149510285551345,0.001,0.0825686911890505,0.001,0.001,0.001,0.001,0.0360994283541761,0.001,0.001,0.001,0.00507348568169775,0.0049714285714285,0.001,0.00235782856056594,0.001
"F_ms",0.515206446970006,0.00758502858229117,0.0307346857305797,0.00225577145029669,0.108161999809904,0.001,0.0131516857441578,0.001,0.00497142857142851,0.155516490827868,0.00235782856056594,0.0149510285551345,0.001,0.0825686911890505,0.001,0.001,0.001,0.001,0.0381361711950249,0.001,0.001,0.001,0.00507348568169775,0.0049714285714285,0.001,0.00235782856056594,0.001
"fall",0.29290051270009,0.019729141157461,0.0148022470465232,0.001,0.137517382601744,0.00403991177309247,0.025983911728364,0.001,0.0091764705882352,0.156879140877908,0.00323642351152038,0.0203933058253242,0.001,0.12721317029806,0.00554273525777572,0.001,0.001,0.001,0.154328899623722,0.00239776469470024,0.001,0.001,0.00966568823138032,0.00239776469470024,0.001,0.00379552938940047,0.001
"far",0.385310257745378,0.00862896525788996,0.0190419827012641,0.00306086088692181,0.10444712603778,0.00208478694784344,0.0208504295756313,0.001,0.0052304347826086,0.171956330816628,0.00316957389568689,0.0240688651682145,0.001,0.119381260667072,0.001,0.001,0.001,0.001,0.111284329890943,0.001,0.001,0.001,0.00425436084353033,0.001,0.001,0.0052304347826086,0.001
"fart",0.210705544982387,0.001,0.00467440313172105,0.00357882168479578,0.122840133686116,0.0122170387906357,0.0189219751711048,0.001,0.00338499228932316,0.295614502261627,0.0251111472146146,0.0231770309510178,0.001,0.0860337206723504,0.001,0.001,0.001,0.001,0.165201875319129,0.00486823252719368,0.001,0.001,0.00228941084239789,0.00486823252719368,0.001,0.00551293794839262,0.001
"feather",0.299383943436889,0.0175527827916733,0.0140510143986349,0.00247207658049133,0.124469650810023,0.00565550239234443,0.0232428985728703,0.001,0.001,0.188733254384373,0.00577513871777966,0.01655822008296,0.001,0.130679394003063,0.00406378948641791,0.001,0.001,0.00565550239234445,0.135973128702722,0.00418342581185317,0.001,0.001,0.00577513871777971,0.001,0.001,0.0057751387177797,0.001
"few",0.350057589681747,0.00853644793745838,0.00723696357285427,0.001,0.131850496922821,0.001,0.0176328384896872,0.001,0.001,0.206092686155467,0.0168531478709247,0.0132145916500332,0.001,0.113142132401863,0.00273264581947217,0.00359896872920825,0.001,0.00606770833333328,0.100320553337769,0.001,0.001,0.001,0.00446529163894433,0.001,0.001,0.0061979374584165,0.001
"FF_fs",0.40479374584165,0.0184529147982062,0.0238594261402457,0.00312555158740814,0.0967677470171767,0.00748878028695962,0.0207276448597573,0.001,0.00312555158740814,0.171356984088624,0.00301390940092908,0.0069671389657158,0.00323767711214343,0.102176675050497,0.00584830040964405,0.001,0.001,0.00323767711214343,0.108107244405062,0.0039835694828579,0.001,0.001,0.00472946185357235,0.001,0.001,0.001,0.001
"FF_ms",0.407223220226214,0.018375,0.023757375130691,0.0031160625178215,0.0963402124322786,0.0074598125178214,0.0192660749928713,0.001,0.0031160625178215,0.170596461838228,0.00300491873396065,0.00694049995247599,0.0032276874821785,0.10172499346545,0.00582665621138671,0.001,0.001,0.0032276874821785,0.109114212052087,0.003970249976238,0.001,0.001,0.00471281247029747,0.001,0.001,0.001,0.001
"finger",0.300226677541926,0.00877439539525599,0.0184829070541088,0.001,0.116631531179059,0.00177364650543874,0.0297781460335145,0.001,0.00993486515341402,0.21005086217377,0.00823334416438434,0.0132620464497361,0.001,0.111341087923821,0.00862016741710377,0.0021604697581581,0.001,0.001,0.130671198466854,0.00370776276903557,0.00192837580652648,0.001,0.0117147534388586,0.001,0.0021604697581581,0.00254729301087747,0.001
"fingernail",0.249163038859287,0.0131200260167258,0.0145367381828271,0.00312555158740814,0.127349986055365,0.00249178474142895,0.0318039048957393,0.001,0.001,0.246546823926351,0.00834679818240941,0.0160660592119199,0.00323767711214343,0.119051118632548,0.00659419278035855,0.001,0.001,0.001,0.123525905268259,0.001,0.00211883855607171,0.001,0.0120762600359818,0.001,0.001,0.0108452959551748,0.001
"fire",0.284770034399286,0.0051404255319148,0.0200737192282103,0.00301701278294475,0.104404696989001,0.00241560849931343,0.0289212723489192,0.001,0.00514042553191486,0.223133585311646,0.00726383828088497,0.0225875709573761,0.001,0.124471176795346,0.0073702382469104,0.001,0.001,0.001,0.131515893036622,0.001,0.00312341274897015,0.001,0.0100950552795118,0.001,0.001,0.00655603403122823,0.001
"fish",0.359076708444972,0.0117882613152074,0.0205540270809732,0.00613213512914111,0.0967858307409206,0.00249850449251647,0.017258288228348,0.001,0.00538288288288285,0.203065077053101,0.00399700898503294,0.00852974231716739,0.00249850449251647,0.116306036575498,0.0163964053874233,0.001,0.001,0.001,0.108102938267609,0.001,0.001,0.001,0.00837989186791578,0.0032477567387747,0.001,0.001,0.001
"five",0.341330994360802,0.00727523346426503,0.0108963943311195,0.00491996916592656,0.109399267905823,0.00781408988191016,0.0227985673293648,0.001,0.00528634361233474,0.193316149286948,0.00209912333922463,0.0113315219780702,0.00173274889281642,0.130751994418776,0.00464280878143021,0.001,0.001,0.001,0.125868506060519,0.00209912333922464,0.001,0.001,0.00491996916592653,0.00319824667844927,0.001,0.00231894800706956,0.001
"flat",0.500625841582543,0.0111864082485916,0.024373745605436,0.001,0.136197995105872,0.00444478695469023,0.0228974083391402,0.001,0.00478894676130973,0.14672440298327,0.001,0.0136469703590845,0.001,0.0606146292931184,0.001,0.001,0.001,0.001,0.0525935157017608,0.00247633726629581,0.001,0.001,0.00395267453259162,0.00247633726629581,0.001,0.001,0.001
"flesh",0.302199617931518,0.0109220043461003,0.023092961430501,0.00232044637477549,0.0945840936153446,0.00207081973392271,0.0335865322288186,0.001,0.00935193133047201,0.24506394649899,0.0155622231930987,0.0170972961087838,0.001,0.103294815233625,0.00528327893569084,0.00517596566523603,0.001,0.001,0.105401917195652,0.00207081973392271,0.00242775964523028,0.001,0.0100658111530872,0.001,0.001,0.00242775964523028,0.001
"flower",0.282636064379177,0.00444523334283813,0.0109396666983492,0.00325713335234293,0.132130765226916,0.001,0.026384453315591,0.001,0.00258413332066027,0.184089054996583,0.0104250799987326,0.0164841333206602,0.001,0.137116154086385,0.00353461331305643,0.001,0.001,0.001,0.159815548042238,0.00563333333333327,0.001,0.001,0.0045642999714856,0.001,0.001,0.00496033330165065,0.001
"fly_n",0.279172721322205,0.00721581236153122,0.0143316082611409,0.00344328868037122,0.0996791228539484,0.00601546391752575,0.0248338237614118,0.001,0.00357217523715456,0.206653226683599,0.00875911750382393,0.00935929172582666,0.0043006804260894,0.130001002903374,0.0156176958797182,0.001,0.001,0.001,0.145551803609277,0.00271478349143637,0.0043006804260894,0.001,0.0111598143918348,0.00601546391752574,0.001,0.0103024226461166,0.001
"fly_v",0.322416672860552,0.0138878924615224,0.0219675877313304,0.00561137440758289,0.0993530384502941,0.00561137440758286,0.0378121639816735,0.001,0.00864612323536178,0.168401820146662,0.0126386198489952,0.0198401648519706,0.001,0.131606548581916,0.00522310423161801,0.001,0.001,0.001,0.114237045655924,0.001,0.001,0.001,0.0131003459116521,0.0056113744075829,0.001,0.00403474882777888,0.001
"FM_fs",0.416766082985544,0.0146462136333394,0.0164227181999636,0.00428863182725458,0.120338030000605,0.00757726365450911,0.00772847638057215,0.001,0.00315453638178189,0.160259659468941,0.00315453638178189,0.00693485453335748,0.001,0.107374233351479,0.00553638178189076,0.001,0.001,0.001,0.103103208734047,0.00326819089094538,0.001,0.001,0.00693485453335747,0.001,0.001,0.00251212726063026,0.001
"FM_ms",0.417786523921853,0.0146462136333394,0.0171787818302787,0.00428863182725458,0.119203934555133,0.00757726365450911,0.00633000362910541,0.001,0.00315453638178189,0.160259659468941,0.00315453638178189,0.00693485453335748,0.001,0.107374233351479,0.00553638178189076,0.001,0.001,0.001,0.103859272364362,0.00326819089094538,0.001,0.001,0.00693485453335747,0.001,0.001,0.00251212726063026,0.001
"FoB_fs",0.412819965702398,0.0154851361439874,0.0250505342991638,0.00463098216712116,0.0990836721370584,0.001,0.0135328591643004,0.001,0.00556807511737086,0.169480755903797,0.00412364316749912,0.0201318083707389,0.001,0.109508831208587,0.00568546475124864,0.001,0.001,0.001,0.0877401780387359,0.00791080749299519,0.001,0.001,0.00568546475124859,0.001,0.001,0.00256182158374956,0.001
"FoB_ms",0.410565187235592,0.0155534622578741,0.0251639802156693,0.00464810944149437,0.0980950856597677,0.001,0.0135919764245094,0.001,0.0055896226415094,0.169372938758601,0.00413837733338355,0.0206143499165191,0.001,0.109236070984716,0.00570756600007528,0.001,0.001,0.001,0.0905031128219752,0.00794340564154706,0.001,0.001,0.00570756600007524,0.001,0.001,0.00256918866669177,0.001
"foot",0.32303882191948,0.0103689651265155,0.0130203755516623,0.00597525763611059,0.11176168478182,0.00949781659388639,0.0329214060961049,0.001,0.00317904801750211,0.182325346396,0.001,0.0330305938341658,0.001,0.141361597038819,0.00379620961860849,0.001,0.001,0.00524890829694318,0.102866964760436,0.00742795631444525,0.001,0.001,0.00317904801750211,0.001,0.001,0.001,0.001
"four",0.353361595882397,0.00389276519424918,0.0163894198427913,0.00197607393907837,0.120678155352511,0.0059177008302236,0.0243335666830591,0.001,0.001,0.180723703227452,0.00537507304232112,0.0175965373600625,0.001,0.107973147850732,0.00316957389568689,0.00667681737973327,0.00244638259712459,0.00523043478260864,0.12577425651383,0.00208478694784344,0.001,0.001,0.00461595649281145,0.001,0.001,0.00378405218548411,0.001
"FoZ_fs",0.384353146728521,0.0155994028426662,0.0179919615896412,0.00407851924356416,0.124784143251958,0.00555767311530783,0.0170328605609294,0.001,0.00567788461538454,0.161058574243455,0.0042384557807462,0.0195923633502226,0.001,0.123386512231947,0.00819714417319199,0.001,0.001,0.001,0.0843760121697995,0.00499841342955113,0.001,0.00259936537182046,0.00567788461538456,0.001,0.001,0.00179968268591023,0.001
"FoZ_ms",0.386631983286175,0.0155994028426662,0.0179919615896412,0.00407851924356416,0.126263297123702,0.00555767311530783,0.0170328605609294,0.001,0.00567788461538454,0.161178785743531,0.0042384557807462,0.0242702479656073,0.001,0.118708627616562,0.00819714417319199,0.001,0.001,0.001,0.080497810240325,0.00499841342955113,0.001,0.00259936537182046,0.00567788461538456,0.001,0.001,0.00179968268591023,0.001
"full",0.293650403222858,0.00914527184946337,0.0261193169217122,0.00428375385980176,0.106288937631453,0.00441197945988365,0.0174251384898091,0.00343075899483085,0.001,0.188913399574478,0.00611796918982548,0.0224949178565945,0.001,0.142774404792369,0.00173113845568935,0.001,0.001,0.00598974358974357,0.143707435434382,0.00355898459491274,0.001,0.001,0.00611796918982541,0.001,0.00355898459491274,0.00227949229745637,0.001
"FyB_fs",0.41952847797951,0.0154174485919127,0.0259872000547192,0.00461401496073274,0.102722112961438,0.001,0.0134742944018504,0.001,0.00554672897196258,0.172774338283824,0.00410904670409959,0.0239287157771684,0.001,0.101290486228256,0.00566357005614934,0.001,0.001,0.001,0.0778469576201401,0.00787851400003727,0.001,0.001,0.0056635700561493,0.001,0.001,0.0025545233520498,0.001
"FyB_ms",0.417315780689906,0.0154851361439874,0.0261045108530982,0.00463098216712116,0.101755249617019,0.001,0.0135328591643004,0.001,0.00556807511737086,0.171238058200612,0.00412364316749912,0.0250903388840472,0.001,0.10176133358144,0.00568546475124864,0.001,0.001,0.001,0.0805504738343567,0.00791080749299519,0.001,0.001,0.00568546475124859,0.001,0.001,0.00256182158374956,0.001
"FyZ_fs",0.389419277846423,0.0156699313588144,0.0213281488552685,0.00409339131720456,0.119838188357585,0.00557969085982623,0.0171103139935909,0.001,0.00570048309178737,0.163599605022759,0.00425410049466285,0.0196821815306584,0.001,0.118433284799162,0.00823191298562287,0.001,0.001,0.001,0.0829306392965161,0.00501772943645718,0.001,0.00260709177458288,0.00570048309178738,0.001,0.001,0.00180354588729144,0.001
"FyZ_ms",0.391709123276336,0.0156699313588144,0.0213281488552685,0.00409339131720456,0.121324487900206,0.00557969085982623,0.0171103139935909,0.001,0.00570048309178737,0.16372039725472,0.00425410049466285,0.0196821815306584,0.001,0.116826193024579,0.00823191298562287,0.001,0.001,0.001,0.080640793866603,0.00501772943645718,0.001,0.00260709177458288,0.00570048309178738,0.001,0.001,0.00180354588729144,0.001
"girl",0.311468130138114,0.0141406009800207,0.0194279765976653,0.00369388921687142,0.126185589473858,0.0032311736910708,0.0197801454992987,0.001,0.00256182158374956,0.213170690588418,0.00822317180974511,0.0206779398948582,0.001,0.129142906674913,0.0032311736910708,0.001,0.001,0.001,0.0974564334331562,0.00256182158374956,0.00256182158374956,0.001,0.0083012628889326,0.001,0.001,0.0051834506707577,0.001
"give",0.299544754867164,0.0127134723460879,0.0164999957531744,0.00443262128225817,0.14173861921547,0.00312341274897015,0.0208173723475036,0.001,0.00407871915742982,0.18418159547167,0.0114042638127999,0.0207468212511148,0.001,0.105265320220754,0.014836885095058,0.001,0.001,0.00514042553191484,0.121145643464844,0.00928085106382975,0.001,0.001,0.0127842527710536,0.001,0.001,0.00326497359890149,0.001
"go",0.358486193582152,0.00903764020076995,0.0104295565076263,0.0091422594142259,0.0994380945222529,0.00308787446028445,0.0288019497963627,0.001,0.00705438495394143,0.157793509215878,0.00715900416739735,0.0126220501813666,0.001,0.143039196363201,0.00924687862768182,0.001,0.001,0.001,0.113289014718123,0.001,0.00507112970711296,0.001,0.0153012635816233,0.001,0.001,0.001,0.001
"good",0.364991823883613,0.00541910878382703,0.0102203180807144,0.001,0.156642246886979,0.001,0.0154404552123089,0.001,0.00914225941422587,0.173173733425756,0.00308787446028445,0.013909347274767,0.001,0.122057636470435,0.001,0.001,0.001,0.001,0.0925162422713847,0.00447979076714075,0.001,0.001,0.00761160245756737,0.001,0.001,0.00830756061099553,0.001
"grass",0.289656134807793,0.0071879999873869,0.00931593369343453,0.00459782939199462,0.0994996948103344,0.00643884742363614,0.0211797857681162,0.001,0.001,0.208104119902825,0.0048230616176809,0.0161571071353118,0.001,0.165874099240022,0.00955293835709301,0.00718799998738694,0.001,0.00561137440758289,0.120949221394719,0.00257662557980406,0.001,0.001,0.0103412511469951,0.001,0.001,0.00194597534788244,0.001
"gray",0.31253775602916,0.001,0.00672332038432096,0.001,0.1139374584165,0.00368280643015045,0.0045770752402006,0.001,0.00609675273109695,0.131913999957075,0.001,0.0165591183224947,0.0045770752402006,0.142022134941586,0.00368280643015045,0.0063656128603009,0.001,0.001,0.199879588493264,0.0150394408315984,0.001,0.001,0.0132509032114981,0.0045770752402006,0.001,0.0045770752402006,0.001
"grease",0.310374919026415,0.0142632410392889,0.0117042564443762,0.00441197945988365,0.13777497556779,0.00556324615725811,0.0252239486838289,0.001,0.00598974358974352,0.190631022204675,0.0102547179145981,0.0178034460992544,0.001,0.113164955558968,0.0135384717743998,0.00270598972994183,0.001,0.001,0.106938645785352,0.0059897435897435,0.001,0.001,0.00782395891976724,0.00428375385980176,0.00355898459491274,0.001,0.001
