"word","a","ã","ɑ","ɒ","e","ẽ","ə","ᶕ","ɤ","i","ĩ","ɨ","ᶖ","o","õ","ø","ⱺ","ɵ","u","ũ","ʉ","ᶙ","ɯ","ᶌ","ⱳ","y","ỹ"
"before",0.31904488186747,0.0108202106425447,0.0148900850780707,0.00232713296810634,0.177763791565805,0.00276951062414179,0.0259929042623972,0.001,0.00352126597868094,0.1357870252403,0.001,0.0228968339915912,0.001,0.150782767797738,0.00365426593621268,0.00882979785110628,0.001,0.00617553191489357,0.0935870634617289,0.00440602129075183,0.001,0.001,0.00675090952846077,0.001,0.001,0.001,0.001
"behind",0.311020607265965,0.00793700705791095,0.0198049829988264,0.00409210055600692,0.115087463264426,0.001,0.0200142161238661,0.001,0.00756114571526959,0.191827656006484,0.001,0.00664171155177078,0.001,0.152700679043923,0.00434339695817745,0.00225377385931654,0.001,0.001,0.114965606475491,0.0150837888711688,0.001,0.001,0.010904542673447,0.001,0.001,0.00476132157794963,0.001
"belly",0.295150952665695,0.00650914766809553,0.0179127679942506,0.00299999157802538,0.130059029620085,0.00310549365404213,0.0173164388522533,0.001,0.001,0.160377683451662,0.001,0.012860492797808,0.001,0.163712063917173,0.001,0.001,0.001,0.001,0.155643733629787,0.001,0.00310549365404213,0.001,0.0148256202082473,0.00257889284721696,0.001,0.00184219746161685,0.001
"below",0.342012394963159,0.00288988689288091,0.0171700000672056,0.0046540353636162,0.148256228284173,0.012088388878808,0.040186848525172,0.001,0.00339392931309099,0.162400684601616,0.001,0.0228830251954004,0.001,0.106509069403281,0.00339392931309099,0.001,0.001,0.001,0.11470111964623,0.00352021210105042,0.001,0.001,0.00268014140070028,0.001,0.001,0.00226010605052521,0.001
"beside",0.364852528708816,0.0108281272951931,0.0136363636363635,0.00316018180090036,0.176125891074993,0.006940499952476,0.0190368181386145,0.001,0.00910068175337631,0.144378917489696,0.00424027270135055,0.0224394544244843,0.001,0.109328917921733,0.001,0.001,0.001,0.001,0.091130436097502,0.001,0.001,0.001,0.00532036360180073,0.001,0.001,0.007480545402701,0.001
"between",0.38084175792559,0.001,0.001,0.00699401797006587,0.125894037750325,0.001,0.0233267459075842,0.001,0.001,0.190901730073387,0.001,0.024675399950849,0.001,0.114531835228442,0.001,0.001,0.001,0.001,0.108589709469949,0.001,0.001,0.001,0.0032477567387747,0.001,0.001,0.00399700898503294,0.001
"big",0.344642359122762,0.0200723099256033,0.0175633306389975,0.001,0.124074586757222,0.001,0.013165305752132,0.00203099585952063,0.00502066115702474,0.152276114437791,0.001,0.0209662850607325,0.00502066115702473,0.148185384052831,0.001,0.001,0.001,0.001,0.122668899509129,0.00203099585952063,0.001,0.001,0.00790744956368249,0.0023746611460275,0.001,0.001,0.001
"bird",0.247673501090901,0.00577903619608444,0.0162397919093938,0.00540271493212665,0.104121082549403,0.00427375114025343,0.0211319683408446,0.001,0.001,0.278375186279025,0.0115743836610338,0.00991857009961969,0.00212896379187327,0.122927856848252,0.00916592757170422,0.001,0.001,0.001,0.136094944349612,0.00325792758374653,0.001,0.001,0.00980542986425334,0.00212896379187327,0.001,0.001,0.001
"bite",0.403768963048562,0.00453800877776609,0.0131093368817919,0.001,0.109294046410104,0.00245907016376604,0.0398823289094326,0.001,0.00307893861400007,0.160726269682857,0.0052675438596491,0.019055284168505,0.001,0.0944496620793502,0.00453800877776609,0.001,0.001,0.001,0.112190705333972,0.00672661402341515,0.001,0.001,0.00745614910529815,0.001,0.001,0.00245907016376604,0.001
"bitter",0.393741712451386,0.00845875259789696,0.0283917217112168,0.00858763915468032,0.0958216933829935,0.00845875259789693,0.0211907422268864,0.001,0.00730155153610303,0.203078900618008,0.00528695872859092,0.0111598143918348,0.00357217523715456,0.076105294565508,0.001,0.001,0.001,0.001,0.100111430060841,0.00357217523715456,0.001,0.001,0.0111598143918348,0.001,0.001,0.00400087111001365,0.001
"black",0.254478997587058,0.00508823529411759,0.0166540588291204,0.0029915882520673,0.114356236306898,0.00239776469470024,0.0269271764594062,0.001,0.00707982354618487,0.192884972751576,0.00917647058823524,0.0257395293446721,0.00309664704205035,0.109391670440632,0.00648599998881785,0.00309664704205035,0.001,0.001,0.176762117222138,0.0112731176302856,0.001,0.001,0.0164795646801634,0.00309664704205035,0.00309664704205035,0.00344608821572541,0.001
"blood",0.310868788442804,0.0152109451982111,0.0168600211672294,0.00710547681009289,0.128795278641031,0.00921097046413493,0.0320893038115051,0.001,0.00299999157802538,0.180767926874802,0.00450915609007018,0.0263347426104192,0.001,0.117254020791048,0.00299999157802538,0.001,0.001,0.001,0.125325989371468,0.00310549365404213,0.001,0.001,0.00450915609007018,0.00205274682702106,0.001,0.001,0.001
"blow",0.195209464471147,0.00776167291585047,0.00659578040181317,0.001,0.092838778606561,0.001,0.0099766168597384,0.001,0.001,0.123039687425327,0.00612967522898128,0.0160783728493169,0.001,0.113869510644932,0.00787851400003729,0.00321494394388793,0.001,0.001,0.377185596763748,0.00488630838012447,0.001,0.001,0.0176715074523849,0.001,0.001,0.00566357005614931,0.001
"blue",0.304424738899924,0.0225188305122335,0.0118530847908702,0.00287948021095286,0.0831757050870009,0.00917512996605655,0.0239284406704481,0.00381922031642929,0.012416928854156,0.179085649524196,0.010114870071533,0.0101148700715329,0.00569870052738214,0.125061264073951,0.0079067852994575,0.001,0.001,0.00649717514124288,0.149520747582049,0.0102561355631487,0.0018054915189798,0.001,0.0108672711075025,0.001,0.001,0.00287948021095286,0.001
"blunt",0.223697873325019,0.00674543035141831,0.0106262303675477,0.00452829694147059,0.109837174712624,0.001,0.022874787798141,0.001,0.00976968487267879,0.152826212894077,0.00301616968084034,0.00694770055847894,0.00508241698421339,0.132379758040437,0.00402425452126051,0.0068969696969696,0.001,0.001,0.255783318212061,0.0119373938990705,0.001,0.001,0.0169778181011713,0.001,0.001,0.00704850904252093,0.001
"body",0.297606010201818,0.0183254601907296,0.0169775972745865,0.00434953241664819,0.13725523336044,0.001,0.0285285694044012,0.001,0.0076990648332963,0.218225302481456,0.00550462962962958,0.0159382592839013,0.00511959722530247,0.110961761661862,0.00716051846923436,0.001,0.001,0.00331019442596289,0.110114191370346,0.00192407777038516,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"bone",0.274452998351123,0.0144499522693742,0.0156434522259827,0.00233766958835951,0.109363889612081,0.00729129566953045,0.0297811391709335,0.001,0.001,0.19169711012757,0.00425436084353033,0.0276848216610259,0.001,0.12614333362261,0.00425436084353033,0.001,0.00316957389568689,0.001,0.156914420434493,0.001,0.00523043478260868,0.001,0.0105456565130608,0.00316957389568689,0.00244638259712459,0.00316957389568689,0.001
"boy",0.321276274202516,0.0109939137747975,0.0131389953111154,0.00419241138575929,0.0911531302849802,0.00628707108464178,0.0177117203192351,0.001,0.00178831278990203,0.215465459812339,0.00549875829473978,0.0136913250907347,0.00257662557980406,0.162978243618083,0.00167569667705888,0.00561137440758284,0.001,0.001,0.109442497837395,0.00336493836970609,0.001,0.001,0.00257662557980406,0.001,0.001,0.00257662557980406,0.001
"brain",0.252678128265087,0.0213368404819755,0.00283794473667766,0.00283794473667766,0.10904082950472,0.00361877350271832,0.0294407060648501,0.001,0.00472154034472492,0.161628628562397,0.00467588947335532,0.016070551346662,0.00222529649111844,0.172655701488368,0.00913260771275122,0.00637569060773474,0.001,0.001,0.168954746649821,0.00596245078902967,0.001,0.001,0.0100515800810901,0.001,0.001,0.00775414916024296,0.001
"breast",0.247103091436174,0.0130654375772264,0.0118035625178215,0.00623482499287138,0.0981961374869309,0.0111726249881189,0.0285840313420778,0.001,0.001,0.184849812280201,0.0032276874821785,0.0209739687292082,0.001,0.142971693517727,0.00619793745841649,0.00968749999999998,0.001,0.00534374999999995,0.182697583998669,0.00512098125178212,0.001,0.001,0.0112842499524759,0.001,0.001,0.002485124988119,0.001
"breathe",0.356590083018805,0.0194201990284663,0.0226845699282439,0.00444264517559862,0.121196708477566,0.0163814235328625,0.024473687034533,0.001,0.00462149893760865,0.152342813604742,0.00623118279569889,0.0147711601885833,0.00368280643015045,0.115921391727554,0.00341452578713541,0.0045770752402006,0.001,0.001,0.0992903098053763,0.00846685482082426,0.001,0.001,0.0107025268459496,0.001,0.001,0.0027885376201003,0.001
"burn",0.324866800960291,0.0133018387188755,0.0124586709836854,0.00318432259904155,0.112636367817361,0.00548387096774188,0.0317358064209524,0.001,0.00368280643015045,0.167135167453112,0.00444932255305058,0.0204685161167679,0.001,0.112408399790281,0.0121520645345253,0.00253303224580026,0.001,0.001,0.14628791572002,0.00559909673740075,0.001,0.001,0.00931645158224252,0.001,0.001,0.00329954836870039,0.001
"buttocks",0.21062456358897,0.00940932288123934,0.0138223106858907,0.00829423462200365,0.127834966937633,0.00239386032404465,0.0181505172682036,0.001,0.001,0.196191150022381,0.00657544129617854,0.0115465753781078,0.001,0.152505692525564,0.00364803354185484,0.00643575418994408,0.001,0.001,0.196987641636121,0.00657544129617853,0.0045772737578846,0.001,0.0110819552700929,0.001,0.001,0.00434526477770716,0.001
"carry",0.37491236655362,0.00751134043968798,0.022090732011155,0.00301701278294475,0.128262526618496,0.00563588850667458,0.0187649693520759,0.001,0.0112978638467744,0.157282042197267,0.0149432850610834,0.0156510893107401,0.001,0.111979578431789,0.00312341274897015,0.00312341274897015,0.001,0.00514042553191484,0.0970625986122994,0.001,0.00206170637448507,0.001,0.00772414037173873,0.001,0.001,0.00241560849931343,0.001
"clean",0.332552411752745,0.0103687645805435,0.015737091218407,0.00226329619242528,0.151692181038766,0.001,0.0263175379199407,0.001,0.001,0.206936784056962,0.00763162283028878,0.0238955380378483,0.0025791202405316,0.0888500172650478,0.00415824048106319,0.001,0.001,0.001,0.100858509623309,0.00226329619242528,0.001,0.001,0.0087373480886328,0.001,0.001,0.00415824048106319,0.001
"cloud",0.26549690956914,0.0133140769742566,0.0157930933005783,0.0071570384871283,0.0948884712260462,0.00355898459491274,0.013314595168637,0.001,0.00327883655765392,0.153834954632859,0.0122347644454679,0.0195575730407316,0.00259936537182046,0.16018671996666,0.0151538653462305,0.00567788461538456,0.001,0.001,0.186919487947183,0.00355898459491274,0.001,0.001,0.0128750287885766,0.001,0.00259936537182046,0.001,0.001
